language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
141	Dargwa_Kubachi	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y		GEN	NOM	X	GEN_NOM	The NP in the genitive displays some properties of a clause-level dependent.	gal-la b-ik' icː-ul=sab	boy-GEN head hurt-PROG.CNV=COP:N(3)	‘The boy has a headache.’		‘У мальчика болит голова.’	It is possible to insert material between the X and Y NPs.		---
141	Dargwa_Kubachi	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом		NOM	GEN	Y	NOM_GEN		gal grip-la icː-an uχ-e	boy flu-GEN hurt.IPFV-PTCP (M)be.PFV-3.AOR.ITR	‘The boy caught the flu.’		‘Мальчик заболел гриппом.’	This is an analytic form of the verb (PTCP + ‘be’).		---
141	Dargwa_Kubachi	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а		NOM	ANTEABL	Y	NOM_ANTEABL		gal χʷi-l-ta-l uχ k-ul=saw	boy dog-OBL-ANTE-ABL fear (M)say.IPFV-PROG.CNV=COP:M(3)	‘The boy is afraid of the dog.’		‘Мальчик боится собаки.’	CV		Гал хви-л-тал ухку-л=сав.
141	Dargwa_Kubachi	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)		ERG	NOM	TR	TR		gal-di-l qːaqːa ixʷ-aj	boy-OBL-ERG stone throw.PFV-3.AOR.TR	‘The boy threw a stone.’		‘Мальчик бросил камень.’			Гал-ди-л къакъа ихьв-ай.
141	Dargwa_Kubachi	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а		ERG	NOM	TR	TR		gal-di-l as χap b-aq'-aj	boy-OBL-ERG money ID.gather N-do.PFV-3.AOR.TR	‘The boy has enough money.’		‘Мальчику хватает денег.’	CV		Гал-ди-л ас хап б-акь-ай.
141	Dargwa_Kubachi	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)		NOM	SUPERLAT	Y	NOM_SUPERLAT	Non-verbal predicate.	gal atːa-že miši-l=saw	boy father-SUPER(LAT) similar-ADV=COP:M(3)	‘The boy resembles his father.’		‘Мальчик похож на папу.’			Гал атта-же миши-л=сав.
141	Dargwa_Kubachi	7	believe	X (believe) Y	верить	X (верить)Y-у		NOM	DAT	Y	NOM_DAT		gal juldaš-l-i w-iχː-ul=saw	boy friend-OBL-DAT M-trust-PROG.CNV=COP.M	‘The boy believes his friend.’		‘Мальчик верит другу.’			Гал юлдаш-ли в-ихх-ул=сав.
141	Dargwa_Kubachi	8	take	X (take) Y	взять	X (брать) Y(-а)		ERG	NOM	TR	TR		gal-di-l kiniška či-ka-b-alč-in	boy-OBL-ERG book SUPER.ABL-DOWN-N-gather.PFV-3.AOR	‘The boy took a book.’		‘Мальчик взял книгу.’			Гал-ди-л кинишка чи-ка-б-алч-ин.
141	Dargwa_Kubachi	9	see	X (see) Y	видеть	X (видеть) Y(-а)		DAT	NOM	X	DAT_NOM		gal-i qal ti-sa-b-ilg-un=sab	boy-DAT home ANTE-HITHER-N-watch.IPFV-PROG.CNV=COP:3	‘The boy sees a house.’		‘Мальчик видит дом.’			Гали хъал тиса-б-илг-ун=саб.
141	Dargwa_Kubachi	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)		*	*	*		No satisfactory translation has been obtained.	*	*	*		*	The only translation obtained literally means “One gets forgetfull with age”.		*
141	Dargwa_Kubachi	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом		NOM	COM	Y	NOM_COM		gal juldaš-li-cːila sawnne w-ič-e	boy friend-OBL-COM together.M M-get.PFV-3.AOR.ITR	‘The boy encountered his friend.’		‘Мальчик встретился с другом.’	CV		---
