language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
45	Nanai	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	*	*	*	*		Not included in the database because X is expressed as an NP-internal modifier.	Petia ǯele-ni ənu.si-ni	PN head-P.3SG be_sick.IPFV.NPST-P.3SG	‘Petia has a headache.’	PN голова-P.3SG болеть.IPFV.NPST-P.3SG	‘У Пети болит голова.’	Посессивная ИГ в позиции подлежащего
45	Nanai	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	ənusi-	NOM	INS	Y	NOM_INS		Petia grippa-ǯi ənu.si-ni	PN flu-INS be_sick.IPFV.NPST-P.3SG	‘Petia has the flu.’	PN грипп-INS болеть.IPFV.NPST-P.3SG	‘Петя болеет гриппом.’	
45	Nanai	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	ŋəələ-	NOM	INS	Y	NOM_INS		Petia enda-ǯi ŋəələ-j-ni 	PN dog-INS be_afraid-NPST-P.3SG	‘Petia is afraid of the dog.’	PN собака-INS пугаться-NPST-P.3SG	‘Петя боится собаки.’	Периферийная вариативность с TR. Еще есть ŋəələči-, он значит скорее "пугаться"
45	Nanai	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	naŋgala-	NOM	OBL	TR	TR		Petia ǯolo-wa naŋga.la-xa-ni	PN stone-OBL throw.PFV-PST-P.3SG	‘Petia threw a stone.’	PN камень-OBL бросать.PFV-PST-P.3SG	‘Петя бросил камень.’	
45	Nanai	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	ələ	DAT	NOM(NO.AGR)	XY	DAT_NOM(NO.AGR)	Children ask their mother for a little brother and she answers: ...	mindu suə=də ələ	I.DAT you=PART.EMPH be_enough	≈ ‘It is sufficient for me to have you.’ (lit. ‘You are enough for me.’)	я.DAT вы=PART.EMPH быть.достаточным	‘Мне вас хватает.’	
45	Nanai	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	bi-	NOM	mat	Y	NOM_mat	Non-verbal predicate.	Petia Vasia=mat bi	PN PN=like be.NPST	‘Petia resembles Vasia.’	PN PN=словно быть.NPST	‘Петя похож на Васю.’	NV. Здесь суффикс на Y, глагол -- быть
45	Nanai	7	believe	X (believe) Y	верить	X (верить)Y-у	agdača-	NOM	OBL	TR	TR		Petia Maša-wa agda-ča-j-ni	PN PN-OBL believe-RES-NPST-P.3SG	‘Petia believes Masha.’	PN PN-OBL верить-RES-NPST-P.3SG	‘Петя верит Маше.’	Alternative is agda-, same pattern.
45	Nanai	8	take	X (take) Y	взять	X (брать) Y(-а)	ǯapa-	NOM	OBL	TR	TR		Petia polka-ǯea daŋsa-wa ǯapa-xa-ni	PN shelf-ABL book-OBL take-PST-P.3SG	‘Petia took a book from the shelf.’	PN полка-ABL книга-OBL брать-PST-P.3SG	‘Петя взял книгу с полки.’	
45	Nanai	9	see	X (see) Y	видеть	X (видеть) Y(-а)	icə-	NOM	OBL	TR	TR		Petia ǯoo-wa icə-j-ni	PN house-OBL see-NPST-P.3SG	‘Petia sees a house.’	PN дом-OBL видеть-NPST-P.3SG	‘Петя видит дом.’	
45	Nanai	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*		No satisfactory translation has been obtained.	*	*	*	*	*	Эквивалента найти не удалось
45	Nanai	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	baači-	NOM	INS	Y	NOM_INS		Petia Maša-ǯi baače-la-xa-ni	PN PN-INS meet-PFV-PST-P.3SG	‘Petia encountered Masha.’	PN PN-INS встречаться-PFV-PST-P.3SG	‘Петя встретился с Машей.’	
45	Nanai	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	iigu-	NOM	DIR	Y	NOM_DIR		Petia ǯook-či ii-gu-xə-ni	PN house-DIR enter-REP-PST-P.3SG	‘Petia entered the house.’	PN дом-DIR входить-REP-PST-P.3SG	‘Петя вошёл в дом.’	
45	Nanai	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	xətə-	NOM	OBL	TR	TR		Petia Maša-wa xətə-xə-ni	PN PN-OBL win-PST-P.3SG	‘Petia beat Masha.’	PN PN-OBL побеждать-PST-P.3SG	‘Петя выиграл у Маши.’	
45	Nanai	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	niə-	NOM	ABL	Y	NOM_ABL		Petia ǯoog-ǯeaǯi niə-xə-ni	PN house-ABL go_out-PST-P.3SG	‘Petia went out of the house.’	PN дом-ABL выходить-PST-P.3SG	‘Петя вышел из дома.’	
45	Nanai	15	drive	X (drive) Y	гнать	X (гнать) Y-а	puŋiə-	NOM	OBL	TR	TR		Petia exa-mba sirgə-či puŋiə-j-ni	PN cow-OBL hillock_by_river-DIR гнать-NPST-P.3SG	‘Petia is driving the cow to the pasture.’	PN корова-OBL рёлка-DIR гнать-NPST-P.3SG	‘Петя гонит корову на рёлку.’	
