language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
42	Komi_Permyak	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	висьны	GEN	NOM	X	GEN_NOM	Arguably, the NP in the genitive is a clause-level dependent.	Петя-ыс-вӧн вись-ö юр-ыс	PN-P.3-GEN болеть-PRS.3 голова-P.3	‘У Пети болит голова.’					
42	Komi_Permyak	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	висьны	NOM	INS	Y	NOM_INS		Петя вись-ö грипп-öн	PN болеть-PRS.3 грипп-INS	‘Петя болеет гриппом.’			Alternative is construction with “шогавны” and the same NOM_INS pattern.		
42	Komi_Permyak	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	повны	NOM	ABL	Y	NOM_ABL		Петя пов-ö пон-вись	PN бояться-PRS.3 собака-ABL	‘Петя боится собаки.’			Alternative is the NOM_ABL construction (same verb).		
42	Komi_Permyak	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	чапкыны	NOM	ACC	TR	TR		Петя чапк-и-с из	PN бросать-PRT-3 камень	‘Петя бросил камень.’			Alternative is “шупкыны” (also TR).		
42	Komi_Permyak	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	тырмыны	DAT	NOM	X	DAT_NOM		Петя-вö тырм-ö деньга-ыс	PN-DAT быть_достаточным-PRS.3 деньги-P.3	‘Пете хватает денег.’			Alternative is the same verb in the GEN_NOM construction.		
42	Komi_Permyak	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	вачкисны	NOM	SUPLAT	Y	NOM_SUPLAT		Петя вачкись-ö Маша-ыс-вö	PN быть_похожим-PRS.3 PN-P.3-SUPLAT	‘Петя похож на Машу.’			‘быть похожим’. Alternative is i) a construction with the same verb and the NOM_vylo pattern, ii) “вöсявны” + the NOM_DAT pattern.		
42	Komi_Permyak	7	believe	X (believe) Y	верить	X (верить)Y-у	веритны	NOM	DAT	Y	NOM_DAT		Петя верит-ö Маша-вö	PN верить-PRS.3 PN-DAT	‘Петя верит Маше.’			Russian loanword. то же, что доверять		
42	Komi_Permyak	8	take	X (take) Y	взять	X (брать) Y(-а)	босьтны	NOM	ACC	TR	TR		Петя босьт-i-с книга	PN брать-PRT-3 книга	‘Петя взял книгу.’			Alternative is “судзöтны” (also TR).		
42	Komi_Permyak	9	see	X (see) Y	видеть	X (видеть) Y(-а)	аддзыны	NOM	ACC	TR	TR		Петя аддз-ö керку	PN видеть-PRS.3 дом	‘Петя видит дом.’			то же что видеть		
42	Komi_Permyak	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	влияйтны	NOM	SUPLAT	Y	NOM_SUPLAT		возраст влияйт-ö память-вö	возраст влиять-PRS.3 память-SUPLAT	‘Возраст влияет на память.’			Russian loanword. Alternative are NOM_DAT and NOM_vylo patterns.		
42	Komi_Permyak	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	пантасьны	NOM	COM	Y	NOM_COM		Петя пантас-и-с Маша-кöт	PN встречаться-PRT-3 PN-COM	‘Петя встретился с Машей.’					
42	Komi_Permyak	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	пырны	NOM	ILL	Y	NOM_ILL		Петя пыр-и-с керку-ö	PN входить-PRT-3 дом-ILL	‘Петя вошел в дом.’					
42	Komi_Permyak	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	вермыны	NOM	ACC	TR	TR		Петя верм-и-с Маша-сö	PN выигрывать-PRT-3 PN-ACC.P.3	‘Петя выиграл у Маши.’			‘одолеть’. Alternative is CV “босьтны победа” + NOM_ABL		
42	Komi_Permyak	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	петны	NOM	ELA	Y	NOM_ELA		Петя пет-i-с керку-ись	PN выходить-PRT-3 дом-ELA	‘Петя вышел из дома.’					
42	Komi_Permyak	15	drive	X (drive) Y	гнать	X (гнать) Y-а	вашöтны	NOM	ACC	TR	TR		Петя вашöт-ӧ мӧс-сӧ	PN гнать-PRS.3 корова-ACC	‘Петя гонит корову.’					
42	Komi_Permyak	16	bend	X (bend) Y	гнуть	X (гнуть) Y	кöстыны	NOM	ACC	TR	TR		Петя кöст-i-с ув	PN гнуть-PRT-3 ветка	‘Петя согнул ветку.’			Alternatives are “кусыньтны”, “пиньöвтны”, and “нюкыртны” (all TR).		
