language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
90	Catalan	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	fer mal	a	SBJ	X	a_SBJ		al Pere li fa mal el cap	to.DEF.SG.M PN(M) 3SG.DAT make.3SG.PRS.IND pain(M) DEF.SG.M head(M)	‘Pere has a headache.’			CV. Вариант En Pere té mal de cap (tenir mal)		
90	Catalan	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	tenir	SBJ	DO	TR	TR		en Pere té la grip	DEF.SG.M PN(M) have.3SG.PRS.IND DEF.SG.F flu(F) 	‘Pere has the flu.’			Same verb as in 38		
90	Catalan	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	tenir por	SBJ	de	Y	SBJ_de		en Pere té por del gos	DEF.SG.M PN(M) have.3SG.PRS.IND fear(F) of.DEF.SG.M dog(M)	‘Pere is afraid of the dog.’			CV		
90	Catalan	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	llançar	SBJ	DO	TR	TR		en Pere va llanç-ar un-a pedra 	DEF.SG.M PN(M) go.3SG.PRS.IND throw-INF INDF-SG.F stone(F)	‘Pere threw a stone.’					
90	Catalan	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	tenir prou	*	*	*		Not included in the database because the intended meaning is expressed by a structurally discontinuous combination (predicate + adnominal modifier).	ara en Pere té prou diner-s	now DEF.SG.M PN(M) have.3SG.PRS.IND enough money(M-PL)	‘Now Pere has enough money.’					
90	Catalan	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	assemblar-se	SBJ	a	Y	SBJ_a		en Pere s'assembl-a al Marc	DEF.SG.M PN(M) REFL.3SG-look.like-3SG.PRS.IND to.DEF.SG.M PN(M)	‘Pere resembles Marc.’					
90	Catalan	7	believe	X (believe) Y	верить	X (верить)Y-у	creure	SBJ	en	Y	SBJ_en		en Pere creu en la Maria	DEF.SG.M PN(M) believe.3SG.PRS.IND in DEF.SG.F PN(F)	‘Pere believes Maria.’			Infinitive is homophonous with 68		
90	Catalan	8	take	X (take) Y	взять	X (брать) Y(-а)	agafar	SBJ	DO	TR	TR		en Pere va agaf-ar un llibre	DEF.SG.M PN(M) go.3SG.PRS.IND take-INF INDF.SG.M book(M)	‘Pere took a book.’			Same verb as in 18		
90	Catalan	9	see	X (see) Y	видеть	X (видеть) Y(-а)	veure	SBJ	DO	TR	TR		en Pere veu un-a casa	DEF.SG.M PN(M) see.3SG.PRS.IND INDF-SG.F house(F)	‘Pere sees a house.’					
90	Catalan	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	afectar	SBJ	DO	TR	TR		l'edat afect-a a la memòria	DEF.SG.F-age(F) influence-3SG.PRS.IND to DEF.SG.F memory(F)	‘Age influences memory.’			L'edat l'afecta (прямое дополнение)		
