language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
116	Khoekhoe	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	tsû	*	*	*		Not included in the database because X is expressed as an NP-internal modifier.	Sara-s dana-s ge ra tsû	PN-3F.SG head-3F.SG DECL IPFV ache	‘Sara has a headache.’			A slightly less natural alternative is as follows: “Sara-s ge tsûadana-b-a  ūhâ” [S.-3F.SG DECL headache-3M.SG-OBL have] ‘Sara has a headache’. This does not meet the includion criteria either, because Y is expressed as part of a nominal compound. All body part are the same: you get these compounds, the alternative is to have X as a possessor.		
116	Khoekhoe	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	ūhâ	SBJ	OBL	TR	TR		Sara-s ge ǁkhai-s-a ūhâ	PN-3F.SG DECL fever-3F.SG-OBL have	‘Sara has the flu.’			Same as 38		
116	Khoekhoe	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	ǃao	SBJ	OBL	TR	TR		Sara-s ge ari-b-a ra ǃao	PN-3F.SG DECL dog-3M.SG-OBL IPFV fear	‘Sara is afraid of the dog.’					
116	Khoekhoe	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	ǂnoa	SBJ	OBL	TR	TR		Sara-s ge ǂgūro ǀui-s-a go ǂnoa	PN-3F.SG DECL first rock-3F.SG-OBL RPST throw_at	‘Sara threw a stone first.’			Same 101		
116	Khoekhoe	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	ūhâ	*	*	*		Not included in the database because the intended meaning is expressed by a structurally discontinuous combination (predicate + adnominal modifier).	Sara-s ge nēsisa ǂâusa mari-i-a ūhâ	PN-3F.SG DECL now enough money-3C.SG-OBL have	‘Now Sara has enough money.’			ǂâusa is NP-internal, i.e. forms a constituent with mari-i-a. It is a derived adjective modifying the nouns (ǂâu is «be enough» but is normally used as monovalent verb).		
116	Khoekhoe	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	ī	SBJ	khami	Y	SBJ_khami	“khami” is a postposition.	Sara-s ge ouma-s khami ī	PN-3F.SG DECL grandmother-3F.SG like look	‘Sara resembles her grandmother.’			khami is also used as a conjunction for adverbial clauses of manner).		
116	Khoekhoe	7	believe	X (believe) Y	верить	X (верить)Y-у	ǂgom	SBJ	OBL	TR	TR		Sara-s ge Maria-s-a ra ǂgom	PN-3F.SG DECL PN-3F.SG-OBL IPFV believe	‘Sara believes Maria.’					
116	Khoekhoe	8	take	X (take) Y	взять	X (брать) Y(-а)	ū	SBJ	OBL	TR	TR		Sara-s ge tā-b-a xu ǂkhani-s-a go ū	PN-3F.SG DECL shelf-3M.SG-OBL from book-3F.SG-OBL RPST take	‘Sara took a book from the shelf.’					
116	Khoekhoe	9	see	X (see) Y	видеть	X (видеть) Y(-а)	mû	SBJ	OBL	TR	TR		Sara-s ge om-s-a ra mû	PN-3F.SG DECL house-3F.SG-OBL IPFV see	‘Sara sees a house.’			Same as 11		
116	Khoekhoe	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	tsâǀkha	SBJ	OBL	TR	TR		kuri-n ge ǂâi-s-a ra tsâǀkha	year-3C.PL DECL memory-3F.SG-OBL IPFV touch	‘Age influences memory.’			Same as 22		
