language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
124	Dargwa_Tsudakhar	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	icː-iz	GEN	NOM	X	GEN_NOM	The NP in the genitive displays some properties of a clause-level dependent.	uršːi-la bek' icː-ule=sab	boy-GEN head hurt.IPFV-PROG.CNV=COP:N(3)	‘The boy now has a headache.’		‘У мальчика болит голова.’	Можно что-то вставить между uršːi-la и bek'.		
124	Dargwa_Tsudakhar	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	d-ač'-iz	SUPER(LAT)	NOM	X	SUPER(LAT)_NOM		uršːi-ja gripː d-ač'-ible=sad	boy-SUPER(LAT) flu NPL-come.PFV-PRET.CNV=COP:NPL(3)	‘The boy came down with the flu.’		‘Мальчик заболел гриппом.’			
124	Dargwa_Tsudakhar	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	uruχ b-ič'-iž	NOM	ANTE.ESS	Y	NOM_ANTE.ESS		uršːi χʷaˤ-li-sa-w uruχ k'-ule=saj	boy dog-OBL-ANTE-M.ESS fear M.say-PROG.CNV=COP:M(3)	‘The boy is afraid of the dog.’		‘Мальчик боится собаки.’	CV		
124	Dargwa_Tsudakhar	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	iš-iz/irš-iz	ERG/LOC(LAT)	NOM	TR	TR		uršːi-le qːarqːa ix-ub	boy-ERG/LOC(LAT) stone throw.PFV-PRET(3)	‘The boy threw a stone.’		‘Мальчик бросил камень’	Same as 101 (different pattern)		
124	Dargwa_Tsudakhar	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	b-eʁ-iz	DAT	NOM	X	DAT_NOM		uršːi-z arc d-eʁ-ule=sad	boy-DAT money NPL-be.enough.IPFV-PROG.CNV=COP:NPL(3)	‘The boy has enough money.’		‘Мальчику хватает денег’			
124	Dargwa_Tsudakhar	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	miši b-iχ-iz/b-irχ-iz	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)	Non-verbal predicate.	uršːi tːutːes-li-ja miši-le=saj	boy father-OBL-SUPER(LAT) similar-ADV=COP:M(3)	‘The boy resembles his father.’		‘Мальчик похож на папу.’			
124	Dargwa_Tsudakhar	7	believe	X (believe) Y	верить	X (верить)Y-у	irχ k-až-iz/k-arž-iz	NOM	SUPER(LAT)	Y	NOM_SUPER(LAT)		uršːi juldaš-li-ja irχ k-arg-ule=saj	boy friend-OBL-SUPER(LAT) M.trust DOWN-M.put.IPFV-PROG.CNV=COP:M(3)	‘The father believes his friend.’		‘Мальчик верит другу.’	CV		
124	Dargwa_Tsudakhar	8	take	X (take) Y	взять	X (брать) Y(-а)	h-asː-iz/h-ajsː-iz	ERG/LOC(LAT)	NOM	TR	TR		uršːi-le kniža h-asː-ib	boy-ERG/LOC(LAT) book UP-take.PFV-PRET(3)	‘The boy took a book.’		‘Мальчик взял книгу’			
124	Dargwa_Tsudakhar	9	see	X (see) Y	видеть	X (видеть) Y(-а)	če-b-až-iz/če-b-iž-iz	DAT	NOM	X	DAT_NOM		uršːi-z qali če-b-ig-ule=sab	boy-DAT home ON-N-see.IPFV-PROG.CNV=COP:N(3)	‘The boy sees a house.’		‘Мальчик видит дом.’			
124	Dargwa_Tsudakhar	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*		Not included in the database because the translation deviates too far from the stimulus sentence.	ʡumru ar d-ax-ni-le d-aχril asar b-irq'-u	life away/back NPL-go-MSD-ERG/LOC(LAT) NPL-knowledge away/off N-do.IPF-HAB.PRS	‘With life passing by, knowledge goes down.’		‘Жизнь проходит умения убывают.’			
124	Dargwa_Tsudakhar	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	qːaršːi b-ič-iz/b-irč-iz	NOM	COM	Y	NOM_COM		uršːi juldaš-li-cːila qːaršːi ič-ib	boy friend-OBL-COM opposite M.get.PFV-PRET(3)	‘The boy encountered a friend.’		‘Мальчик встретился с другом’	CV		
124	Dargwa_Tsudakhar	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	hа-b-ac'-iz/ha-b-ic'-iz	NOM	ERG/LOC(LAT)	Y	NOM_ERG/LOC(LAT)		uršːi uškul-le h-ac'-ib	boy school-ERG/LOC(LAT) UP-(M)go.PFV-PRET(3)	‘The boy entered the school.’		‘Мальчик вошел в школу.’			
124	Dargwa_Tsudakhar	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	četːe b-ičː-iz/b-irčː-iz	NOM	SUPER.ABL2	Y	NOM_SUPER.ABL2		uršːi juldaš-li-j-kar četːi ič-ib	boy friend-OBL-SUPER-ABL2 through M.fall.PFV-PRET(3)	‘The boy beat his friend.’		‘Мальчик выиграл у друга.’	CV. Дословно получается мальчик попался/оказался через чем друг.		
124	Dargwa_Tsudakhar	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	tːura b-uq-iz/b-ulq-iz	NOM	LOC.ABL1	Y	NOM_LOC.ABL1		uršːi uškul-le-la tːura uq-un	boy school-LOC-ABL1 outside(LAT) (M)move.PFV-PRET(3)	‘The boy went out of the school.’		‘Мальчик вышел из школы.’	CV. tːura это преверб или наречие.		
