language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
118	Dargwa_Kaytag	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	ic:ara	GEN	NOM	X	GEN_NOM	The NP in the genitive displays some properties of a clause-level dependent.	Petja-la hana bek’ ic:-ul=ca	PN-GEN now head hurt.IPF-PROG.CVB=COP(3)	‘Petja now has a headache.’		‘У Пети сейчас болит голова’.	Same verb as 2 (different pattern)	иццара	
118	Dargwa_Kaytag	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	viʕaˁra	NOM	GEN	Y	NOM_GEN		Petja grip-la v-iʕ-aˁv=ca	PN flu-GEN M-be_ill.PFV-PRET=COP(3)	‘Petja has the flu.’		‘Петя болеет гриппом’.	Same verb as 1 (different pattern)	иццара	
118	Dargwa_Kaytag	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	uruχli vihara	NOM	ANTEL	Y	NOM_ANTEL	Non-verbal predicate.	Petja χvaˁ-l-sar uruχli=ca	PN dog-OBL-ANTEL afraid=COP(3)	‘Petja is afraid of the dog.’		‘Петя боится собаки’.		урухвигъара	
118	Dargwa_Kaytag	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	ixvara	ERG	NOM	TR	TR		bahsar Petja-l iš-ur q:arq:a	at_first PN-ERG throw.PF-AOR(3)   stone	‘Petja threw a stone first.’		‘Сначала Петя бросил камень’.		ихьвара	
118	Dargwa_Kaytag	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	č:ihaqara	DATLAT	NOM	X	DATLAT_NOM		na Petja-j č:ihiq-ul=ca arc	now PN-DATLAT be_enough.IPF-PROG.CVB=COP money	‘Now Petja has enough money.’		‘Теперь Пете хватает денег’.		чигьахъара	
118	Dargwa_Kaytag	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	mešul vihara	NOM	SUPER	Y	NOM_SUPER	Non-verbal predicate.	Petja mešu-l-ca Miχail-ži	PN resembling-ADV=COP(3) PN-SUPER	‘Petja resembles Mikhail.’		‘Петя похож на Михаила’.		мешул вигьара	
118	Dargwa_Kaytag	7	believe	X (believe) Y	верить	X (верить)Y-у	viχcegara	NOM	DATLAT	Y	NOM_DATLAT		Petja v-iχceg-ur=ca Miša-j	PN M-believe.PF-PRET=COP(3) PN-DATLAT	‘Petja believes Misha.’		‘Петя верит Мише’.		вихцегара	
118	Dargwa_Kaytag	8	take	X (take) Y	взять	X (брать) Y(-а)	has:ara	ERG	NOM	TR	TR		Petja-l kiniga has:-iv q’as:e-jt:ar	PN-ERG book take.PF-AOR(3)   shelf.OBL-SUPEREL	‘Petja took a book from the shelf.’		‘Петя взял книгу с полки’.		гьассара	
118	Dargwa_Kaytag	9	see	X (see) Y	видеть	X (видеть) Y(-а)	č:ibigara	ERG	NOM	TR	TR		Petja-l č:ibig-ul=ca qali	PN-ERG N.see.IPF-PROG.CVB=COP(3) house	‘Petja sees a house.’		‘Петя видит дом’.		чибигара	
118	Dargwa_Kaytag	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	asar barara	*	*	*		Not included in the database because the translation deviates too far from the stimulus sentence. 	ʕaˁmru-l-li asar b-ir-ul=ca qumurtanvirh-ul=ca	lifetime-OBL-ERG effect N-do.IPF-PROG.CVB=COP(3) M.forget.IPF-PROG.CVB=COP(3)	 ‘Age influences memory,’ lit. ‘Age influences, one forgets.’		‘Возраст влияет на память’.	букв. Возраст влияет, начинаешь забывать	асарбарара	
118	Dargwa_Kaytag	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	inkvaˁqaˁra	DATLAT	NOM	X	DATLAT_NOM		Petja-j Miša inkvaˁq-iv	PN-DATLAT PN meet.PF-AOR(3)  	‘Petja encountered Misha.’		‘Петя встретился с Мишей’.		инквяхъяра	
118	Dargwa_Kaytag	12	enter	X (enter) Y	входить	X (входить) в Y (дом)	vaknihaˁna	NOM	INTER	Y	NOM_INTER		Petja v-aknihaˁʔ-un uškul-c:i	PN M-enter.PF-AOR(3)   school.OBL-INTER	‘Petja entered the school.’		‘Петя вошел в школу’.		вакнигьяна	
118	Dargwa_Kaytag	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	č:et:iikara	NOM	SUPEREL	Y	NOM_SUPEREL		Petja č:et:ivič:-iv Miša-j-t:ar	PN M.win.PF-AOR(3)  PN-OBL-SUPEREL	‘Petja beat Misha.’		‘Петя выиграл у Миши’.		четтиикара	
118	Dargwa_Kaytag	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	t:uravegara	NOM	SUPEREL	Y	NOM_SUPEREL		Petja qil-t:ar t:uraveg-ur	PN house.OBL-SUPEREL M.go_out.PF-AOR(3) 	‘Petja went out of the house.’		‘Петя вышел из дома’.		ттуравегара	
118	Dargwa_Kaytag	15	drive	X (drive) Y	гнать	X (гнать) Y-а	hejkabarara	ERG	NOM	TR	TR		Petja-l q’vaˁl hejkabar-iv q’ari	PN-ERG cow N.drive.PF-AOR(3)  pasture.DATLAT	‘Petja is driving the cow to the pasture.’		‘Петя гонит корову на пастбище’.		гьейкабарара	
118	Dargwa_Kaytag	16	bend	X (bend) Y	гнуть	X (гнуть) Y	q:imkaʁara	ERG	NOM	TR	TR		Petja-l q’aˁli q:imkaʁ-iv	PN-ERG branch bend.PF-AOR(3)  	‘Petja bent the branch.’		‘Петя согнул ветку’.		къимкагъара	
118	Dargwa_Kaytag	17	tell	X (tell) Y	говорить	X (говорить) Y-у	bera	ERG	INTER	Y	ERG_INTER		Petja-l Miša-c:i biv kaˁ du-sa šet:ir	PN-ERG PN-INTER say.AOR(3) come.PF 1SG-ANTE as_guest	‘Petja told Misha: "Come and visit me".’		‘Петя сказал Мише: "Приходи ко мне в гости"’.		бера	
118	Dargwa_Kaytag	18	hold	X (hold)Y	держать	X (держать) Y(-а)	bucara	ERG	NOM	TR	TR		Petja-l kiniga b-uc-iv=ca naˁq:-bal-c:i	PN-ERG book N-catch.PF-PRET.CVB=COP(3) hand-PL.OBL-INTER	‘Petja is holding a book.’		‘Петя держит книгу в руках’.	Same as 43.	буцара	
118	Dargwa_Kaytag	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	herkeʁara	NOM	DATLAT	Y	NOM_DATLAT		Petja herkeʁ-iv Maša-j	PN catch_up.PF-AOR(3)  PN-DATLAT	‘Petja caught up with Masha.’		‘Петя догнал Машу’.		гьеркегъара	
118	Dargwa_Kaytag	20	milk	X (milk) Y	доить	X (доить) Y-а	kabirc:ara	ERG	NOM	TR	TR		Petja-l q’vaˁl kabirc:-ur	PN-ERG cow N.milk.PF-AOR(3) 	‘Petja milked the cow.’		‘Петя подоил корову’.		кабирццара	
118	Dargwa_Kaytag	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега)	veʁara	NOM	DATLAT	Y	NOM_DATLAT		Petja erk’-la baʔ-i v-eʁ-iv	PN river-GEN bank-DATLAT M-reach.PF-AOR(3) 	‘Petja reached the bank.’		‘Петя достиг берега’.			
118	Dargwa_Kaytag	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	k:ač:vikara	NOM	INTER	Y	NOM_INTER		Petja baˁʕaˁ-c:i k:ač:vič:-iv	PN fence-INTER M.touch.PF-AOR(3) 	‘Petja touched the fence.’		‘Петя дотронулся до забора’.		ккачвикара	
118	Dargwa_Kaytag	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	č:ivihara	NOM	INTER	Y	NOM_INTER		Petja č:ivih-aˁv=ca Miša-c:i	PN M.fight.PF-PRET=COP(3) PN-INTER	‘Petja is fighting with Misha.’		‘Петя дерется с Мишей’.		чивигьара	
118	Dargwa_Kaytag	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	canherχ:vara	NOM	INTEREL	Y	NOM_INTEREL		Petja canherχχ-ur=ca Miša-c:ir	PN be_friend.PF-PRET=COP(3) PN-INTEREL	‘Petja is friends with Misha.’		‘Петя дружит с Мишей’.		цангьерххвара	
118	Dargwa_Kaytag	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	pikri ik’vara	NOM	GENcevtar	Y	NOM_GENcevtar		Petja pikri ik’-ul=ca Miša-la č:evt:ar	PN thought say-PROG.CVB=COP(3) PN-GEN about	‘Petja is thinking about Misha.’		‘Петя думает о Мише’.	CV	пикриик1вара	
118	Dargwa_Kaytag	26	eat	X (eat) Y	есть	X (есть) Y	berkvana	ERG	NOM	TR	TR		Petja-l b-erk-un hinci	PN-ERG N-eat.PF-AOR(3)  apple	‘Petja ate an apple.’		‘Петя съел яблоко’.		берквана	
118	Dargwa_Kaytag	27	fry	X (fry) Y	жарить	X (жарить) Y	berc’ara	ERG	NOM	TR	TR		Petja-l b-erc’-iv baˁliq	PN-ERG N-fry.PF-AOR(3)  fish	‘Petja fried the fish.’		‘Петя пожарил рыбу’.		берц1ара	
118	Dargwa_Kaytag	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	hereʁkigara	NOM	DATLAT	Y	NOM_DATLAT		Petja Miša-j hereʁkiž-iv-ca	PN PN-DATLAT wait.PF-PRET=COP(3)	‘Petja is waiting for Misha.’		‘Петя ждет Мишу’.		гьерегъкигара	
118	Dargwa_Kaytag	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	qumurtara	NOM	GENcevtar	Y	NOM_GENcevtar		Petja-l itlil xune-la č:evt:ar qumert-ur	PN-ERG other road.OBL-GEN about forget.PF-AOR(3) 	‘Petja forgot about the other road.’		‘Петя забыл о другой дороге’.		хъумуртара	
118	Dargwa_Kaytag	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	*	*	*	*		No satisfactory translation has been obtained.	*	*	*		*		*	
118	Dargwa_Kaytag	31	call	X (call) Y	звать	X (звать) Y-а	dimaaqara	ERG	INTER	Y	ERG_INTER		Petja-l Miša-c:i dimaaq-iv	PN-ERG PN-INTER call.PF-AOR(3) 	‘Petja called Misha.’		‘Петя позвал Мишу’.		димаахъара	
118	Dargwa_Kaytag	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	varhara	ERG	NOM	TR	TR		Petja-l Miša v-arh-ul-di ca dus sar	PN-ERG PN M-know.IPF-PROG.CVB-PST one year before	‘Petja got to know Misha a year ago.’		‘Петя познакомился с Мишей год тому назад’.	Same as 33	варгьара	
118	Dargwa_Kaytag	33	know	X (know) Y	знать	X (знать) Y-а	varhara	ERG	NOM	TR	TR		Petja-l Miša v-arh-u	PN-ERG PN M-know.IPF-EVT	‘Petja knows Misha.’		‘Петя знает Мишу’.	Same as 32	варгьара	
118	Dargwa_Kaytag	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	baˁqaˁra	ERG	NOM	TR	TR		Petja-l gitara b-aˁq-iv=ca	PN-ERG guitar N-strike.PF-PRET=COP(3)	‘Petja is playing the guitar.’		‘Петя играет на гитаре’.	Same verb as in 80 (different pattern).	бяхъяра	
118	Dargwa_Kaytag	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	tekli vihara	NOM	ANTEL	Y	NOM_ANTEL	Non-verbal predicate.	Petja Miša-sar tekli=ca	PN PN-ANTEL separate=COP(3)	‘Petja avoids Misha.’		‘Петя избегает Мишу’.		теклица	
118	Dargwa_Kaytag	36	make	X (make) Y	изготовить	X (изготовить) Y	darara	ERG	NOM	TR	TR		Petja-l gvaca-la t:aˁm d-ar-iv	PN-ERG mouse-GEN trap(NPL) NPL-do.PF-AOR(3) 	‘Petja made a mousetrap.’		‘Петя изготовил мышеловку’.		дарара	
118	Dargwa_Kaytag	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом	hina ik’vara	NOM	DATLAT	Y	NOM_DATLAT		na Petja Miša-j hina ik’-ul=ca	now PN PN-DATLAT mock say-PROG.CVB=COP(3)	‘Petja is now making fun of Misha.’		‘Петя издевается над Мишей’.	CV	гьинаик1вара	
118	Dargwa_Kaytag	38	have	X (have) Y	иметь	X (иметь) Y	bi	GEN	NOM	X	GEN_NOM	The NP in the genitive displays some properties of a clause-level dependent. Non-verbal predicate.	Petja-la na mašina bi	PN-GEN already car EXIST.N	‘Petja already has a car.’		‘У Пети уже есть машина’.		би	
118	Dargwa_Kaytag	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	q:aˁjc’vaxara	NOM	SUPER	Y	NOM_SUPER		Petja umxnal-ži q:aˁjc’vax-ul=ca	PN keys.OBL-SUPER M.look_for-PROG.CVB=COP(3)	‘Petja is looking for the keys.’		‘Петя ищет ключи’.		къяйц1вахьара	
118	Dargwa_Kaytag	40	paint	X (paint) Y	красить	X (красить) Y	bakara	ERG	NOM	TR	TR		Petja-l zabоr b-ač:-iv	PN-ERG fence N-smear.PF-AOR(3) 	‘Petja painted the fence.’		‘Петя покрасил забор’.		бакара	
118	Dargwa_Kaytag	41	bite	X (bite) Y	кусать	X (кусать) Y-а	q’ac’bikara	NOM	DATLAT	Y	NOM_DATLAT		χvaˁ Petja-j q’ac’bič:-iv	dog PN-DATLAT N.bite.PF-AOR(3) 	‘A dog bit Petja.’		‘Собака укусила Петю’.		кьац1бикара	
118	Dargwa_Kaytag	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а	uqana	NOM	INTEREL	Y	NOM_INTEREL		Petja qilbal-c:ir uq-un	PN house.PL.OBL-INTEREL (M)go.PF-AOR(3) 	‘Petja lost his house.’		‘Петя лишился дома’.		ухъана	
118	Dargwa_Kaytag	43	try_to_catch	X (try to catch) Y	ловить	X (ловить) Y(-а)	bucara	ERG	NOM	TR	TR		Petja-l bizi b-urc-ul=ca	PN-ERG cat N-catch.IPF-PROG.CVB=COP(3)	‘Petja is trying to catch the cat.’		‘Петя ловит кошку’.	Same as 18.	буцара	
118	Dargwa_Kaytag	44	break	X (break) Y	ломать	X (ломать) Y	belq’vana	ERG	NOM	TR	TR		Petja-l mirʁaˁ b-elq’-un	PN-ERG stick N-break.PF-AOR(3) 	‘Petja broke a stick.’		‘Петя сломал палку’.		белкьвана	
118	Dargwa_Kaytag	45	flatter	X (flatter) Y	льстить	X (льстить) Y-у	ʕaˁħzullahigara	NOM	DATLAT	Y	NOM_DATLAT		Petja Maša-j ʕaˁħzullahiž-iv=ca	PN PN-DATLAT flatter.PF-PRET=COP(3)	‘Petja is flattering Masha.’		‘Петя льстит Маше’.		г1ях1зуллагьигара	
118	Dargwa_Kaytag	46	love1	X (love) Y	любить-1	X (любить) Y-а (сына)	vič:aχara	DATLAT	NOM	X	DATLAT_NOM		Petja-j Maša r-ič:uχ-u	PN-DATLAT PN F-love.IPF-EVT	‘Petja loves Masha.’		‘Петя любит Машу’.		виччахара	
118	Dargwa_Kaytag	47	wave	X (wave) Y	махать	X (махать) Y-ом	χvaˁrtik’vara	NOM	ERG	Y	NOM_ERG		Petja k’anal-li χvaˁrtik’-ul=ca	PN handkerchief.OBL-ERG move.IPF-PROG.CVB=COP(3)	‘Petja is waving a handkerchief.’		‘Петя машет платком’.		хвяртик1вара	
118	Dargwa_Kaytag	48	dream	X (dream) of Y	мечтать	X (мечтать) об Y-е	*	*	*	*		Not included in the database because this translation is semantically inaccurate.	Petja-j jengi mašina as:-ara b-ik:-ul=ca	PN-DATLAT new car buy.PF-INF N-want-PROG.CVB=COP(3)	‘Petja wants to buy a new car.’		‘Петя хочет купить новую машину’.		*	
118	Dargwa_Kaytag	49	wash	X (wash) Y	мыть	X (мыть) Y	bircara	ERG	NOM	TR	TR		Petja-l č:aˁška b-irc-iv	PN-ERG cup N-wash.PF-AOR(3) 	‘Petja washed the cup.’		‘Петя вымыл чашку’.		бирцара	
118	Dargwa_Kaytag	50	put_on	X (put_on) Y	надевать	X (надевать) Y	č:ejgara	ERG	NOM	TR	TR		Petja-l vač:ag č:ejg-ur	PN-ERG trousers put_on.PF-AOR(3) 	‘Petja put on his trousers.’		‘Петя надел штаны’.		чейгара	
118	Dargwa_Kaytag	51	be_called	X (be_called) Y	называться	X (называться) Y	bik’vara	SUPER	NOM(NO.AGR)	XY	SUPER_NOM(NO.AGR)	Transimpersonal construction.	hež cik’al-ži kоmpas b-ik’v-ar	PROX thing-SUPER compass N-say.IPF-ITR.EVT3	‘This instrument is called a compass.’		‘Этот предмет называется компасом’.	Same verb as 100, different construction. In constructions with other nominals (such as ‘mountaineers’, ‘Azimat’, etc.) the form of the verb remains intact: Гьелтти  уккалжи дубулла укка бик1вар. «Такие люди называются горцы»; Гьелтти цик1алжи нег бик1вар. Это называется молоко; Гьел рирсилжи Аминат бик1вар. Эту девушку зовут Аминат; Гьел уршилжи Расул бик1вар. Этого мальчика зовут Расул.	бик1вара	
118	Dargwa_Kaytag	52	punish	X (punish) Y	наказывать	X (наказывать) Y-а	tanbihla varara	ERG	NOM	TR	TR		Petja-l urši tanbih-la v-ar-iv	PN-ERG son punishment-GEN M-do.PF-AOR(3) 	‘Petja punished his son.’		‘Петя наказал своего сына’.	CV. Alternative is “Петял уршилжи танбигь барив” (also a CV, the pattern is NOM_SUPER). There is no semantic difference between the two variants.	танбигьлаварара	
118	Dargwa_Kaytag	53	attack	X (attack) Y	напасть	X (нападать) на Y-а	č:ibuqana	NOM	DATLAT	Y	NOM_DATLAT		sika baˁliqč:e-j č:ibuq-un	bear fisherman.OBL-DATLAT N.attack.PF-AOR(3) 	‘A bear attacked a fisherman.’		‘Медведь напал на рыбака’.		чибухъана	
