language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
99	Kurdish_Sorani	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	êʂîn	EXT	SBJ	X	EXT_SBJ	The verb agrees with the body part.	Hîwa ewr̂o ser=î d-êʂ-ê	PN today head=OBL.3SG IND-hurt.PRS-3SG	‘Hiwa has a headache today.’					
99	Kurdish_Sorani	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	girtin	SBJ	DO	TR	TR		ême anfuɫanza=man girt-û-Ø-e	we flu=OBL.1PL catch.PST-PFV-3SG-be.PRS.3SG	‘We have the flu.’			Same as 43.		
99	Kurdish_Sorani	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	tirsîn	SBJ	le	Y	SBJ_le		Hîwa le seg-eke de-tirs-ê	PN from dog-DEF IND-fear.PRS-3SG	‘Hiwa is afraid of the dog.’					
99	Kurdish_Sorani	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	fir̂êdan	SBJ	DO	TR	TR		hewelê Hîwa berd-êk=î fir̂êda-Ø	first PN stone-INDF=OBL.3SG throw.PST-3SG	‘Hiwa threw a stone first.’					
99	Kurdish_Sorani	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	beʂ hebûn	EXT	SBJ	X	EXT_SBJ	Non-verbal predicate. Lit. ≈ ‘Now Hiwa there is money for his share’.	êsta Hîwa beʂ-î xoî pare=î he-ye	now PN share-IZF himself money=OBL.3SG EXIST-be.PRS.3SG	‘Now Hiwa has enough money.’			The copula never agrees with anything.		
99	Kurdish_Sorani	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	çûn	SBJ	le	Y	SBJ_le		Hîwa le Selîm-î de-ç-ê	PN from PN-OBL IND-go.PRS-3SG	‘Hiwa resembles Selim.’					
99	Kurdish_Sorani	7	believe	X (believe) Y	верить	X (верить)Y-у	bawer̂ kirdin	SBJ	be	Y	SBJ_be		Hîwa bawer̂ be Selîm-î de-k-a	PN belief to PN-OBL IND-do.PRS-3SG	‘Hiwa believes Selim.’			CV.		
99	Kurdish_Sorani	8	take	X (take) Y	взять	X (брать) Y(-а)	heɫ girtin	SBJ	DO	TR	TR		Hîwa kitêb-êk=î le-ser taq-eke heɫ-girt-Ø	PN book-INDF=OBL.3SG from-head shelf-DEF PREV-catch.PST-3SG	‘Hiwa took a book from the shelf.’					
99	Kurdish_Sorani	9	see	X (see) Y	видеть	X (видеть) Y(-а)	dîtin	SBJ	DO	TR	TR		Hîwa maɫ-êk de-bîn-ê	PN house-INDF IND-see.PRS-3SG	‘Hiwa sees a house.’					
99	Kurdish_Sorani	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	kariĝer bûn	SBJ	le.ser	Y	SBJ_le.ser	Non-verbal predicate.	temen le-ser bîrge karîger-e	age from-head memory influential-be.PRS.3SG	‘Age influence memory.’					
99	Kurdish_Sorani	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	tûʂ bûn	*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	Hîwa le bazar-ê lepir̂da tûʂ-î Zanko-î bû-Ø	PN from market-LOC accidentally encounter-IZF PN-OBL be.PST-3SG	‘Hiwa accidentally encounterd Zanko on the street.’					
99	Kurdish_Sorani	12	enter	X (enter) Y	входить	X (входить) в Y (дом)	çûne	SBJ	le	Y	SBJ_le	The verbal marker –e is the result of the “migration” of the preposition "le", cf. "Hîwa le maɫ-eke çûw-Ø".	Hîwa çûw-Ø-e maɫ-eke	PN go.PST-3SG-to house-DEF	‘Hiwa entered the house.’					
99	Kurdish_Sorani	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	birdinewe	SBJ	le	Y	SBJ_le		Hîwa ʂetr̂enc=î le Zanko-î bird-Ø-ewe	PN chess=OBL.3SG from PN-OBL win.PST-3SG-ASP	‘Hiwa beat Zanko in chess.’					
99	Kurdish_Sorani	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	çûne der	SBJ	le	Y	SBJ_le		Hîwa le maɫ-eke çûw-Ø-e der-ê	PN from house-DEF go.PST-3SG-to out-LOC	‘Hiwa went out of the house.’					
99	Kurdish_Sorani	15	drive	X (drive) Y	гнать	X (гнать) Y-а	birdin	SBJ	DO	TR	TR		Hîwa manga-ke de-b-at-e lewer̂-ê	PN cow-DEF IND-take.PRS-3SG-to pasture-LOC	‘Hiwa is driving the cow to the pasture.’					
99	Kurdish_Sorani	16	bend	X (bend) Y	гнуть	X (гнуть) Y	çemandin 	SBJ	DO	TR	TR		Hîwa liq-î dar-eke=î çemand-Ø	PN branch-IZF tree-DEF=OBL.3SG bend.PST-3SG	‘Hiwa bent the branch.’					
99	Kurdish_Sorani	17	tell	X (tell) Y	говорить	X (говорить) Y-у	witin	SBJ	be	Y	SBJ_be		Hîwa be Perî-î wit-Ø ewr̂o zeng=im bo lê-d-e	PN to PN-OBL tell.PST-3SG today bell=OBL.1SG for PREV-hit.IMP-2SG	‘Hiwa told Peri to call him today.’					
99	Kurdish_Sorani	18	hold	X (hold)Y	держать	X (держать) Y(-а)	be destewe bûn	EXT	SBJ	X	EXT_SBJ	Non-verbal predicate.	Hîwa kitêb-êk=î be dest-ewe-(y)e	PN book-INDF=OBL.3SG to hand-DEM-be.PRS.3SG	‘Hiwa is holding a book in his hand.’			CV. DEM signals the progressive meaning.		
99	Kurdish_Sorani	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	girtnewe	SBJ	DO	TR	TR		Hîwa Kamran=î le r̂êga-ke-da girt-Ø-ewe	PN PN=OBL.3SG from way-DEF-in catch.PST-3SG-ASP	‘Hiwa caught up with Kamran on the way.’					
