language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
61	Slovenian	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	boleti	ACC	NOM	X	ACC_NOM		An-o boli glav-a	PN-ACC.SG ache:IPFV.PRS.3SG head-NOM.SG	‘Ana has a headache.’	PN-ACC.SG болеть:IPFV.PRS.3SG голова-NOM.SG	‘У Аны болит голова.’	
61	Slovenian	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	imeti	NOM	ACC	TR	TR		An-a ima grip-o	PN-NOM.SG have:IPFV.PRS.3SG flu-ACC.SG	‘Ana has the flu.’	PN-NOM.SG иметь:IPFV.PRS.3SG грипп-ACC.SG	‘Ана болеет гриппом.’	Это буквально "иметь" (=38). В СВ есть еще вариант ZBOLETI ZA ČIM (NOM + zaINST.) (Младен)
61	Slovenian	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	bati se	NOM	GEN	Y	NOM_GEN		Peter se malo boji ps-a	PN[NOM.SG] RFL a_little be_afraid:IPFV.PRS.3SG dog-GEN.SG	‘Peter is a little afraid of the dog.’	PN[NOM.SG] RFL немного бояться:IPFV.PRS.3SG собака-GEN.SG	‘Петер немного боится собаки.’	REFL
61	Slovenian	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	vreči	NOM	ACC	TR	TR		Peter je vrge-l kamen	PN[NOM.SG] AUX.3SG throw:PFV-LPT[M.SG] stone[ACC.SG]	‘Peter threw a stone.’	PN[NOM.SG] AUX.3SG бросить:PFV-LPT[M.SG] камень[ACC.SG]	‘Петер бросил камень.’	
61	Slovenian	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	imeti dovolj	*	*	*		Not included in the database because the intended meaning is expressed by a structurally discontinuous combination (predicate + adnominal modifier).	An-a ima dovolj denarj-a	PN-NOM.SG have:IPFV.PRS.3SG enough money-GEN.SG	‘Ana has enough money.’	PN-NOM.SG иметь:IPFV.PRS.3SG достаточно деньги-GEN.SG	‘Ане хватает денег.’	Получено только выражение, которое невозможно засчитать ("иметь достаточно чего")
61	Slovenian	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	biti podoben	NOM	DAT	Y	NOM_DAT	Non-verbal predicate.	An-a je podobn-a Katarin-i	PN-NOM.SG be.PRS.3SG similar-NOM.SG.F PN-DAT.SG	‘Ana resembles Katarina.’	PN-NOM.SG быть.PRS.3SG похожий-NOM.SG.F PN-DAT.SG	‘Ана похожа на Катарину.’	NV
61	Slovenian	7	believe	X (believe) Y	верить	X (верить)Y-у	verjeti	NOM	DAT	Y	NOM_DAT		An-a verjame očet-u	PN-NOM.SG believe:IPFV.PRS.3SG father-DAT.SG	‘Ana believes her father.’	PN-NOM.SG верить:IPFV.PRS.3SG отец-DAT.SG	‘Ана верит отцу.’	
61	Slovenian	8	take	X (take) Y	взять	X (брать) Y(-а)	vzeti	NOM	ACC	TR	TR		Peter je vze-l knjig-o	PN[NOM.SG] AUX.3SG take:PFV-LPT[M.SG] book-ACC.SG	‘Peter took a book.’	PN[NOM.SG] AUX.3SG взять:PFV-LPT[M.SG] книга-ACC.SG	‘Петер взял книгу.’	
61	Slovenian	9	see	X (see) Y	видеть	X (видеть) Y(-а)	videti	NOM	ACC	TR	TR		Pavel vidi hiš-o	PN[NOM.SG] see:IPFV.PRS.3SG house-ACC.SG	‘Pavel sees a house.’	PN[NOM.SG] видеть:IPFV.PRS.3SG дом-ACC.SG	‘Павел видит дом.’	
61	Slovenian	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	vplivati	NOM	naACC	Y	NOM_naACC		starost vpliva na spomin	age[NOM.SG] influence:IPFV.PRS.3SG on memory[ACC.SG]	‘Age influences memory.’	возраст[NOM.SG] влиять:IPFV.PRS.3SG на память[ACC.SG]	‘Возраст влияет на память.’	
