language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
151	Dan_Eastern	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	kʌ̄	DO	SBJ	X	DO_SBJ		n̄ tő yɤ̏ n̄ kʌ̄-sīʌ	1SG.NSBJ ear 3SG.EXI 1SG.NSBJ do-DUR	‘I have an earache.’			Same as 2, same verb as in 43, 102. Literally, this means ‘My ear does me’. The meaning is that if acute pain. Alternative is “n̄ gɔ̏ gɯ́ yɤ̏ wɯ́-sīʌ” [1SG.NSBJ head inside 3SG.EXI break] ‘My head aches’. It is only applicable to head. There are further alternatives a) along the lines of “Pepper burns my throat”, b) a special expression for stomach ache, c) “his heart is no illness on it”, d) “the wound aches”.		
151	Dan_Eastern	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	kʌ̄	DO	SBJ	X	DO_SBJ		dhɛ̋ndhɛ̋n yɤ̏ Gbȁtȍ kʌ̄-sīʌ	cold 3SG.EXI PN(M) do-DUR	‘Gbato has a fever.’			Same as 1, same verb as in 43, 102. Lit. ‘the disease does on him’. Alternative is the construction with the verb “lòo” (arrive) and the bha_SBJ pattern, cf. “bhlɯ̏ndhi̋ɤ yà lòo ȁ bhȁ” [smallpox 3SG.PRF arrive 3SG on] ‘he has got smallpox’; this pattern is used with skin diseases; lòo ‘come, arrive; descend’,		
151	Dan_Eastern	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	sűɤ	SBJ	go	Y	SBJ_go		ā sűɤ-sīʌ gbɛ̂n gɔ̏	1SG.EXI fear-DUR dog head	‘I am afraid of the dog.’			“gɔ̏” is a postposition, it has a wide range of uses: comitative, possessive and several further abstract meanings.		
151	Dan_Eastern	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	zȕɤ	SBJ	DO	TR	TR		Gbȁtȍ yȁ gwʌ̏ zȕɤ	PN(M) 3SG.PRF stone throw	‘Gbato has thrown a stone.’					
151	Dan_Eastern	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	COP	*	*	*		Not included in the database because the intended meaning is expressed by a structurally discontinuous combination (predicate + adnominal modifier). 	wʌ́ʌ̏ gbɛ́ yɤ̏ Gbȁtȍ gɔ̏	money numerous 3SG.EXI PN(M) head	‘Gbato has a lot of money.’			Literally, this is sth like “By Gbato there.is much money”. Possession is conveyed by an existential construction (the function of the copula is conveyed by a series of markers that can also be used in verbal sentences, the so-called «местоименные предикативные показатели», or STUMP-markers).		
151	Dan_Eastern	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	bhɔ̄	SBJ	bha	Y	SBJ_bha		yɤ̏ bhɔ̏ ɤ̄ dʌ̄ bhȁ	3SG.EXI appear REFL.SG father on	‘He resembles his father.’			The main meaning of bhɔ̄: ‘to appear’.		
151	Dan_Eastern	7	believe	X (believe) Y	верить	X (верить)Y-у	dháŋ̏ bhō	SBJ	dhio	Y	SBJ_dhio		Gbȁtȍ yɤ̏ dháŋ̏ bhȍ Gɤ̀ɤ̏ dhi̋ɤ	PN(M) 3SG.EXI belief implement\NEUT PN(M) before	‘Gbato trusts Gueu.’			Same as 114. CV. “bhō” is a light verb		
151	Dan_Eastern	8	take	X (take) Y	взять	X (брать) Y(-а)	sɯ́	SBJ	DO	TR	TR		bhán gwʌ̏ gā sɔ̋ɔdhű sɯ́	1SG.PRF stone bone five take	‘I have taken five stones.’			Same verb as in 30, different pattern.		
151	Dan_Eastern	9	see	X (see) Y	видеть	X (видеть) Y(-а)	kpȁn	SBJ	bha	Y	SBJ_bha		bhá kpȁn kpʌ̄nŋbhɛ̄ bhȁ	2SG.PRF see centipede on	‘You (sg.) have seen a centipede.’			Same as 11. This is the default verb for the meaning ‘to see’. Alternative is “yɤ̄” (TR), cf. “Gbȁtȍ yɤ̏ kɔ́ yɤ̏” [PN(M) 3SG.EXI house see\NEUT] ‘Gbato sees a house’.		
151	Dan_Eastern	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	bhō glőo	SBJ	DO	TR	TR		zīi-dhɛ̏ yɤ̏ bhɛ̄n bhȁ glȅŋ bhȍ glőo	old-ABSTR 3SG.EXI human POSS common.sense remove\NEUT trace	‘Age influences one's intelligence.’			CV. The verb “bhō” means ‘remove, take off’, followed by the noun “glőo” ‘trace’. Literally, it means ‘the old age moves the common sense from its place’.		
