language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
58	Gascon	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	a mau	SBJ	de	Y	SBJ_de		Pau a mau de cap	PN have.PRS.3SG pain of head	‘Pau has a headache.’			CV.
58	Gascon	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	a	SBJ	DO	TR	TR		Pau a la raca	PN have.PRS.3SG DEF.SG.F flu	‘Pau has the flu.’			South: la gripa.
58	Gascon	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	a páur	SBJ	a	Y	SBJ_a		Pau a páur au can	PN have.PRS.3SG fear to.DEF.SG.M dog	‘Pau is afraid of the dog.’			CV. The dative clitic is not possible here.
58	Gascon	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	a gitat	SBJ	DO	TR	TR		Pau a gitat ua pèira	PN have.PRS.3SG throw.PST.PTCP INDF.SG.F stone	‘Pau threw a stone.’			
58	Gascon	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	a pro	*	*	*		Not included in the database because the intended meaning is expressed by a structurally discontinuous combination (predicate + NP-internal component).	adara Pau a pro sòs	now PN have.PRS.3SG enough money	‘Now Pau has enough money.’			CV.
58	Gascon	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	sembla	SBJ	NDIR.OBJ	Y	SBJ_NDIR.OBJ		Pau sembla a Maria	PN look_like.PRS.3SG to PN	‘Pau resembles Maria.’			The dative clitic is possible here.
58	Gascon	7	believe	X (believe) Y	верить	X (верить)Y-у	crei	SBJ	DO	TR	TR		Pau crei a Maria	PN believe.PRS.3SG to PN	‘Pau believes Maria.’			DOM marker.
58	Gascon	8	take	X (take) Y	взять	X (брать) Y(-а)	a pres	SBJ	DO	TR	TR		Pau a pres lo libe sus la tauleta	PN have.PRS.3SG take.PST.PTCP DEF.SG.M book on DEF.SG.F shelf	‘Pau took a book from the shelf.’			
58	Gascon	9	see	X (see) Y	видеть	X (видеть) Y(-а)	vei	SBJ	DO	TR	TR		Pau vei l’=ostau	PN see.PRS.3SG DEF.SG.M=house	‘Pau sees a house.’			South: la maison.
58	Gascon	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	influéncia	SBJ	DO	TR	TR		l’=atge influéncia la memòria	DEF.SG.M=age influence.PRS.3SG DEF.SG.F memory	‘Age influences memory.’			
58	Gascon	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	rencontrè	SBJ	DO	TR	TR		Pau rencontrè a Maria	PN meet.PST.3SG to PN	‘Pau encountered Maria.’			DOM marker.
58	Gascon	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	entrè	SBJ	dens	Y	SBJ_dens		Pau entrè dens l’=ostau	PN enter.PST.3SG inside DEF.SG.M=house	‘Pau entered the house.’			
58	Gascon	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	*	*	*	*		Not included in the database because Y cannot be overtly expressed.	*	*	*			
58	Gascon	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	(es) sortit	SBJ	de	Y	SBJ_de		Pau es sortit de l’=ostau	PN be.PRS.3SG exit.PST.PTCP of DEF.SG.M=house	‘Pau went out of the house.’			
58	Gascon	15	drive	X (drive) Y	гнать	X (гнать) Y-а	mena	SBJ	DO	TR	TR		Pau mena sa vaca au pastenc	PN lead.PRS.3SG one’s.SG.F cow to.DEF.SG.M pasture	‘Pau is driving his cow to the pasture.’			South: Pau mea la soa vaca au pastenc
58	Gascon	16	bend	X (bend) Y	гнуть	X (гнуть) Y	pleguè 	SBJ	DO	TR	TR		Pau pleguè la branca	PN bend.PST.3SG DEF.SG.F branch	‘Pau bent the branch.’			
58	Gascon	17	tell	X (tell) Y	говорить	X (говорить) Y-у	dishó 	SBJ	NDIR.OBJ	Y	SBJ_NDIR.OBJ		Pau dishó a Miquèu: “ven a véde’=m”	PN say.PST.3SG to PN come.IMP to see.INF=I.ACC	‘Pau told Miquèu: “Come and see me.”’			Dative clitic is possible. South: Pau dishó au Miquèu: “Ven a véde’m”
58	Gascon	18	hold	X (hold)Y	держать	X (держать) Y(-а)	ten	SBJ	DO	TR	TR		Pau ten lo libe a la man	PN hold.PRS.3SG DEF.SG.M book to DEF.SG.F hand	‘Pau is holding a book in his hand.’			
58	Gascon	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	a regahat	SBJ	DO	TR	TR		Pau a regahat a Maria	PN have.PRS.3SG catch_up.PST.PTCP to PN	‘Pau caught up with Maria.’			DOM marker. Alternative is: Pau a arregahat a la Maria.
58	Gascon	20	milk	X (milk) Y	доить	X (доить) Y-а	tirat la lèit	SBJ	de	Y	SBJ_de		Pau a tirat la lèit de la vaca	PN have.PRS.3SG tear DEF.SG.F milk of DEF.SG.F cow	‘Pau milked the cow.’			CV
58	Gascon	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	a atenhut	SBJ	DO	TR	TR		Pau a atenhut la riba	PN have.PRS.3SG reach.PST.PTCP DEF.SG.F shore	‘Pau reached the bank.’			South: l’arriba.
