language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
77	Kazakh	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	awïr	GEN	NOM	X	GEN_NOM		Petya-nïŋ bas-ï awïr-adï	PN-GEN head-POSS3 ache-PRS2.3SG	‘Petya has a headache.’	PN-GEN голова-POSS3 болеть-PRS2.3SG	‘У Пети болит голова.’	Тот же глагол, что 2. Засчитываю конструкцию как двухместную по аналогии с башкирским и ВОПРЕКИ указанию Насти Жук о том, что тут невозможен разрыв. Она же при этом пишет, что возможна прономинализация "головы"		
77	Kazakh	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	awïr	NOM	INS	Y	NOM_INS		Petya tumaw awïrw-ï-men awïr-adï	PN flu illness-POSS3-INS ache-PRS2.3SG	‘Petya has a flu.’	PN грипп болезнь-POSS3-INS болеть-PRS2.3SG	‘Петя болеет гриппом.’	Тот же глагол, что 1.		
77	Kazakh	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	qorq	NOM	ABL	Y	NOM_ABL		Petya it-ten qorq-adï	PN dog-ABL be_afraid-PRS2.3SG	‘Petya is afraid of the dog.’	PN собака-ABL бояться-PRS2.3SG	‘Петя боится собаки.’			
77	Kazakh	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	laqtïr	NOM	ACC	TR	TR		Petya tas laqtïr-dï	PN stone throw-PST1.3SG	‘Petya threw a stone.’	PN камень бросить-PST1.3SG	‘Петя бросил камень.’			
77	Kazakh	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	žet	DAT	NOM	X	DAT_NOM		Petya-ɣa aqša žet-edі	PN-DAT money be_enough-PRS2.3SG	‘Petya has enough money.’	PN-DAT деньги быть_достаточно-PRS2.3SG	‘Пете хватает денег.’	Тот же глагол, что 21 (достичь). С отрицанием тот же глагол в 56. Есть еще вариант жеткілікті ("наречие", NV), та же модель управления		
77	Kazakh	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	uqsa	NOM	DAT	Y	NOM_DAT		Petya Mixail-ɣa uqsa-ydï	PN PN-DAT be_similar-PRS2.3SG	‘Petya resembles Michael.’	PN PN-DAT походить-PRS2.3SG	‘Петя похож на Михаила.’			
77	Kazakh	7	believe	X (believe) Y	верить	X (верить)Y-у	sen	NOM	DAT	Y	NOM_DAT		Petya Maša-ɣa sen-edі	PN PN-DAT believe-PRS2.3SG	‘Petya believes Masha.’	PN PN-DAT верить-PRS2.3SG	‘Петя верит Маше.’	Тот же глагол, что 114 (доверять)		
77	Kazakh	8	take	X (take) Y	взять	X (брать) Y(-а)	al	NOM	ACC	TR	TR		Petya kіtap-tï al-dï	PN book-ACC take-PST1.3SG	‘Petya took the book.’	PN книга-ACC взять-PST1.3SG	‘Петя взял книгу.’			
77	Kazakh	9	see	X (see) Y	видеть	X (видеть) Y(-а)	kör	NOM	ACC	TR	TR		Petya üy kör-іp tur	PN house see-CVB stand.3SG	‘Petya sees the house.’	PN дом видеть-CVB стоять.3SG	‘Петя видит дом.’			
77	Kazakh	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	äser et	NOM	DAT	Y	NOM_DAT		Žas žad-ï-ɣa äser et-edі	age memory-POSS3-DAT influence do-PRS2.3SG	‘Age influences memory.’	возраст память-POSS3-DAT влияние делать-PRS2.3SG	‘Возраст влияет на память.’	NV ("влияние делает")		
77	Kazakh	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	kezdes	NOM	INS	Y	NOM_INS		Petya Maša-men kezde-s-tі	PN PN-INS encounter-REC-PST1.3SG	‘Petya encountered Masha.’	PN PN-INS встречать-REC-PST1.3SG	‘Петя встретился с Машей.’			
77	Kazakh	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	kir	NOM	DAT	Y	NOM_DAT		Petya üy-ge kіr-dі	PN house-DAT enter-PST1.3SG	‘Petya entered the house.’	PN дом-DAT входить-PST1.3SG	‘Петя вошел в дом.’			
77	Kazakh	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	ut-ïp al	NOM	ABL	Y	NOM_ABL		Petya Maša-dan ut-ïp al-dï	PN PN-ABL win-CVB take-PST1.3SG	‘Petya beat Masha.’	PN PN-ABL выиграть-CVB взять-PST1.3SG	‘Петя выиграл у Маши.’	CV		
77	Kazakh	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	šïq	NOM	ABL	Y	NOM_ABL		Petya üy-den šïq-tï	PN house-ABL exit-PST1.3SG	‘Petya went out of the house.’	PN дом-ABL выходить-PST1.3SG	‘Петя вышел из дома.’			
77	Kazakh	15	drive	X (drive) Y	гнать	X (гнать) Y-а	ayda	NOM	ACC	TR	TR		Petya siyïr-dï ayda-ydï	PN cow-ACC drive-PRS2.3SG	‘Petya is driving the cow.’	PN корова-ACC гнать-PRS2.3SG	‘Петя гонит корову.’			
77	Kazakh	16	bend	X (bend) Y	гнуть	X (гнуть) Y	mayïstïr	NOM	ACC	TR	TR		Petya butaq-tï mayïstïr-dï	PN branch-ACC bend-PST1.3SG	‘Petya bent the branch.’	PN ветка-ACC гнуть-PST1.3SG	‘Петя согнул ветку.’			
77	Kazakh	17	tell	X (tell) Y	говорить	X (говорить) Y-у	ayt	NOM	DAT	Y	NOM_DAT		Petya Maša-ɣa ayt-tï	PN PN-DAT say-PST1.3SG	‘Petya told Masha: ...’	PN PN-DAT говорить-PST1.3SG	‘Петя сказал Маше: ...’	То же, что 69 (петь), но другой актант учитывается		
77	Kazakh	18	hold	X (hold)Y	держать	X (держать) Y(-а)	usta	NOM	ACC	TR	TR		Petya kіtap usta-p tur	PN book hold-CVB stand.3SG	‘Petya is holding a book.’	PN книга держать-CVB стоять.3SG	‘Петя держит книгу.’			
77	Kazakh	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	quw-ïp žet	NOM	ACC	TR	TR		Petya Maša-nï quw-ïp žet-tі	PN PN-ACC catch_up-CVB reach-PST1.3SG	‘Petya caught up with Masha.’	PN PN-ACC догнать-CVB достичь-PST1.3SG	‘Петя догнал Машу.’	CV		
77	Kazakh	20	milk	X (milk) Y	доить	X (доить) Y-а	saw	NOM	ACC	TR	TR		Petya siyïr saw-dï	PN cow milk-PST1.3SG	‘Petya milked the cow.’	PN корова доить-PST1.3SG	‘Петя подоил корову.’			
77	Kazakh	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	žet	NOM	DAT	Y	NOM_DAT		Petya žaɣa-ɣa žet-tі	PN bank-DAT reach-PST1.3SG	‘Petya reached the bank.’	PN берег-DAT достичь-PST1.3SG	‘Петя достиг берега.’	Тот же глагол, что 5 (быть достаточно). С отрицанием тот же глагол в 56.		
77	Kazakh	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	tiygiz	NOM	DAT	Y	NOM_DAT		Petya qabïrɣa-ɣa qol-ï-n tiygіz-dі	PN wall-DAT hand-POSS3-ACC touch-PST1.3SG	‘Petya touched the wall.’	PN стена-DAT рука-POSS3-ACC касаться-PST1.3SG	‘Петя дотронулся до стены.’	У глагола есть прямое дополнение ("рука")		
77	Kazakh	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	töbeles	NOM	INS	Y	NOM_INS		Petya Mixail-men töbele-s-іp žatïr	PN PN-INS fight-REC-CVB lie.3SG	‘Petya is fighting with Michael.’	PN PN-INS драться-REC-CVB лежать.3SG	‘Петя дерется с Михаилом.’			
77	Kazakh	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	dostas	NOM	INS	Y	NOM_INS		Petya Maša-men dosta-s-adï	PN PN-INS be_friends-REC-PRS2.3SG	‘Petya is friends with Masha.’	PN PN-INS дружить-REC-PRS2.3SG	‘Петя дружит с Машей.’	Есть еще неглагольный предикат ("друг"), та же модель		
77	Kazakh	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	oyla	NOM	turaly	Y	NOM_turaly		Petya Maša tuwralï oyla-ydï	PN PN about think-PRS2.3SG	‘Petya is thinking about Masha.’	PN PN про думать-PRS2.3SG	‘Петя думает о Маше.’	туралы		
77	Kazakh	26	eat	X (eat) Y	есть	X (есть) Y	že	NOM	ACC	TR	TR		Petya alma že-dі	PN apple eat-PST1.3SG	‘Petya ate an apple.’	PN яблоко есть-PST1.3SG	‘Петя съел яблоко.’			
77	Kazakh	27	fry	X (fry) Y	жарить	X (жарить) Y	quwïr	NOM	ACC	TR	TR		Petya balïq quwïr-dï	PN fish fry-PST1.3SG	‘Petya fried the fish.’	PN рыба жарить-PST1.3SG	‘Петя пожарил рыбу.’			
77	Kazakh	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	tos	NOM	ACC	TR	TR		Petya Maša-nï tos-ïp tur	PN PN-ACC wait-CVB stand.3SG	‘Petya is waiting for Masha.’	PN PN-ACC ждать-CVB стоять.3SG	‘Петя ждет Машу.’			
