language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
83	Hebrew_Modern	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	jeʃ	*	*	*		Not included in the database because Y is expressed as an NP-internal modifier. Non-verbal predicate.	le Pinχas jeʃ koev roʃ	to PN there.is[PRS] pain head	‘Pinchas has a headache.’	к PN есть[PRS] боль голова	‘У Пинхаса болит голова.’	Literally, 'there is Y-pain to X'. It is not possible to include this pattern, because Y is clearly adnominal.		
83	Hebrew_Modern	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	jeʃ	le	SBJ	X	le_SBJ	Non-verbal predicate.	le Pinχas jeʃ ʃapaat	to PN there.is[PRS] flu	‘Pinchas has the flu.’	к PN есть[PRS] грипп	‘Пинхас болеет гриппом.’	Same as #38. The predicate is literally 'there is'. 'Flu' is the subject.		
83	Hebrew_Modern	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	mefaχed	SBJ	mi	Y	SBJ_mi		Pinχas mefaχed me ha kelev	PN be.afraid[SG.M] from DEF dog	‘Pinchas is afraid of the dog.’	PN бояться[SG.M] от DEF собака	‘Пинхас боится собаки.’			
83	Hebrew_Modern	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	zarak	SBJ	DO	TR	TR		Pinχas zarak even	PN throw[PST.3SG.M] stone	‘Pinchas threw a stone.’	PN кидать[PST.3SG.M] камень	‘Пинхас бросил камень.’			
83	Hebrew_Modern	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	*	*	*	*		Not included in the database because the intended meaning is expressed by a structurally discontinuous combination (predicate + adnominal modifier). Non-verbal predicate.	aχʃav jeʃ le Pinχas maspik kesef	now there.is[PRS] to PN enough money	‘Now Pinchas has enough money.’	теперь есть[PRS] к PN достаточно деньги	‘Пинхасу хватает денег.’	Literally, 'there is enough money to X'. 'enough' is clearly adnominal, so there is no predicate with the meaning 'to have enough'		
83	Hebrew_Modern	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	dome	SBJ	le	Y	SBJ_le		Pinχas dome le Menaχem	PN similar to PN	‘Pinchas resembles Menachem.’	PN похожий на PN	‘Пинхас похож на Менахема.’	NV		
83	Hebrew_Modern	7	believe	X (believe) Y	верить	X (верить)Y-у	maamin	SBJ	le	Y	SBJ_le		Pinχas maamin le Menaχem	PN believe[PTCP.SG.M] to PN	‘Pinchas believes Menachem.’	PN верить[PTCP.SG.M] к PN	‘Пинхас верит Менахему.’			
83	Hebrew_Modern	8	take	X (take) Y	взять	X (брать) Y(-а)	lakaχ	SBJ	DO	TR	TR		Pinχas lakaχ sefer	PN take[PST.3SG.M] book	‘Pinchas took a book.’	PN брать[PST.3SG.M] книга	‘Пинхас взял книгу.’			
83	Hebrew_Modern	9	see	X (see) Y	видеть	X (видеть) Y(-а)	ro-e	SBJ	DO	TR	TR		Pinχas ro-e bajt	PN see[PTCP]-SG.M house	‘Pinchas sees a house.’	PN видеть[PTCP]-SG.M дом 	‘Пинхас видит дом.’			
83	Hebrew_Modern	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	maʃpia	SBJ	al	Y	SBJ_al		gil maʃpia al ha zikaron	age influence[PTCP.SG.M] on DEF memory	‘Age influences memory.’	возраст влиять[PTCP.SG.M] на DEF память	‘Возраст влияет на память.’			
83	Hebrew_Modern	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	nitkal	SBJ	be	Y	SBJ_be		Pinχas nitkal be Menaχem	PN bump.into[PST.3SG.M] in PN	‘Pinchas encountered Menachem.’	PN натолкнуться[PST.3SG.M] в PN	‘Пинхас натолкнулся на Менахема.’	Alternative translation is Pinχas pagaʃ et Menaχem [Pinchas encounter[PST.3SG.M] DO Menachem], transitive structure. I take this one, because DN says it is more informal + it is intransitive		
83	Hebrew_Modern	12	enter	X (enter) Y	входить	X (входить) в Y (дом)	niχnas	SBJ	el	Y	SBJ_el		Pinχas niχnas el ha bajt	PN enter[PST.3SG.M] towards DEF house	‘Pinchas entered the house.’	PN входить[PST.3SG.M] в.направлении DEF дом	‘Пинхас вошел в дом.’			
83	Hebrew_Modern	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	nitsaχ	SBJ	DO	TR	TR		Pinχas nitsaχ et Menaχem	PN beat[PST.3SG.M] DO PN	‘Pinchas beat Menachem.’	PN победить[PST.3SG.M] DO PN	‘Пинхас победил Менахема.’	Alternative translation is with the verb hevis, the structure is the same		
83	Hebrew_Modern	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	jatsa	SBJ	mi	Y	SBJ_mi		Pinχas jatsa me ha bajt	PN exit[PST.3SG.M] from DEF house	‘Pinchas went out of the house.’	PN выходить[PST.3SG.M] из DEF дом	‘Пинхас вышел из дома.’			
83	Hebrew_Modern	15	drive	X (drive) Y	гнать	X (гнать) Y-а	movil	SBJ	DO	TR	TR		Pinχas movil et ha para	PN drive[PTCP.SG.M] DO DEF cow	‘Pinchas is driving the cow.’	PN гнать[PTCP.SG.M] DO DEF корова	‘Пинхас гонит корову.’			
83	Hebrew_Modern	16	bend	X (bend) Y	гнуть	X (гнуть) Y	kofef	SBJ	DO	TR	TR		Pinχas kofef et ha anaf	PN bend[PST.3SG.M] DO DEF branch	‘Pinchas bent the branch.’	PN гнуть[PST.3SG.M] DO DEF ветка	‘Пинхас согнул ветку.’			
83	Hebrew_Modern	17	tell	X (tell) Y	говорить	X (говорить) Y-у	amar	SBJ	le	Y	SBJ_le		Pinχas amar le Menaχem	PN say[PST.3SG.M] to PN	‘Pinchas told Menachem.’	PN говорить[PST.3SG.M] к PN	‘Пинхас сказал Менахему.’			
83	Hebrew_Modern	18	hold	X (hold)Y	держать	X (держать) Y(-а)	maχzik	SBJ	DO	TR	TR		Pinχas maχzik sefer	PN hold[PTCP.SG.M] book	‘Pinchas is holding a book.’	PN держать[PTCP.SG.M] книга	‘Пинхас держит книгу.’			
83	Hebrew_Modern	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	higia	SBJ	el	Y	SBJ_el		Pinχas higia el Mirjam	PN reach[PST.3SG.M] towards PN	‘Pinchas caught up with Miriam.’	PN достигать[PST.3SG.M] в.направлении PN	‘Пинхас догнал Менахема.’	Same as #21. Alternative translation is Pinχas hidbik et tsadiy-a ʃel Mirjam, "Pinchas catch.up[PST.3SG.M] DO side-POSS.3SG.F POSS Miriam", not suitable for my purposes, because Mirjam is the adnominal dependent of "side"		
83	Hebrew_Modern	20	milk	X (milk) Y	доить	X (доить) Y-а	χalav	SBJ	DO	TR	TR		Pinχas χalav et ha para	PN milk[PST.3SG.M] DO DEF cow	‘Pinchas milked the cow.’	PN доить[PST.3SG.M] DO DEF корова	‘Пинхас подоил корову.’			
83	Hebrew_Modern	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега)	higia	SBJ	el	Y	SBJ_el		Pinχas higia el ha gada	PN reach[PST.3SG.M] towards DEF bank	‘Pinchas reached the bank.’	PN достигать[PST.3SG.M] в.направлении DEF набережная	‘Пинхас достиг набережной.’	Same as #19		
83	Hebrew_Modern	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	naga	SBJ	be	Y	SBJ_be		Pinχas naga ba kir	PN touch[PST.3SG.M] in+DEF wall	‘Pinchas touched the wall.’	PN дотрагиваться[PST.3SG.M] в+DEF стена	‘Пинхас дотронулся до стены.’			
83	Hebrew_Modern	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	rav	SBJ	im	Y	SBJ_im		Pinχas rav im Menaχem	PN fight[PTCP.SG.M] with PN	‘Pinchas is fighting with Menachem.’	PN драться[PTCP.SG.M] с PN	‘Пинхас дерется с Менахемом.’	Same as #99. Alternative predicate is holeχ mak-ot [go[PTCP.SG.M] punch-PL], the valency structure is the same		
83	Hebrew_Modern	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	χaver	*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	Pinχas χaver ʃel Menaχem	PN friend POSS PN	‘Pinchas is friends with Menachem.’	PN друг POSS PN	‘Пинхас дружит с Менахемом.’	Y is syntactically an adnominal dependents, 'X (is) Y's friend', I don't take this		
83	Hebrew_Modern	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	hoʃev	SBJ	al	Y	SBJ_al		Pinχas hoʃev al Menaχem	PN think[PTCP.SG.M] on PN	‘Pinchas is thinking about Menachem.’	PN думать[PTCP.SG.M] на PN	‘Пинхас думает о Менахеме.’			
83	Hebrew_Modern	26	eat	X (eat) Y	есть	X (есть) Y	aχal	SBJ	DO	TR	TR		Pinχas aχal tapuaχ	PN eat[PST.3SG.M] apple	‘Pinchas ate an apple.’	PN есть[PST.3SG.M] яблоко	‘Пинхас съел яблоко.’			
83	Hebrew_Modern	27	fry	X (fry) Y	жарить	X (жарить) Y	tigen	SBJ	DO	TR	TR		Pinχas tigen et ha dag	PN fry[PST.3SG.M] DO DEF fish	‘Pinchas fried the fish.’	PN жарить[PST.3SG.M] DO DEF рыба	‘Пинхас пожарил рыбу.’			
83	Hebrew_Modern	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	meχake	SBJ	le	Y	SBJ_le		Pinχas meχake le Menaχem	PN wait[PTCP.SG.M] to PN	‘Pinchas is waiting for Menachem.’	PN ждать[PTCP.SG.M] к PN	‘Пинхас ждет Менахема.’			
83	Hebrew_Modern	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	ʃaχaχ	SBJ	DO	TR	TR		Pinχas ʃaχaχ et ha dereχ ha aχeret	PN forget[PST.3SG.M] DO DEF road DEF other	‘Pinchas forgot (about) the other road.’	PN забывать[PST.3SG.M] DO DEF дорога DEF другой	‘Пинхас забыл другую дорогу.’			
83	Hebrew_Modern	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	taluj	SBJ	be	Y	SBJ_be		zikaron taluj be gil	memory dependent in age	‘Memory depends on age.’	память зависимый в возраст	‘Память зависит от возраста.’	NV		
83	Hebrew_Modern	31	call	X (call) Y	звать	X (звать) Y-а	hitkaʃer	SBJ	le	Y	SBJ_le		Pinχas hitkaʃer le Menaχem	PN call[PST.3SG.M] to PN	‘Pinchas called Menachem.’	PN звать[PST.3SG.M] к PN	‘Пинхас позвал Менахема.’			
83	Hebrew_Modern	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	hikir	SBJ	DO	TR	TR		Pinχas hikir et Menaχem lifnej ʃaa	PN know[PST.3SG.M] DO PN ago year	‘Pinchas got to know Menachem a year ago.’	PN знать[PST.3SG.M] DO PN назад год	‘Пинхас познакомился с Менахемом год тому назад.’			
83	Hebrew_Modern	33	know	X (know) Y	знать	X (знать) Y-а	makir	SBJ	DO	TR	TR		Pinχas makir et Menaχem	PN know[PTCP.SG.M] DO PN	‘Pinchas knows Menachem.’	PN знать[PTCP.SG.M] DO PN	‘Пинхас знает Менахема.’			
83	Hebrew_Modern	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	menagen	SBJ	be	Y	SBJ_be		Pinχas menagen ba gitara	PN play[PTCP.SG.M] in+DEF guitar	‘Pinchas is playing the guitar.’	PN играть[PTCP.SG.M] в+DEF гитара	‘Пинхас играет на гитаре.’			
83	Hebrew_Modern	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	mitχamek	SBJ	mi	Y	SBJ_mi		Pinχas mitχamek mi Menaχem	PN avoid[PTCP.SG.M] from PN	‘Pinchas avoids Menachem.’	PN избегать[PTCP.SG.M] от PN	‘Пинхас избегает Менахема.’			
83	Hebrew_Modern	36	make	X (make) Y	изготовить	X (изготовить) Y	heχin	SBJ	DO	TR	TR		Pinχas heχin malkodet aχbar-im	PN prepare[PST.3SG.M] trap mouse-PL	‘Pinchas made a mousetrap.’	PN приготавливать[PST.3SG.M] ловушка мышь-PL	‘Пинхас изготовил мышеловку.’			
83	Hebrew_Modern	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом	maknit	SBJ	DO	TR	TR		Pinχas maknit et Menaχem	PN tease[PTCP.SG.M] DO PN	‘Pinchas is making fun of Menachem.’	PN дразнить[PTCP.SG.M] DO PN	‘Пинхас дразнит Менахема.’	Alternative translation is Pinχas os-e tsχok mi Menaχem [Pinchas do[PTCP.SG]-M laughter from Menachem]. DN: maknit seems to be more precise. Grossman says that ose tsxok is closer to ‘to make a laughing stock of smbd.’		
83	Hebrew_Modern	38	have	X (have) Y	иметь	X (иметь) Y	jeʃ	le	SBJ	X	le_SBJ	Non-verbal predicate.	jeʃ le Pinχas meχona	there.is[PRS] to PN car	‘Pinchas has a car.’	есть[PRS] к PN машина	‘У Пиинхаса есть машина.’	Same as #2. The predicate is literally 'there is'. Car is the subject		
83	Hebrew_Modern	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	meχapes	SBJ	DO	TR	TR		Pinχas meχapes et ha mafteχ-ot ʃel-o	PN search[PTCP.SG.M] DO DEF key-PL POSS-3SG.M	‘Pinchas is looking for his keys.’	PN искать[PTCP.SG.M] DO DEF ключ-PL POSS-3SG.M	‘Пинхас ищет ключи.’			
83	Hebrew_Modern	40	paint	X (paint) Y	красить	X (красить) Y	tsava	SBJ	DO	TR	TR		Pinχas tsava et ha gader	PN paint[PST.3SG.M] DO DEF fence	‘Pinchas painted the fence.’	PN красить[PST.3SG.M] DO DEF забор	‘Пинхас покрасил забор.’			
83	Hebrew_Modern	41	bite	X (bite) Y	кусать	X (кусать) Y-а	naʃaχ	SBJ	DO	TR	TR		kelev naʃaχ et Pinχas	dog bite[PST.3SG.M] DO PN	‘A dog bit Pinchas.’	собака кусать[PST.3SG.M] DO PN	‘Собака укусила Пинхаса.’			
83	Hebrew_Modern	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а	ibed	SBJ	DO	TR	TR		Pinχas ibed et ha bajt ʃel-o	PN lose[PST.3SG.M] DO DEF house POSS-3SG.M	‘Pinchas lost his house.’	PN терять[PST.3SG.M] DO DEF дом POSS-3SG.M	‘Пинхас лишился дома.’	Same as #103		
83	Hebrew_Modern	43	try_to_catch	X (try to catch) Y	ловить	X (ловить) Y(-а)	menas-e litpos	SBJ	DO	TR	TR		Pinχas menas-e litpos et ha χatul	PN try[PTCP]-SG.M catch[INF] DO DEF cat	‘Pinchas is trying to catch the cat.’	PN пытаться[PTCP]-SG.M ловить[INF] DO DEF кошка	‘Пинхас пытается ловить кошку.’	CV ('try to catch')		
83	Hebrew_Modern	44	break	X (break) Y	ломать	X (ломать) Y	ʃavar	SBJ	DO	TR	TR		Pinχas ʃavar makel	PN break[PST.3SG.M] stick	‘Pinchas broke a stick.’	PN ломать[PST.3SG.M] палка	‘Пинхас сломал палку.’			
83	Hebrew_Modern	45	flatter	X (flatter) Y	льстить	X (льстить) Y-у	maχmi	SBJ	le	Y	SBJ_le		Pinχas maχmi le Menaχem	PN flatter[PTCP.SG.M] to PN	‘Pinchas is flattering Menachem.’	PN льстить[PTCP.SG.M] к PN	‘Пинхас льстит Менахему.’			
