language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
144	Lak_Quba	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y		*	*	*		Not included in the database because the combination of encoding devices for X and Y [GEN_NOM] happens to be identical to that observed in the transitive pattern, whereas syntactically, the encoding pattern here does not align with regular transitive clauses.	Maħammad-lu-l bak’ c’u-j b-ur 	PN-OBL-GEN head ache-CVB.IPFV 3-be.PRS.3P	‘Mohammad has a headache.’		‘У Магомеда болит голова.’	The was a long disussion between Michael Daniel and Sergey Say on this pattern and whether it should be included. There are syntactic tests that differentiate between transitive and intransitive patterns, but they are not based on flagging and indexing only. For this reason, it would have been illegitimate to tag this pattern as GEN_NOM and at the same to not consider it as transitive. Not including the sentence at all emerged as the best practical solution.		Махlaммадлул бакl ц!уй бур. 
144	Lak_Quba	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом		NOM	GEN	Y	NOM_GEN		Maħammad grip-ra-l qːa-šaw-aj ur	PN flu[RU]-OBL-GEN NEG-be.able-CVB.IPFV 1.be.PRS.3P	‘Mohammad has the flu.’		‘Магомед болеет гриппом.’			Махlаммад гриппрал къашавай ур. 
144	Lak_Quba	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а		NOM	SUPEL	Y	NOM_SUPEL		Maħammad kːačːi-j-a niha us-la-j ur	PN dog-SUP-EL afraid 1.say-IPFV-CVB.IPFV 1.be.PRS.3P	‘Mohammad is afraid of the dog.’		‘Магомед боится собаки.’			Махlаммад ккаччия нигьа услай ур.
144	Lak_Quba	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)		GEN	NOM	TR	TR		cal Maħammad-lu-l li<w>č-und-i čaru	first PN-OBL-GEN <3>throw-AOR-3P stone	‘Mohammad threw a stone.’		‘Магомед бросил камень.’			Цал Махlaммадлул ливчунди чару. 
144	Lak_Quba	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а		DAT	NOM	X	DAT_NOM		utːi Maħammad-u-n d-ijal qan-aj d-ur arcu	now PN-OBL-DAT 4-sufficient become.IPFV-CVB.IPFV 4-be.PRS.3P money	‘Mohammad has enough money.’		‘Магомеду хватает денег.’			Утти Махlаммадун диял хъанай дур арцу. 
144	Lak_Quba	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)		NOM	POSTEL	Y	NOM_POSTEL	Non-verbal predicate.	Maħammad Rasul-du-χ-a la<w>xːu-sːa ur	PN PN-OBL-POST-EL <1>be.similar-ATTR 1.be.PRS.3P	‘Mohammad resembles Rasul.’		‘Магомед похож на Расула.’			Махlaммад Расулдуха лавхьхьусса ур. 
144	Lak_Quba	7	believe	X (believe) Y	верить	X (верить)Y-у		NOM	SUPLAT	Y	NOM_SUPLAT	Non-verbal predicate.	Maħammad Aˁšura-j-n wiχ-nu ur	PN PN-SUP-LAT be.certain-ADVBZ 1.be.PRS.3P	‘Mohammad believes Ashura.’		‘Магомед верит Ашуре.’			Махlаммад Аьшурайн вихну ур. 
144	Lak_Quba	8	take	X (take) Y	взять	X (брать) Y(-а)		GEN	NOM	TR	TR		Maħammad-u-l la<w>s-und-i lu polka-li-j-a	PN-OBL-GEN <3>take-AOR-3P book shelf[RU]-OBL-SUP-EL	‘Mohammad took a book from the shelf.’		‘Магомед взял книгу с полки.’			Махlаммадул лавсунди лу полкалия.
144	Lak_Quba	9	see	X (see) Y	видеть	X (видеть) Y(-а)		DAT	NOM	X	DAT_NOM		Maħammad-u-n qːatːa č'a-la-j b-ur	PN-OBL-DAT house see-IPFV-CVB.IPFV 3-be.PRS.3P	‘Mohammad sees a house.’		‘Магомед видит дом.’			Махlаммадун къатта чlалай бур. 
144	Lak_Quba	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)		NOM	SUPLAT	Y	NOM_SUPLAT		oˁrmu-lu-l č’un dak'-ni-j lič’-aw-ri-j-n asar b-ija-n b-ul-la-j d-ur	life-OBL-GEN time heart-OBL-SUP remain-NMLZ-OBL-SUP-LAT impact 3-reach-INF 3-do-IPFV-CVB.IPFV 4-be.PRS.3P	‘Age influences memory.’		‘Возраст влияет на память.’			Оьрмулул чlун дакIний личIаврийн асар биян буллай дур.
144	Lak_Quba	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом		DAT	NOM	X	DAT_NOM		Maħammad-u-n xuna b-a<w>qʼ-und-i Aˁšura	PN-OBL-DAT meet 3-<3>lead-AOR-3P PN(3)	‘Mohammad encountered Ashura.’		‘Магомед встретился с Ашурой.’	CV		Махlaммадун хьунабавкьунди Аьшура.
144	Lak_Quba	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)		NOM	INLAT	Y	NOM_INLAT		Maħammad u<w>χː-und i qːat-lu-bu-n	PN <1>1.enter-AOR-3P house-OBL-IN-LAT	‘Mohammad entered the house.’		‘Магомед вошел в дом.’	The IN marker “-b” is specific to the Quba dialect (cf. “-w” in Standard Lak).		Махlаммад увххунди къатлубун.
144	Lak_Quba	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а		NOM	COMP	Y	NOM_COMP		Maħammad χːu x-und-i Rasul-du-jar	PN winning become-AOR-3P PN-OBL-COMP	‘Mohammad beat Rasul.’		‘Магомед выиграл у Расула.’	CV		Махlаммад хху хьунди Расулдуяр. 
144	Lak_Quba	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а		NOM	EL	Y	NOM_EL		Maħammad u<w>kːu-nd-i tːučan-dalu-wa-tu	PN <1>1.leave-AOR-3P shop-OBL-IN-EL1	‘Mohammad went out of the shop.’		‘Магомед вышел из магазина.’	Exact distribution of "EL" and "EL1" unknown; no evidence they signal distinct valency patterns.		Махlаммад увккунди ттучандалувату. 
144	Lak_Quba	15	drive	X (drive) Y	гнать	X (гнать) Y-а		GEN	NOM	TR	TR	This structure is binominative because of the TAM form. The verb is transitive.	Maħammad oˁl liqa-n b-ul-la-j ur qːuru-n	PN cow drive-INF 3-do-IPFV-CVB.IPFV 1.be.PRS.3P at.field-LAT	‘Mohammad is driving the cow to the pasture.’		‘Магомед гонит корову на пастбище.’			Махlаммад оьл лихъан буллай ур къурун.
