language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
134	Kryz_Ismayilli	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y		INESS	NOM	X	INESS_NOM	Arguably, the possessor NP is a clause-level dependent. 	aslan-a q'il yaman tutur-o	PN-INESS head(F) terrible ache.IPF-PRS.F 	‘Aslan has a terrible headache.’		‘У Аслана ужасно болит голова.’	The INESS(ive) form in -a is one of the two competing forms that signal possessors in Ismailli Kryz.		
134	Kryz_Ismayilli	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом		NOM	NOM(NO.AGR)	Y	NOM_NOM(NO.AGR)	Non-verbal predicate.	aslan grip e	PN flu COP.M 	‘Aslan has the flu.’		‘Аслан болеет гриппом.’			
134	Kryz_Ismayilli	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а		DAT	ADEL	XY	DAT_ADEL		aslan-iz xor-avar kişa-re	PN-DAT dog-ADEL fear.IPF-PRS.N 	‘Aslan is afraid of the dog.’		‘Аслан боится собаки’			
134	Kryz_Ismayilli	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)		ERG	NOM	TR	TR		aslan-ir dahar savʕa-du	PN-ERG stone(F) F.throw.PF-AOR.F 	‘Aslan threw the stone.’		‘Аслан бросил камень’			
134	Kryz_Ismayilli	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а		*	*	*		Not included in the database because the intended meaning is expressed by a structurally discontinuous combination (predicate + adnominal modifier).	aslan-iğ ghala-c pul ye	PN-SUPER good-ATTR.N money COP.N 	‘Now Aslan has enough money.’		‘Аслану сейчас хватает денег’			
134	Kryz_Ismayilli	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)		NOM	SUPER	Y	NOM_SUPER	Non-verbal predicate.	aslan mixail-iğ oxşamiş şe-re	PN PN-SUPER similar be.IPF-PRS.M 	‘Aslan resembles Mikhail.’		‘Аслан похож на Михаила.’			
134	Kryz_Ismayilli	7	believe	X (believe) Y	верить	X (верить)Y-у		NOM	SUPER	Y	NOM_SUPER		aslan rasul-uğ vurğar-e	PN PN-SUPER believe.IPF-PRS.M 	‘Aslan believes Rasul.’		‘Аслан верит Расулу.’			
134	Kryz_Ismayilli	8	take	X (take) Y	взять	X (брать) Y(-а)		ERG	NOM	TR	TR		aslan-ir irexhv-ciğar kitab ğayin-c	PN-ERG shelf-SUPEREL book take.PF-AOR.N 	‘Aslan took a book from the shelf.’		‘Аслан взял книгу с полки’			
134	Kryz_Ismayilli	9	see	X (see) Y	видеть	X (видеть) Y(-а)		DAT	NOM	X	DAT_NOM		aslan-iz k'ul irqhor-o	PN-DAT house(F) F.see.IPF-PRS.F 	‘Aslan sees a house.’		‘Аслан видит дом.’			
134	Kryz_Ismayilli	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)		ERG	DAT	Y	ERG_DAT		yaş-in-ir yaddaş-ciz tesir i-re	age-OBL-ERG memory-OBL.DAT influence do.IPF-PRS.N 	‘Age influences memory.’		‘Возраст влияет на память.’	CV		
134	Kryz_Ismayilli	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом		NOM	SUPER	Y	NOM_SUPER	Non-verbal predicate.	aslan rasul-uğ rast xhay-id	PN PN-SUPER meet be.PF-AOR.M 	‘Aslan encountered Rasul.’		‘Аслан встретился с Расулом’			
134	Kryz_Ismayilli	12	enter	X (enter) Y	входить	X (входить) в Y (дом)		NOM	INESS	Y	NOM_INESS		aslan k'ul-ca ʕaç'-id	PN house-OBL.INESS enter.PF-AOR.M 	‘Aslan entered the house.’		‘Аслан вошел в дом.’	Alternative is “k'ul-caʕan” [house-obl.lat]. I chose the version with “INESS” because Gilles commented that the LAT variant is “careful speech” and also to observe a difference between the Ismailli dialect and Kryz proper.		
134	Kryz_Ismayilli	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а		NOM	DAT	Y	NOM_DAT		aslan rasul-uz ğalib ʕaxh-ird	PN PN-DAT victorious come.PF-OBL 	‘Aslan beat Rasul.’		‘Аслан выиграл у Расула.’	CV		
134	Kryz_Ismayilli	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а		NOM	EL	Y	NOM_EL		aslan k'ul-caʕar ğaç'-id	PN house-OBL.EL go_out.PF-AOR.M 	‘Aslan went out of the house.’		‘Аслан вышел из дома.’			
134	Kryz_Ismayilli	15	drive	X (drive) Y	гнать	X (гнать) Y-а		ERG	NOM	TR	TR		aslan-ir zar daha-ca yerqhu-ro	PN-ERG cow pasture-OBL.INESS F.catch.IPF-PRS.F 	‘Aslan is driving the cow to the pasture.’		‘Аслан гонит корову на пастбище’	Alternative is “daha-caʕan” [pasture-obl.lat].		
134	Kryz_Ismayilli	16	bend	X (bend) Y	гнуть	X (гнуть) Y		ERG	NOM	TR	TR		aslan-ir budağ agmiş ar-c	PN-ERG branch bend do.PF-AOR.N 	‘Aslan bent the branch.’		‘Аслан согнул ветку.’			
134	Kryz_Ismayilli	17	tell	X (tell) Y	говорить	X (говорить) Y-у		ERG	ADR	Y	ERG_ADR		aslan-ir rasul-uvan lar ki ya-xun ʕaşe	PN-ERG PN-ADR say that 1PL.OBL-DIR come.IMPER.M 	‘Aslan told Rasul: "Come and visit us!"’		‘Аслан сказал Расулу: "Приходи ко мне в гости".’			
134	Kryz_Ismayilli	18	hold	X (hold)Y	держать	X (держать) Y(-а)		ERG	NOM	TR	TR		aslan-ir ugura xab-a sad kitab yiqhir-ce	PN-ERG M.REFL.INESS hand-IN one.N book N.catch.PF-PERF.N 	‘Aslan is holding a book in his hands.’		‘Аслан держит книгу в руках.’			
134	Kryz_Ismayilli	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)		NOM	SUPER	Y	NOM_SUPER		aslan leyla-ğ surq'-ud	PN PN-SUPER H.arrive.PF-AOR.H 	‘Aslan caught up with Leyla.’		‘Аслан догнал Лейлу.’			
134	Kryz_Ismayilli	20	milk	X (milk) Y	доить	X (доить) Y-а		ERG	NOM	TR	TR		aslan-ir zar vozo-du	PN-ERG cow F.milk.PF-AOR.F 	‘Aslan milked the cow.’		‘Аслан подоил корову’			
134	Kryz_Ismayilli	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега)		NOM	SUPER	Y	NOM_SUPER		aslan sahil-ciğ surq'-ud	PN shore-OBL.SUPER H.arrive.PF-AOR.H 	‘Aslan reached the bank.’		‘Аслан достиг берега.’			
134	Kryz_Ismayilli	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а		NOM	SUPER	Y	NOM_SUPER		aslan divar-ciğ vuka-d	PN wall-OBL.SUPER touch.PF-AOR.M 	‘Aslan touched the wall.’		‘Аслан дотронулся до стены.’			
134	Kryz_Ismayilli	23	fight	X (fight) with Y	драться	X (драться) с Y-ом		NOM	INS	Y	NOM_INS		aslan rasul-a q'ina volxan-e	PN PN-INESS INS fight.IPF-PRS.M 	‘Aslan is fighting with Rasul.’		‘Аслан дерется с Расулом.’	Alternative is “rasul-a zina” [R.-iness COM]. The two markers are synonyms in comitative contexts. MRP: “-zına is exclusively comitative, -q́ına is instrumental wherever the context allows an instrumental interpretation, but can be used as comitative when the context excludes the instrumental reading”.		
134	Kryz_Ismayilli	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом		NOM	INS	Y	NOM_INS	Non-verbal predicate.	aslan rasul-a q'ina dost e	PN PN-INESS INS friend COP.M 	‘Aslan is friends with Rasul.’		‘Аслан дружит с Расулом.’	Alternative is “rasul-a zina” [R.-iness COM]. The two postpositions are synonyms in comitative contexts. MRP: “-zına is exclusively comitative, -q́ına is instrumental wherever the context allows an instrumental interpretation, but can be used as comitative when the context excludes the instrumental reading”.		
134	Kryz_Ismayilli	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)		NOM	INESShaqqina	Y	NOM_INESShaqqina	Non-verbal predicate.	aslan leyla haq'q'ina fikirlaşmiş şe-re	PN PN(INESS) about thinking be.IPF-PRS.M 	‘Aslan is thinking about Leyla.’		‘Аслан думает о Лейле.’			
134	Kryz_Ismayilli	26	eat	X (eat) Y	есть	X (есть) Y		ERG	NOM	TR	TR		aslan-ir yeç ulo-du	PN-ERG apple F.eat.PF-AOR.F 	‘Aslan ate an apple.’		‘Аслан съел яблоко’			
134	Kryz_Ismayilli	27	fry	X (fry) Y	жарить	X (жарить) Y		ERG	NOM	TR	TR		aslan-ir baliğ iru vor-du	PN-ERG fish red F.do.PF-AOR.F 	‘Aslan fried the fish.’		‘Аслан пожарил рыбу’	CV		
134	Kryz_Ismayilli	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)		ERG	NOM	TR	TR		aslan-ir rasul gozat i-re	PN-ERG PN wait do.IPF-PRS.M 	‘Aslan is waiting for Rasul.’		‘Аслан ждет Расула.’	CV		
134	Kryz_Ismayilli	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е		ERG	NOM	TR	TR		aslan-ir lasab rix k'aʕar ğaqhur-co	PN-ERG other.F road heart.INEL F.take_out.PF-PERF.F 	‘Aslan forgot about the other road.’		‘Аслан забыл о другой дороге.’	CV		
134	Kryz_Ismayilli	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а		NOM	ADEL	Y	NOM_ADEL	Non-verbal predicate.	yaddaş yaş-ini-var asli ye	memory age-OBL-ADEL depending COP.N 	‘Memory depends on age.’		‘Память зависит от возраста.’			
134	Kryz_Ismayilli	31	call	X (call) Y	звать	X (звать) Y-а		ERG	NOM	TR	TR		aslan-ir rasul rahra ar-d	PN-ERG PN call do.PF-AOR.M 	‘Aslan called Rasul.’		‘Аслан позвал Расула.’	CV		
