language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
46	Enets_Forest	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	dʲe	TOP	NOM	X	TOP_NOM		modʲi kasa-jʔ ɛba-za dʲee	I man-NOM.SG.1SG head-NOM.SG.3SG ache(IPFV).3SG.S	‘My friend has a headache’.	я мужчина-NOM.SG.1SG голова-NOM.SG.3SG болеть.3SG.S	‘У моего товарища болит голова’.	номинативный посессор, не совсем внутренний, засчитываю
46	Enets_Forest	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	kader	NOM	LOC	Y	NOM_LOC		kasa-jʔ gripo-xon kadeŋa	man-NOM.SG.1SG flu-LOC.SG be_ill(IPFV).3SG.S	‘My friend has the flu’.	мужчина-NOM.SG.1SG грипп-LOC.SG болеть.3SG.S	‘Мой товарищ болеет гриппом’.	
46	Enets_Forest	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	piis	NOM	OBL	TR	TR		modʲi kasa-jʔ buniki-jʔ piiʔɛ	I man-NOM.SG.1SG dog-NOM.SG.1SG be_afraid(IPFV).3SG.S	‘My friend is afraid of my dog’.	я мужчина-NOM.SG.1SG собака-NOM.SG.1SG бояться.3SG.S	‘Мой товарищ боится моей собаки’.	
46	Enets_Forest	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	bɛɛ	NOM	OBL	TR	TR		modʲi kasa-jʔ pu-da bɛɛ-za	I man-NOM.SG.1SG stone-OBL.SG.3SG throw(PFV)-3SG.SOsg	‘My friend threw his stone’.	я мужчина-NOM.SG.1SG камень-OBL.SG.3SG бросить-3SG.SOsg	‘Мой товарищ бросил камень’.	
46	Enets_Forest	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	tɔɔri	TOP	NOM	X	TOP_NOM		modʲi kasa-jʔ bɛʃi-za tɔɔri-ʔ	I man-NOM.SG.1SG iron-NOM.PL.3SG be_enough(IPFV)-3PL.S	‘My friend has enough money’.	я мужчина-NOM.SG.1SG железо-NOM.PL.3SG хватать-3PL.S	‘Моему товарищу хватает денег’.	номинативный посессор, не совсем внутренний, засчитываю
46	Enets_Forest	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	ŋa	NOM	OBLdez	Y	NOM_OBLdez		modʲi kasa-jʔ ɛse-da dʲez ŋa	I man-NOM.SG.1SG father-OBL.SG.3SG in_the_direction be(IPFV).3SG.S	‘My friend resembles his father’.	я мужчина-NOM.SG.1SG отец-OBL.SG.3SG в_сторону быть.3SG.S	‘Мой товарищ похож на своего отца’.	Есть другой вариант: переходный глагол puza 'быть похожим'
46	Enets_Forest	7	believe	X (believe) Y	верить	X (верить)Y-у	pudiri	NOM	DAT	Y	NOM_DAT		modʲi kasa-jʔ nɛ-xo-da pudiri	I man-NOM.SG.1SG woman-DAT.SG-OBL.SG.3SG trust(IPFV).3SG.S	‘My friend believes his wife’.	я мужчина-NOM.SG.1SG женщина-DAT.SG-OBL.SG.3SG верить.3SG.S	‘Мой товарищ верит своей жене’.	
46	Enets_Forest	8	take	X (take) Y	взять	X (брать) Y(-а)	mu	NOM	OBL	TR	TR		modʲi kasa-jʔ kirba mu ɔ stɔl nʲi-z	I man-NOM.SG.1SG bread take(PFV).3SG.S table surface-ABL	‘My friend took bread from the table’.	я мужчина-NOM.SG.1SG хлеб взять.3SG.S стол поверхность-ABL	‘Мой товарищ взял хлеб со стола’.	
46	Enets_Forest	9	see	X (see) Y	видеть	X (видеть) Y(-а)	mɔdee	NOM	OBL	TR	TR		kasa-jʔ kamozo-da mɔdee-za	man-NOM.SG.1SG house-OBL.SG.3SG see(IPFV)-3SG.SOsg	‘My friend sees his house’.	мужчина-NOM.SG.1SG дом-OBL.SG.3SG видеть-3SG.SOsg	‘Мой товарищ видит свой дом’.	
46	Enets_Forest	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*		No satisfactory translation has been obtained.	*	*	*	*	*	
