language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
126	Tabasaran_Kandyk	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y		GEN	ABS	X	GEN_ABS	The NP in the genitive displays some properties of a clause-level dependent.	fatima.ji-n k’ul ic:-ura	PN-GEN head(ABS) be.sick-PRS	‘Fatima has a headache.’			Генитив можно выделить фокусной частице =rа, что будет означать ‘И у Фатимы голова болит (не только у тебя): “fatima.ji-n=ra k’ul ic:-ura” [Fatima-GEN-foc head(ABS) be.sick-PRS]. И еще могу сказать, что посессивные личные местоимения будут здесь обязательно контролировать поссесивную клитику. Поэтому вряд ли они будут в составе ИГ ‘head’: “jiz kul icːura=jiz” [1.sgːposs head(ABS) be.sick-PRS=1sgːposs] ‘I have a headache.’.		
126	Tabasaran_Kandyk	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом		CONT	ABS	X	CONT_ABS		fatima.ji-k grip k-iv-na	PN-CONT flu(ABS) CONT-put-RES	‘Fatima has a flu.’			Alternative is the same construction with the verb from “ku<b>c̊’-na” [<n.sg>get.sick-res]. Глагол ku<сl>c̊’- имеет также значение ‘входить во что-либо’		
126	Tabasaran_Kandyk	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а		DAT	APUD.ELAT	XY	DAT_APUD.ELAT		fatima.ji-z χuj-ir.i-x-a guc’-uru	PN-DAT dog-PL-APUD-ELAT be.afraid-HAB	‘Fatima is afraid of the dog.’					
126	Tabasaran_Kandyk	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)		ERG	ABS	TR	TR		maˁhaˁmed-ǯi ʁan gat’a<b>x-nu	PN-ERG stone(ABS) <N.SG>throw-PST	‘Mahamad threw a stone.’					
126	Tabasaran_Kandyk	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а		DAT	ABS	X	DAT_ABS		fatima.ji-z pul hu<b>k’-ra	PN-DAT money(ABS) <N.SG>be.enough-PRS	‘Fatima has enough money.’					
126	Tabasaran_Kandyk	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)		ABS	POST.LAT	Y	ABS_POST.LAT	Non-verbal predicate (participle).	fatima ča-n mama.ji-q-na ʁ-uš-ur=u	PN(ABS) 3.SG.REFL-GEN mother-POST-LAT PF-(H.SG)go-PART=COP(PRS)	‘Fatima resembles her mother.’					
126	Tabasaran_Kandyk	7	believe	X (believe) Y	верить	X (верить)Y-у		ABS	POST	Y	ABS_POST		fatima maˁhaˁmed.a-q q-uˁʁ-uru	PN(ABS) PN-POST POST-(H.SG)believe-HAB	‘Fatima believes Mahamad.’					
126	Tabasaran_Kandyk	8	take	X (take) Y	взять	X (брать) Y(-а)		ERG	ABS	TR	TR		maˁhaˁmed-ǯi polka.ji-l-a pul ʁada<b>ʁ-nu	PN-ERG shelf-SUPER-ELAT money(ABS) <N.SG>take-PST	‘Mahamad took money from the shelf.’					
126	Tabasaran_Kandyk	9	see	X (see) Y	видеть	X (видеть) Y(-а)		DAT	ABS	X	DAT_ABS		fatima.ji-z maˁhaˁmаd raˁqːuˁ-ra	PN-DAT PN(ABS) (H.SG)see-PRS	‘Fatima sees Mahamad.’					
126	Tabasaran_Kandyk	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*		Not included in the database because the translation deviates too far from the stimulus sentence.	jaš špaq fikir ʁu<b>z-u-dar	age(ABS) with thought(ABS) <N.SG>remain-PRS-NEG	‘Age influences memory.’			Lit. With age no memory left. На всякий случай: “pul-i idm-ir digiš apː-uru. [money-erg person-pl(ABS) change do-hab] ‘Money changes people.’ Я попыталась поменять исходное предложение на «Деньги влияют на людей». В результате получилось «Деньги меняют людей».		
126	Tabasaran_Kandyk	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом		ABS	POST.DIR	Y	ABS_POST.DIR		fatima maˁhaˁmed.a-q-ǯi alaq-nu	PN(ABS) PN-POST-DIR (H.SG)encounter-PST	‘Fatima encountered Mahamad.’					
126	Tabasaran_Kandyk	12	enter	X (enter) Y	входить	X (входить) в Y (дом)		ABS	IN	Y	ABS_IN		maˁhaˁmad χla-ʔ uc̊’-nu	PN(ABS) house-IN (H.SG)enter-PST	‘Mahamad entered the house.’			With any landmark, this verb would only require an “IN” form with no orientation morphemes.		
126	Tabasaran_Kandyk	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а		ERG	ABS	TR	TR		fatima-ji maˁhaˁmad qtip-nu	PN-ERG PN(ABS) (N.SG)overtake-PST	‘Fatima beat Mahamad.’			Lit. ‘Fatima overtook Mahamad’.		
126	Tabasaran_Kandyk	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а		ABS	IN.ELAT	Y	ABS_IN.ELAT		maˁhaˁmad χl.a-an uduc̊’-nu	PN(ABS) house-(IN)ELAT (H.SG)go.out-PST	‘Mahamad went out of the house.’					
126	Tabasaran_Kandyk	15	drive	X (drive) Y	гнать	X (гнать) Y-а		ERG	ABS	TR	TR		maˁhaˁmad-ǯi χni χtl.i-z ut’u<b>kː-nu	PN-ERG cow(ABS) field-DAT (N.SG)drive-PST	‘Mahamad drove the cow out to the pasture.’					
126	Tabasaran_Kandyk	16	bend	X (bend) Y	гнуть	X (гнуть) Y		ERG	ABS	TR	TR		fatima-ji t’ul q’uǯal ʁ-ap’-nu	PN-ERG branch(ABS) twofold PF-do-PST	‘Fatima bent the branch.’			CV. Lit. ‘Fatima did the branch twofold’.		
126	Tabasaran_Kandyk	17	tell	X (tell) Y	говорить	X (говорить) Y-у		ERG	DAT	Y	ERG_DAT		fatima-ji maˁhaˁmad.a-z fuvuš ʁa-p-nu	PN-ERG PN-DAT something PF-say-PST	‘Fatima told Mahamad something.’					
126	Tabasaran_Kandyk	18	hold	X (hold)Y	держать	X (держать) Y(-а)		ERG	ABS	TR	TR		maˁhaˁmad-ǯi ktab χl.i di-b-is-na	PN-ERG book(ABS) hand(IN) RES-N.SG-catch-RES	‘Mahamad is holding a book.’			CV		
