language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
2	Arabic_Standard	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	ṣudāʕun	*	*	*		Not included in the database because Y is expressed as part of a nominal compound. Non-verbal predicate.	ʕinda Badr-in ṣudāʕ-u-n	at PN-GEN headache-NOM-INDEF	‘Badr has a headache.’	у PN-GEN-INDEF головная.боль-NOM-INDEF		
2	Arabic_Standard	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	muṣābun	NOM	biGEN	Y	NOM_biGEN	Non-verbal predicate.	Badr-un muṣāb-u-n bi=l-Ɂanfalawanza	PN-NOM affected.M-NOM-INDEF by=DEF-flu	‘Badr has the flu.’	PN-NOM-INDEF пораженный-NOM-INDEF с=DEF-грипп		The genitive is not overt because the noun is a loanword. Otherwise, the noun would have had a genitive suffix.
2	Arabic_Standard	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	ḫāfa	NOM	minGEN	Y	NOM_minGEN		Badr-un yaḫāfu min al-kalb-i	PN-NOM be_afraid.IPF.3M from DEF-dog-GEN	‘Badr is afraid of the dog.’	PN-NOM-INDEF боится от DEF-собака-GEN		
2	Arabic_Standard	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	ramā	NOM	ACC	TR	TR		Badr-un ramā ḥaǧar-a-n	PN-NOM throw.PF.3M stone-ACC-INDEF	‘Badr threw a stone.’	PN-NOM-INDEF бросил камень-ACC-INDEF		
2	Arabic_Standard	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	kāfin	liGEN	NOM	X	liGEN_NOM	Non-verbal predicate.	li=Badr-in nuqūd-u-n kāfiy-at-u-n	to=PN-GEN money.PL-NOM-INDEF sufficient-F-NOM-INDEF	‘Badr has enough money.’	к=PN-GEN-INDEF деньги-NOM-INDEF достаточный-F-NOM-INDEF		
2	Arabic_Standard	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	šabiha	NOM	ACC	TR	TR		Badr-un yašbahu Maryam-a	PN-NOM be_similar.IPF.3M PN-ACC	‘Badr resembles Maryam.’	PN-NOM-INDEF походит PN-ACC		
2	Arabic_Standard	7	believe	X (believe) Y	верить	X (верить)Y-у	ṣaddaqa	NOM	ACC	TR	TR		Badr-un yuṣaddiqu Maryam-a	PN-NOM believe.IPF.3M PN-ACC	‘Badr believes Maryam.’	PN-NOM-INDEF верит PN-ACC		
2	Arabic_Standard	8	take	X (take) Y	взять	X (брать) Y(-а)	Ɂaḫaḏa	NOM	ACC	TR	TR		Badr-un Ɂaḫaḏa kitāb-a-n	PN-NOM take.PF.3M book-ACC-INDEF	‘Badr took a book.’	PN-NOM-INDEF взял книга-ACC-INDEF		
2	Arabic_Standard	9	see	X (see) Y	видеть	X (видеть) Y(-а)	raɁā	NOM	ACC	TR	TR		Badr-un yarā bayt-a-n	PN-NOM see.IPF.3M house-ACC-INDEF	‘Badr sees a house.’	PN-NOM-INDEF видит дом-ACC-INDEF		
2	Arabic_Standard	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	Ɂaṯṯara	NOM	alaaGEN	Y	NOM_alaaGEN		Ɂal-ʕumr-u yuɁaṯṯiru ʕalā ḏ-ḏākirat-i	DEF-age(M)-NOM influence.IPF.3M on DEF-memory(F)-GEN	‘Age influences memory.’	DEF-возраст-NOM влияет на DEF-память-GEN		
2	Arabic_Standard	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	Ɂiltaqā	NOM	biGEN	Y	NOM_biGEN		Badr-un Ɂiltaqā bi=Maryam-a	PN-NOM meet.PF.3M by=PN-GEN	‘Badr encountered Maryam.’	PN-NOM-INDEF встретился с=PN-GEN		
2	Arabic_Standard	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	daḫala	NOM	ACC	TR	TR		Badr-un daḫala l-bayt-a	PN-NOM enter.PF.3M DEF-house-ACC	‘Badr entered the house.’	PN-NOM-INDEF вошел DEF-дом-ACC		
2	Arabic_Standard	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	fāza	NOM	alaaGEN	Y	NOM_alaaGEN		fāza aḥmad-u ʕalā Muḥammad-in	win.PF.3M PN-NOM on PN-GEN	‘Ahmad beat Muhammad’	победил PN-NOM на PN-GEN-INDEF		
2	Arabic_Standard	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	ḫaraǧa	NOM	minGEN	Y	NOM_minGEN		Badr-un ḫaraǧa min al-bayt-i	PN-NOM go_out.PF.3M from DEF-house-GEN	‘Badr went out of the house.’	PN-NOM-INDEF вышел от DEF-дом-GEN		
2	Arabic_Standard	15	drive	X (drive) Y	гнать	X (гнать) Y-а	sāqa	NOM	ACC	TR	TR		Badr-un yasūqu l-baqar-a	PN-NOM drive.IPF.3M DEF-cow-ACC	‘Badr is driving the cow.’	PN-NOM-INDEF гонит DEF-корова-ACC		
2	Arabic_Standard	16	bend	X (bend) Y	гнуть	X (гнуть) Y	ṯanā	NOM	ACC	TR	TR		Badr-un ṯanā ġusn-a-n	PN-NOM bend.PF.3M branch-ACC-INDEF	‘Badr bent a branch.’	PN-NOM-INDEF согнул ветку-ACC-INDEF		
2	Arabic_Standard	17	tell	X (tell) Y	говорить	X (говорить) Y-у	qāla	NOM	liGEN	Y	NOM_liGEN		Badr-un qāla li=Maryam-a	PN-NOM say.PF.3M to=PN-ACC	‘Badr told Maryam.’	PN-NOM-INDEF сказал к=PN-ACC		
2	Arabic_Standard	18	hold	X (hold)Y	держать	X (держать) Y(-а)	masaka	NOM	ACC	TR	TR		Badr-un yamsiku kitāb-a-n	PN-NOM seize.IPF.3M book-ACC-INDEF	‘Badr is holding a book.’	PN-NOM-INDEF держит книга-ACC-INDEF		Same as 43
2	Arabic_Standard	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	laḥiqa	NOM	biGEN	Y	NOM_biGEN		Badr-un laḥiqa bi=Maryam-a	PN-NOM catch_up.PF.3M by=PN-GEN	‘Badr caught up with Maryam.’	PN-NOM-INDEF догнал с=PN-GEN		
2	Arabic_Standard	20	milk	X (milk) Y	доить	X (доить) Y-а	ḥalaba	NOM	ACC	TR	TR		Maryam-u ḥalabat il-baqarat-a	PN-NOM milk.PF.3F DEF-cow(F)-ACC	‘Maryam milked the cow.’	PN-NOM подоила DEF-корова-ACC		
2	Arabic_Standard	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	waṣala	NOM	ACC	TR	TR		Badr-un waṣala š-šāṭiɁ-a	PN-NOM reach.PF.3M DEF-bank-ACC	‘Badr reached the bank.’	PN-NOM-INDEF достиг DEF-берег-ACC		
2	Arabic_Standard	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	lamasa	NOM	ACC	TR	TR		Badr-un lamasa l-ḥāɁiṭ-a	PN-NOM touch.PF.3M DEF-wall-ACC	‘Badr touched the wall.’	PN-NOM-INDEF дотронулся DEF-стена-ACC		
2	Arabic_Standard	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	tašāǧara	NOM	maaGEN	Y	NOM_maaGEN		Badr-un yatašāǧaru maʕa Maryam-a	PN-NOM fight.IPF.3M with PN-GEN	‘Badr is fighting with Maryam.’	PN-NOM-INDEF дерется с2 PN-GEN		Same as 99
2	Arabic_Standard	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	ṣādaqa	NOM	ACC	TR	TR		Badr-un yuṣādiqu Maryam-a	PN-NOM be_friends.IPF.3M PN-ACC	‘Badr is friends with Maryam.’	PN-NOM-INDEF дружит PN-ACC		
2	Arabic_Standard	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	fakkara	NOM	biGEN	Y	NOM_biGEN		Badr-un yufakkiru bi=Maryam-a	PN-NOM think.IPF.3M by=PN-GEN	‘Badr is thinking about Maryam.’	PN-NOM-INDEF думает c=PN-GEN		
2	Arabic_Standard	26	eat	X (eat) Y	есть	X (есть) Y	Ɂakala	NOM	ACC	TR	TR		Badr-un Ɂakala tuffāḥ-a-n	PN-NOM eat.PF.3M apples-ACC-INDEF	‘Badr ate an apple.’	PN-NOM-INDEF съел яблоко-ACC-INDEF		
2	Arabic_Standard	27	fry	X (fry) Y	жарить	X (жарить) Y	qalā	NOM	ACC	TR	TR		Badr-un qalā samak-a-n	PN-NOM fry.PF.3M fish-ACC-INDEF	‘Badr fried a fish.’	PN-NOM-INDEF пожарил рыба-ACC-INDEF		
2	Arabic_Standard	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	Ɂintaẓara	NOM	ACC	TR	TR		Badr-un yantaẓiru Maryam-a	PN-NOM wait.IPF.3M PN-ACC	‘Badr is waiting for Maryam.’	PN-NOM-INDEF ждет PN-ACC		
2	Arabic_Standard	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	nasiya	NOM	ACC	TR	TR		Badr-un nasiya ṭarīq-a-n Ɂuḫrā	PN-NOM forget.PF.3M road(F)-ACC-INDEF other.F.INDEF	‘Badr forgot about the other road.’	PN-NOM-INDEF забыл дорога-ACC-INDEF другой-ACC-INDEF		
