language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
78	Chechen	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	lozu	GEN	ABS	X	GEN_ABS	Arguably, the NP in the genitive is a clause-level dependent.	Islam-an korta lozu	PN-GEN head.ABS ache.PRS	‘Islam has a headache.’		‘У Ислама болит голова.’	Agreement: no. The NP in the genitive can be moved around.
78	Chechen	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	AGR-u	GEN	ABS	X	GEN_ABS	Arguably, the NP in the genitive is a clause-level dependent.	Islam-an grip j-u	PN-GEN gripp.ABS J-be.PRS	‘Islam has the flu.’		‘Ислам болеет гриппом.’	Agreement: yes. Same as 38. Same verb as 18, but different pattern. Alternative is the DAT_NOM pattern that is used in the dynamic situation, cf. “Islam-ana grip qietta” [I.-DAT grip.ABS strike.PRF] “Islam zarazilsja grippom”.
78	Chechen	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	qoeru	ABS	LAT	Y	ABS_LAT		Islam zhala-x qoeru	PN.ABS dog-LAT fear.PRS	‘Islam is afraid of the dog.’		‘Ислам боится собаки.’	Agreement: no. 
78	Chechen	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	hwa-qoessi-	ERG	ABS	TR	TR		Islam-as t’ulg hwa-qoessi-ra	PN-ERG stone.ABS away-throw-WPST	‘Islam threw a stone.’		‘Ислам бросил камень.’	Agreement: no. Preverb (away)
78	Chechen	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	toe’a	DAT	ABS	X	DAT_ABS		Islam-ana axcha toe’a	PN-DAT money.ABS be_enough.PRS	‘Islam has enough money.’		‘Исламу хватает денег.’	Agreement: no. 
78	Chechen	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	tera + AGR-u	ABS	LAT	Y	ABS_LAT	Non-verbal predicate.	Islam Nadir-ax tera v-u	PN.ABS PN-LAT similar V-be.PRS	‘Islam resembles Nadir.’		‘Ислам похож на Надира.’	Agreement: yes. See the negated version in 64.
78	Chechen	7	believe	X (believe) Y	верить	X (верить)Y-у	tiesha	ABS	LAT	Y	ABS_LAT		Islam Nadir-ax tiesha	PN.ABS PN-LAT trust.PRS	‘Islam believes Nadir.’		‘Ислам верит Надиру.’	Agreement: no. Same as 114.
78	Chechen	8	take	X (take) Y	взять	X (брать) Y(-а)	hwa-ec-	ERG	ABS	TR	TR		Islam-as kinizhka hwa-ec-na	PN-ERG book.ABS here-take-PRF	‘Islam took a book.’		‘Ислам взял книгу.’	Agreement: no. Preverb (here)
78	Chechen	9	see	X (see) Y	видеть	X (видеть) Y(-а)	go	DAT	ABS	X	DAT_ABS		Islam-ana c’aa go	PN-DAT house.ABS see.PRS	‘Islam sees a house.’		‘Ислам видит дом.’	Agreement: no. 
78	Chechen	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*		Not included in the database because this translation is semantically inaccurate.	shierash hwieq’al gal-d-oqqu	year.PL.ERG mind.ABS bad-D-take	‘Age spoils memory.’		‘Возраст портит память.’	Agreement: *. CV
78	Chechen	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	doehwal qietta	DAT	ABS	X	DAT_ABS		Islam-ana Nadir doehwal qietta	PN-DAT PN.ABS against strike.PRF	‘Islam ran into Nadir.’		‘Ислам (случайно) встретился с Надиром.’	Agreement: no. CV (against strike). This sentence denotes an accidental encounter.
78	Chechen	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	AGR-axa	ABS	DATchu	Y	ABS_DATchu		Islam tüka-n-chu v-axa-na	PN.ABS shop-DAT-inside V-go-PRF	‘Islam entered the shop.’		‘Ислам вошел в магазин.’	Agreement: yes. Именно в случае со словом "дом" показателя датива нет, с другим словами он был бы. Послелог chu глоссируется как inside. Кажется, этот же глагол используется в случае с "тонуть" (104)
78	Chechen	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	eshii-	ERG	ABS	TR	TR		Islam-as Nadir eshii-na	PN-ERG PN.ABS beat-PRF	‘Islam beat Nadir.’		‘Ислам выиграл у Надира.’	Agreement: no. 
78	Chechen	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	aara-AGR-aella	ABS	chura	Y	ABS_chura		Islam miazhdig chu-ra aara-v.aella	PN.ABS mosque inside-ABL out-V.go.PRF	‘Islam went out of the house.’		‘Ислам вышел из дома.’	Agreement: yes. Preverb (out). The noun for 'mosque' is used here in its unmodified form. Some other nouns would be used in their "adverbial" form with the modified final vowel.
78	Chechen	15	drive	X (drive) Y	гнать	X (гнать) Y-а	dwa-lollu	ERG	ABS	TR	TR		Islam-as jett dwa-lollu	PN-ERG cow.ABS away-drive.PRS	‘Islam is driving the cow.’		‘Ислам гонит корову.’	Agreement: no. Preverb (away)
78	Chechen	16	bend	X (bend) Y	гнуть	X (гнуть) Y	satta-AGR-i-	ERG	ABS	TR	TR		Islam-as ditt satta-d-i-na	PN-ERG tree.ABS bend-D-make-PRF	‘Islam bent the branch.’		‘Ислам согнул ветку.’	Agreement: yes. CAUS
78	Chechen	17	tell	X (tell) Y	говорить	X (говорить) Y-у	ael-	ERG	ALL	Y	ERG_ALL		Islam-as Nadir-aga ael-la	PN-ERG PN-ALL say-PRF	‘Islam told Nadir: ...’		‘Ислам сказал Надиру: ...’	Agreement: no. 
78	Chechen	18	hold	X (hold)Y	держать	X (держать) Y(-а)	AGR-u	ALL	ABS	X	ALL_ABS		Islam-aga kinizhla j-u	PN-ALL book.ABS J-be.PRS	‘Islam is holding a book.’		‘Ислам держит книгу.’	Agreement: yes. Same verb as 2, 38, but different pattern.
78	Chechen	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	t’aehwaqi’a	ABS	DAT	Y	ABS_DAT		Islam Nadir-ana t’aehwaqi’a-na	PN.ABS PN-DAT catch_up-PRF	‘Islam caught up with Nadir.’		‘Ислам догнал Надира.’	Agreement: no. 
78	Chechen	20	milk	X (milk) Y	доить	X (доить) Y-а	ozna	ERG	ABS	TR	TR		Islam-as jett ozna	PN-ERG cow.ABS pull.PRF	‘Islam milked the cow.’		‘Ислам подоил корову.’	Agreement: no. букв. "pull"
78	Chechen	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	dwa-qaech-	ABS	ALL	Y	ABS_ALL		Islam xijist-ie dwa-qaech-na	PN.ABS edge.of.the.water-ALL away-reach-PRF	‘Islam reached the bank.’		‘Ислам достиг берега.’	Agreement: no. Preverb.
78	Chechen	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	woetti-	ERG	LAT	Y	ERG_LAT		Islam-as pen-ax kyg woetti-na	PN-ERG wall-LAT hand touch-PRF	‘Islam touched the wall.’		‘Ислам дотронулся до стены.’	Agreement: no. CV.
78	Chechen	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	liet-ash AGR-u	ABS	LAT	Y	ABS_LAT		Islam Nadir-ax liet-ash v-u	PN.ABS PN-LAT fight-CVB.SIM V-be.PRS	‘Islam is fighting with Nadir.’		‘Ислам дерется с Надиром.’	Agreement: yes. CVB+be
78	Chechen	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	dottagh	*	*	*		Not included in the database because X is expressed as an NP-internal modifier. Non-verbal predicate.	Islam Nadir-an dottagh v-u	PN.ABS PN-GEN friend.ABS V-be.PRS	‘Islam is friends with Nadir.’		‘Ислам дружит с Надиром.’	Agreement: *. Только именная конструкция (X -- друг Y-а), единая составляющая, не засчитываю
78	Chechen	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	dagalaetta	DAT	ABS	X	DAT_ABS		Islam-ana Madina dagalaetta	PN-DAT PN.ABS think.PRS	‘Islam is thinking about Nadir.’		‘Ислам думает о Мадине.’	Agreement: no. 
78	Chechen	26	eat	X (eat) Y	есть	X (есть) Y	AGR-e’a-	ERG	ABS	TR	TR		Islam-as wash b-e’a-na	PN-ERG apple.ABS B-eat-PRF	‘Islam ate an apple.’		‘Ислам съел яблоко.’	Agreement: yes. 
78	Chechen	27	fry	X (fry) Y	жарить	X (жарить) Y	qaerzi-	ERG	ABS	TR	TR		Islam-as ch’aara qaerzi-na	PN-ERG fish.ABS fry-PRF	‘Islam fried the fish.’		‘Ислам пожарил рыбу.’	Agreement: no. 
78	Chechen	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	hwoezh-ush AGR-u	ABS	ALL	Y	ABS_ALL		Islam Nadir-aga hwoezh-ush v-u	PN.ABS PN-ALL see.IPFV-CVB.SIM V-be.PRS	‘Islam is waiting for Nadir.’		‘Ислам ждет Надира.’	Agreement: yes. CV.
78	Chechen	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	AGR-ic-AGR-ella	DAT	ABS	X	DAT_ABS		Islam-ana vazh niaq’ b-ic-b-ella	PN-DAT other way.ABS B-PV-B-get.PRF	‘Islam forgot about the other road.’		‘Ислам забыл о другой дороге.’	Agreement: yes. Preverb.
78	Chechen	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	hwaezh-na AGR-u	ABS	ALL	Y	ABS_ALL		hwieq’al shariesh-ga hwaezh-na d-u	mind.ABS year.PL-ALL see.PFV-CVB.ANT D-be.PRS	‘Memory depends on age.’		‘Память зависит от возраста.’	Agreement: yes. CV.
78	Chechen	31	call	X (call) Y	звать	X (звать) Y-а	qaiqi-na	ABS	ALL	Y	ABS_ALL		Islam Nadir-aga qaiqi-na	PN.ABS PN-ALL call-PRF	‘Islam called Nadir.’		‘Ислам позвал Надира.’	Agreement: no. 
78	Chechen	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	AGR-ouzi-	DAT	ABS	X	DAT_ABS		Islam-ana Nadir sho hwalxa v-ouzi-na	PN-DAT PN.ABS year.ABS early V-meet-PRF	‘Islam got to know Nadir a year ago.’		‘Ислам познакомился с Надиром год тому назад.’	Agreement: yes. Это, видимо, аспектуальная форма того же глагола, что в конструкции 33 (знать)
78	Chechen	33	know	X (know) Y	знать 	X (знать) Y-а	AGR-ouza	ERG	ABS	TR	TR		Islam-ana Nadir v-ouza	I-ERG PN.ABS V-know.PRS	‘Islam knows Nadir.’		‘Ислам знает Надира.’	Agreement: yes. Это, видимо, аспектуальная форма того же глагола, что в конструкции 32 (знакомиться)
78	Chechen	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	loqu	ERG	ABS	TR	TR		Islam-as pondar loqu	PN-ERG guitar.ABS play.PRS	‘Islam is playing the guitar.’		‘Ислам играет на гитаре.’	Agreement: no. Non-actual present (otherwise the biabsolutive construction must be used).
78	Chechen	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	idu	ERG	LAT	Y	ERG_LAT		Islam-as Nadir-ax idu	I-ERG PN-LAT go:ITER.PRS	‘Islam avoids Nadir.’		‘Ислам избегает Надира.’	Agreement: no. Это итеративная форма глагола "идти"
78	Chechen	36	make	X (make) Y	изготовить	X (изготовить) Y	AGR-i-	ERG	ABS	TR	TR		Islam-as bomba j-i-na	PN-ERG bomb.ABS J-make-PRF	‘Islam made a bomb.’		‘Ислам изготовил бомбу.’	Agreement: yes. Same as 85.
