language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
122	Dargwa_Kadar	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	iz-es (IPFV)	GEN	NOM	X	GEN_NOM	The NP in the genitive displays some properties of a clause-level dependent.	meħamad-la bek' iz-ur	PN-GEN head hurt.IPFV-TH	‘Muhammad has a headache.’		‘У Магомеда болит голова.’	NS: Перестановка допустима с некоторым трудом (явно хуже нормального порядка): ?meħamad-la iz-ur bek'. То же самое про вставку наречия (вставлено слово «сегодня»): meħamad-la išbari bek' iz-ur (допустимо, но не очень). Вопрос (на глаголе появляется показатель частного вопроса =а, це = «что»): Что болит у Магомеда? Це изура Мех1амадла? Мех1амадла це изура? SS: Interrogative construction displays discontinuity.		
122	Dargwa_Kadar	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	́CL-aˤʁ-es / CL-iʁ-es	SUPER	NOM	X	SUPER_NOM		meħamad-i-ke gripː b-aˤʁ-i-le	PN-OBL-SUPER flu(RUS) N-reach.PFV-PRET-CVB	‘Muhammad has the flu.’		‘Магомед болеет гриппом.’	Same verbs as 5, 21, different structure.		
122	Dargwa_Kadar	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	uruχ-CL-uk'-as (IPFV)	NOM	EL	Y	NOM_EL		meħamad χʷa-l-zaka uruχ-0-uk'-ar	PN dog-OBL-EL fear-M-say.IPFV-TH	‘Muhammad is afraid of the dog.’		‘Магомед боится собаки.’	CV		
122	Dargwa_Kadar	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	ib-es / ilb-es	ERG	NOM	TR	TR		meħamad-li ʁarqa ib-un	PN-ERG stone throw.PFV-PRET	‘Muhammad threw a stone.’		‘Магомед бросил камень.’			
122	Dargwa_Kadar	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	́CL-aˤʁ-es / CL-iʁ-es	DAT	NOM	X	DAT_NOM		meħamad-i-s arc d-iʁ-ur	PN-OBL-DAT money NPL-reach.IPFV-TH	‘Muhammad has enough money.’		‘Магомеду хватает денег.’	Same verbs as 2, 21, different structure.		
122	Dargwa_Kadar	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	mušu-CL-uk'-as (IPFV)	NOM	SUPER	Y	NOM_SUPER		meħamad rasu-j-ke mušu-0-uk'-ar	PN PN-OBL-SUPER alike-M-say.IPFV-TH	‘Muhammad resembles Rasul.’		‘Магомед похож на Расула.’	CV		
122	Dargwa_Kadar	7	believe	X (believe) Y	верить	X (верить)Y-у	mar-CL-uh-es / mar-CL-ur-es	NOM	SUPER	Y	NOM_SUPER		meħamad ʡaˤšura-li-ke mar-0-ur-ar	PN PN-OBL-SUPER true-M-become.IPFV-TH	‘Muhammad believes Ashura.’		‘Магомед верит Ашуре.’	CV. Same as 114.		
122	Dargwa_Kadar	8	take	X (take) Y	взять	X (брать) Y(-а)	ar-as-es / ir-is-es	ERG	NOM	TR	TR		meħamad-li kitap ar-as-ib	PN-ERG book AWAY-take.PFV-PRET	‘Muhammad took a book.’		‘Магомед взял книгу.’			
122	Dargwa_Kadar	9	see	X (see) Y	видеть	X (видеть) Y(-а)	ke-CL-a-es / ki-CL-i-es	ERG	NOM	TR	TR		meħamad-li qali ki-b-iʔ-u	PN-ERG house ON-N-see.PFV-TH	‘Muhammad sees a house.’		‘Магомед видит дом.’			
122	Dargwa_Kadar	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*		Not included in the database because the translation deviates too far from the stimulus sentence.	χugi iʁ-u=cada zat qum-art-an 0-ur-ar	big reach.IPFV-PRS=as.much.as thing forget-LV.PFV-POT M-become.IPFV-TH	‘As you get older, you get forgetful.’		‘По мере того, как стареешь, становишься забывчивым.’			
