language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
28	Romani_Kalderash	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	dukhal	ACC	NOM	X	ACC_NOM		man dukha-l ma o šər-o	I.ACC ache-PRS.3SG I.CL ART.M.DIR.SG head-NOM.SG	‘I have a headache.’	я.ACC болеть-PRS.3SG я.CL ART.M.DIR.SG голова-NOM.SG	‘У меня болит голова.’	!смена ролей	дукхал	ман дукха-л ма о шэр-о
28	Romani_Kalderash	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	sy	LOC	NOM	X	LOC_NOM		les-te sy les grib-o	he-LOC be.PRS.3 he.CL flu-NOM.SG	‘He has the flu.’	он-LOC быть.PRS.3 он.CL грипп-NOM.SG	‘У него грипп.’	посессивная конструкция	сы	лесте сы лес гриб-о
28	Romani_Kalderash	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	daral	NOM	ABL	Y	NOM_ABL		o Murš-a dara-l kata źukəl	ART.M.DIR.SG PN-NOM.SG fear-PRS.3SG from dog[NOM.SG]	‘Murša is afraid of the dog.’	ART.M.DIR.SG PN-NOM.SG бояться-PRS.3SG от собака[NOM.SG]	‘Мурша боится собаки.’	Nominal constructions with kata systematically correspond to the use of ablatives with pronouns (cf. dara-l les-tar [бояться-PRS.3SG он-ABL].	дарал	о Мурш-а дара-л ката жюкэл
28	Romani_Kalderash	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	śudel	NOM	ACC	TR	TR		o Murš-a śuď-a bař	ART.M.DIR.SG PN-NOM.SG throw-PST.3SG stone[ACC.SG]	‘Murša threw a stone.’	ART.M.DIR.SG PN-NOM.SG бросать-PST.3SG камень[ACC.SG]	‘Мурша бросил камень.’		шюдел	о Mурш-a шюд-я барр
28	Romani_Kalderash	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	arəsəl	LOC	NOM	X	LOC_NOM	 	les-te arəs-əl les love	he-LOC suffice-PRS.3SG he.CL money[NOM.PL]	‘He has enough money.’	он-LOC быть_достаточным-PRS.3SG он.CL деньги[NOM.PL]	‘У него достаточно денег.’	In this meaning, the verb always has the 3SG form. совпадает с достичь, но в любом случае, похоже, другая модель	арэсэл	лесте арэсэ-л лес лове
28	Romani_Kalderash	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	mʼa(zo)l  	NOM	pe	Y	NOM_pe	The preposition is obligatory with pronouns. With nominal Y’s the binominative construction is possible.	o Murš-a mʼa-l pe les-te	ART.M.DIR.SG PN-NOM.SG resemble-PRS.3SG on he-LOC	‘Murša resembles him.’	ART.M.DIR.SG PN-NOM.SG быть_похожим-PRS.3SG на он-LOC	‘Мурша похож на него.’	Был еще вариант с биноминативной конструкцией	мя(зо)л  	о Мурш-а мя-л пе лес-те
28	Romani_Kalderash	7	believe	X (believe) Y	верить	X (верить)Y-у	paťal	NOM	ACC	TR	TR		o Murš-a paťa-l la Marijk-a	ART.M.DIR.SG PN-NOM.SG believe-PRS.3SG ART.F.OBL.SG PN-ACC.SG	‘Murša believes Marijka.’	ART.M.DIR.SG PN-NOM.SG верить-PRS.3SG ART.F.OBL.SG PN-ACC.SG	‘Мурша верит Марийке.’	То же, что доверять	патял	о Мурш-а патя-л ла Марийк-акэ
28	Romani_Kalderash	8	take	X (take) Y	взять	X (брать) Y(-а)	lel	NOM	ACC	TR	TR		o Murš-a ľ-a ə knišk-a	ART.M.DIR.SG PN-NOM.SG take-PST.3SG ART.F.DIR.SG book-ACC.SG	‘Murša took a book.’	ART.M.DIR.SG PN-NOM.SG брать-PST.3SG ART.F.DIR.SG книга-ACC.SG	‘Мурша взял книгу.’		лел	о Мурш-а л-я э книшк-а
28	Romani_Kalderash	9	see	X (see) Y	видеть	X (видеть) Y(-а)	dikhəl	NOM	ACC	TR	TR		o Murš-a dikh-əl o khər	ART.M.DIR.SG PN-NOM.SG see-PRS.3SG ART.M.DIR.SG house[ACC.SG]	‘Murša sees a house.’	ART.M.DIR.SG PN-NOM.SG видеть-PRS.3SG ART.M.DIR.SG дом[ACC.SG]	‘Мурша видит дом.’		дикхэл	о Мурш-а дикх-э-л о кхэр
28	Romani_Kalderash	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	vliil	NOM	pe	Y	NOM_pe	There is no inherited verb, the Russian verb is used.	le bərš vlii-n p-o pamiťo	ART.PL year[NOM.PL] influence-PRS.3PL on-ART.M.DIR.SG.SG memory-NOM.SG	‘Age influences memory.’	ART.PL год[NOM.PL] влиять-PRS.3PL на-ART.M.DIR.SG.SG память-NOM.SG	‘Возраст влияет на память.’	заимствование из русского	влиил	ле бэрш влии-н по памитё
