language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
69	Adyghe	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	узы	NominalPossessor	ABS	X	NominalPossessor_ABS	Check if anything can be inserted between ‘the guy’ and ‘the head’.	č̣ʼale-m ə-ŝhe me-wəzə	парень-OBL 3SG.PR-голова DYN-болеть	‘У парня болит голова.’			В позиции абсолютивного подлежащего нормальная посессивная ИГ. Засчитываю по аналогии с другими языками.		К1алэм ышъхьэ мэузы.
69	Adyghe	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	и-Iэ	POSS	ABS	X	POSS_ABS	The animate argument is indexed on the verb.	č̣ʼale-m grip jə-ʔ	парень-OBL грипп(ABS) POSS-быть	‘Парень болеет гриппом.’			INV		К1алэм грипп и1.
69	Adyghe	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	щы-щынэ	ABS	LOC	Y	ABS_LOC	Y can be indexed as the object of the locative preverb.	č̣ʼale-r he-m šʼ-e-šʼəne	парень-ABS собака-OBL LOC-DYN-бояться	‘Парень боится собаки.’					К1алэр хьэм щэщынэ.
69	Adyghe	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	дзы	ERG	ABS	TR	TR		č̣ʼele–nahə-ẑə-m məẑʷe-r ə-ʒə-ʁ	парень–более-старый-OBL камень-ABS 3SG.ERG-бросить-PST	‘Старший парень бросил камень.’					К1элэ нахьыжъым мыжъор ыдзыгъ.
69	Adyghe	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	ф-и-къу	BEN	ABS	X	BEN_ABS		pŝaŝe-m ʔaχčʼe fə-r-j-e-qʷə	девушка-OBL деньги(ABS) BEN-LNK-LOC:CONT-DYN-хватать	‘Девушке хватает денег.’			INV		Пшъашъэм 1ахъчэ фырекъу
69	Adyghe	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	е-хьщыр	ABS	DAT	Y	ABS_DAT		wə-s-e-hšʼər-ep	2SG.ABS-1SG.IO-DAT-похожий-NEG	‘Ты не похож на меня’			Задал вопрос.		Усэхьщырэп
69	Adyghe	7	believe	X (believe) Y	верить	X (верить)Y-у	цыхьэ фэ-шIы	ERG	BEN	Y	ERG_BEN	Same as 114. Alternative is цыхьэ феш1ы (cəhe f-j-e-ṣ̂ə) with the same structure and the same meaning.	č̣ʼale-m pŝaŝe-m cah f-j-e-ṣ̂ə	парень-OBL девушка-OBL доверие BEN-3SG.ERG-DYN-делать	‘Парень верит девушке.’			CV ("доверие делать"), то же, что 114		К1алэм пшъашъэм цахь феш1ы.
69	Adyghe	8	take	X (take) Y	взять	X (брать) Y(-а)	штэ	ERG	ABS	TR	TR		pŝaŝe-m txəλə-r q-ə-šta-ʁ	девушка-OBL книга-ABS DIR-3SG.ERG-взять-PST	‘Девушка взяла книгу.’					Пшъашъэм тхылъыр къыштагъ.
69	Adyghe	9	see	X (see) Y	видеть	X (видеть) Y(-а)	лъэгъу	ERG	ABS	TR	TR		pŝaŝe-m wəne-r j-e-λeʁʷə	девушка-OBL дом-ABS 3SG.ERG-DYN-видеть	‘Девушка видит дом.’					Пшъашъэм унэр елъэгъу.
69	Adyghe	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*		Not included in the database because the translation deviates too far from the stimulus sentence. This construction is only possible when the X-argument is human.	s-jə-č̣ʼelejeʁaǯʼe jə-feme.bžʼəme-xe-r qə-s-tje-ha-ʁe-x	1SG.PR-POSS-учитель POSS-воздействие-PL-ABS DIR-1SG.IO-LOC:TOP-войти-PST-PL	‘На меня повлияли мои учителя’			Адекватного перевода получить не удалось. Фактически основной перевод использует глагол "зависеть" (см. 30), на что косвенно указывает и порядок слов. Получено выражение со значением собственно "влиять", но оно допустимо только если влияющий -- это человек. Не засчитываю.		Cик1элэегъаджэ ифэмэ-бжьымэхэр къыстехьагъэх.
69	Adyghe	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	Iу-кIэ	ABS	LOC.FRONT	Y	ABS_LOC.FRONT		pŝaŝe-r policejske-m ʔʷə-č̣ʼa-ʁ	девушка-ABS полицейский-OBL LOC:FRONT-встретить-PST	‘Девушка встретилась с полицейским.’					Пшъашъэр полицейскэм 1ук1агъ.
69	Adyghe	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	и-хьэ	ABS	LOC.CONT	Y	ABS_LOC.CONT		pŝaŝe-r wəne-m jə-ha-ʁ	девушка-ABS дом-OBL LOC:CONT-войти-PST	‘Девушка вошла в дом.’					Пшъашъэр унэм ихьагъ.
69	Adyghe	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	те-кIо	ABS	LOC.TOP	Y	ABS_LOC.TOP	Alternative is “pŝaŝe-m č̣ʼale-m qə-ṣ̂w-jə-hə-ʁ” (девушка-obl парень-obl dir-mal-3sg.erg-снимать-pst), which literally means ‘to take something with the force’.	pŝaŝe-r č̣ʼale-m tje-ḳʷa-ʁ	девушка-ABS парень-OBL LOC:TOP-идти-PST	‘Девушка выиграла у парня.’			Второй вариант къыш1уихьыгъ, букв. "отобрать что-то силой", ERG-MAL. Это тот же глагол и та же конструкция, что 13. В адыгейском плохо с конверисвами.		Пшъашъэр к1алэм тек1уагъ.
69	Adyghe	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	и-кIы	ABS	LOC.CONT	Y	ABS_LOC.CONT		pŝaŝe-r wəne-m jə-č̣ʼə-ʁ	девушка-ABS дом-OBL LOC:CONT-выйти-PST	‘Девушка вышла из дома.’					Пшъашъэр унэм ик1ыгъ.
69	Adyghe	15	drive	X (drive) Y	гнать	X (гнать) Y-а	фы	ERG	ABS	TR	TR		čʼemaχʷe-m čʼemə-r j-e-fə	пастух-OBL корова-ABS 3SG.ERG-DYN-гнать	‘Пастух гонит корову.’					Чэмахъом чэмыр ефы.
69	Adyghe	16	bend	X (bend) Y	гнуть	X (гнуть) Y	уфэ	ERG	ABS	TR	TR		č̣ʼale-m qʷətame-r ə-wəfa-ʁ	парень-OBL ветка-ABS 3SG.ERG-гнуть-PST	‘Парень согнул ветку.’					К1алэм къутамэр ыуфагъ.
69	Adyghe	17	tell	X (tell) Y	говорить	X (говорить) Y-у	е-Iо	ERG	DAT	Y	ERG_DAT		dirjekterə-m č̣ʼelejeʁaǯʼe-m r-jə-ʔʷa-ʁ:	директор-OBL учитель-OBL 3SG.IO+DAT-3SG.ERG-сказать-PST	‘Директор сказал учителю: ...’			Тот же глагол используется в 51		Директорым к1элэегъаджэм ри1уагъ:
69	Adyghe	18	hold	X (hold)Y	держать	X (держать) Y(-а)	Iыгъ	ERG	ABS	TR	TR		pŝaŝe-m txələ-r ə-ʔəʁ	девушка-OBL книга-ABS 3SG.ERG-держать	‘Девушка держит книгу’					Пшъашъэм тхылыр ы1ыгъ.
69	Adyghe	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	кIэлъы-хьэ	ABS	LOC.BEHIND.LOC.AFTER	Y	ABS_LOC.BEHIND.LOC.AFTER	There are two preverbs that can be viewed as a single complex preverb. The Y-argument is indexed in a slot adjacent to the complex preverb.	č̣ʼale-r pŝaŝe-m č̣ʼe-λə-ha-ʁ	парень-ABS девушка-OBL LOC:BEHIND-LOC:AFTER-войти-PST	‘Парень догнал девушку.’					К1алэр пшъашъэм к1элъыхьагъ.
69	Adyghe	20	milk	X (milk) Y	доить	X (доить) Y-а	щы	ERG	ABS	TR	TR		bzəλfəʁe-m čʼemə-r ə-šʼə-ʁ	женщина-OBL корова-ABS 3SG.ERG-доить-PST	‘Женщина подоила корову.’					Бзылъфыгъэм чэмыр ыщыгъ.
69	Adyghe	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	нэ-сы	ABS	LOC.TO	Y	ABS_LOC.TO		λ̣ə-r psə-nepqə-m ne-sə-ʁ	мужчина-ABS вода-берег-OBL LOC:TO-достичь-PST	‘Мужчина достиг берега.’			То же, что 22		ЛIыр псынэпкъым нэсыгъ
