language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
117	Rutul_Shinaz	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	j-ete-n	ATTR	NOM	X	ATTR_NOM	The possessor NP displays some properties of a clause-level dependent. 	basir-dɨ pisana q'ul v-eti-v	PN-ATTR very head(A) A-hurt.PF-AOR.A	‘Basir has a severe headache.’			РР: «Между словами Басирды и кьул можно поставить слова с разными значениями: например, писана (сильно), гьими арий (сейчас). Порядок слов в предложении можно изменить: например, Кьул ветив Басирды (голова болит у Басира), Ветив кьул Басирды (болит голова у Басира), это зависит от логического ударения в предложении.»
117	Rutul_Shinaz	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	načaʁ h-iši-n	NOM	COM	Y	NOM_COM	Non-verbal predicate.	basir načaʁ ɨj gripp-a-xvan	PN unwell COP flu-OBL-COM	‘Basir has the flu.’			
117	Rutul_Shinaz	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	gič' v-iši-n	DAT	EL	XY	DAT_EL	Non-verbal predicate.	basir-ɨs gič' ij tɨlɨj-la	PN-DAT fear(A) COP dog.OBL-EL	‘Basir is afraid of the dog.’			
117	Rutul_Shinaz	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	χač'ibχɨ-n	ERG	NOM	TR	TR		basir χač'ibχɨ-r duχul	PN(ERG) A.throw.PF-AOR stone(A)	‘Basir threw a stone.’			
117	Rutul_Shinaz	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	ʁejq'ɨ-n	DAT	NOM	X	DAT_NOM		basir-ɨs šehi-bɨr ʁejq'ɨ-j	PN-DAT coin-PL.NOM N.be_enough.PF-AOR.N	‘Basir has enough money.’			
117	Rutul_Shinaz	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	kejkɨ-n	NOM	CONT	Y	NOM_CONT		basir kejkɨ-j karam-ɨkj	PN N.resemble.PF-AOR.M PN-CONT	‘Basir resembles Karam.’			
117	Rutul_Shinaz	7	believe	X (believe) Y	верить	X (верить)Y-у	ilamiš h-iši-n	NOM	SUPER	Y	NOM_SUPER	Non-verbal predicate.	basir ilamiš ij karam-ɨ	PN believe COP PN-SUPER	‘Basir believes Karam.’			
117	Rutul_Shinaz	8	take	X (take) Y	взять	X (брать) Y(-а)	lijši-n	ERG	NOM	TR	TR		basir lijši-r kitab	PN(ERG) N.take.PF-AOR book	‘Basir took a book.’			
117	Rutul_Shinaz	9	see	X (see) Y	видеть	X (видеть) Y(-а)	hagu-n	DAT	NOM	X	DAT_NOM		basir-ɨs hagu-j χal	PN-DAT (N)see.PF-AOR.N house	‘Basir sees a house.’			
117	Rutul_Shinaz	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	asɨl h-iši-n	*	*	*		Not included in the database because this translation is semantically inaccurate.	ješ-mɨ-la asɨl ɨj hik'i-j ʁatkɨ-n	year-PL.OBL-EL depending COP heart.OBL-SUPER N.remain.PF-MSD	‘Memory depends on age.’			
117	Rutul_Shinaz	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	salat' h-iši-n	NOM	SUPER	Y	NOM_SUPER	Non-verbal predicate.	basir salat' h-iši-r karam-ɨ	PN meeting M-be.PF-AOR PN-SUPER	‘Basir encountered Karam.’			
117	Rutul_Shinaz	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	aˁč’uˁ-n	NOM	NOM	Y	NOM_NOM		iz-dı duχ aˁč’uˁ-r mixteb	my-ATTR son (M)enter.PF-AOR school	‘My son entered the school.’			The original sentence was “Басир аьхъаьчlур хал”, but I changed it because ‘house’ has some unusual properties. “Basir entered the school” is “basir aˁč’uˁr mixteb”. The bear entered the school is “Си аьвчlур михьтеб”. The X-argument is in the nominative case even though the Y-argument is in the nominative case, too.
117	Rutul_Shinaz	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	ʁemi h-iši-n	NOM	EL	Y	NOM_EL	Non-verbal predicate.	basir ʁemi h-iši-r karam-ɨla	PN winning M-be.PF-AOR PN-EL	‘Basir beat Karam.’			
117	Rutul_Shinaz	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	ʁaʔ qhɨxɨ-n	NOM	IN	Y	NOM_IN		basir χal-a ʁaʔ qhɨxɨ-r	PN house-IN out RE.(M).go.PF-AOR	‘Basir went out of the house.’			CV
117	Rutul_Shinaz	15	drive	X (drive) Y	гнать	X (гнать) Y-а	jɨkɨ-n	ERG	NOM	TR	TR		basir hivɨka-r a zer	PN(ERG) A.drive.IPF-SIMUL EXIST cow	‘Basir is driving the cow.’			
117	Rutul_Shinaz	16	bend	X (bend) Y	гнуть	X (гнуть) Y	q'uˁt'k' hɨʔɨ-n	ERG	NOM	TR	TR		basir q'uˁt'k' hɨʔɨ-r bɨdaʁ	PN(ERG) bend N.do.PF-AOR branch	‘Basir bent the branch.’			CV
117	Rutul_Shinaz	17	tell	X (tell) Y	говорить	X (говорить) Y-у	xu-n	ERG	AD	Y	ERG_AD		basir xu-rɨ karam-da	PN(ERG) say.PF-PERF PN-AD	‘Basir told Karam.’			
117	Rutul_Shinaz	18	hold	X (hold)Y	держать	X (держать) Y(-а)	χaqhɨ-n	ERG	NOM	TR	TR		basir χaqhɨ-r a kitab	PN(ERG) (N)catch.PF-SEQ EXIST book	‘Basir is holding a book.’			Same as 41, 75
117	Rutul_Shinaz	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	leqhejq'ɨ-n	NOM	APUD	Y	NOM_APUD		basir leqhejq'ɨ-r peri-χda	PN RE.M.fight.PF-AOR PN-APUD	‘Basir caught up with Peri.’			
117	Rutul_Shinaz	20	milk	X (milk) Y	доить	X (доить) Y-а	v-ezi-n	ERG	NOM	TR	TR		basir v-ezi-rɨ zer	PN(ERG) A-milk.PF-PERF cow	‘Basir milked the cow.’			
117	Rutul_Shinaz	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	lejq'ɨ-n	NOM	SUPER	Y	NOM_SUPER		basir lejq'ɨ-rɨ qirʁ-ɨ	PN M.reach.PF-PERF shore.OBL-SUPER	‘Basir reached the bank.’			
117	Rutul_Shinaz	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	kejq'ɨ-n	NOM	CONT	Y	NOM_CONT		basir kejq'ɨ-rɨ masal-ɨkj	PN M.touch.PF-PERF wall-CONT	‘Basir touched the wall.’			Same as 79
117	Rutul_Shinaz	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	kičiqhɨ-n	NOM	COM	Y	NOM_COM		basir kičiqha-r a karam-ɨxvan	PN (M)fight.IPF-SIMUL EXIST PN-COM	‘Basir is fighting with Karam.’			
117	Rutul_Shinaz	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	nuhuˁbat v-iši-n	ATTR	COM	XY	ATTR_COM	Non-verbal predicate. The possessor NP displays some properties of a clause-level dependent.	basir-dɨ hamıʔ nuhuˁbat a karam-ɨxvan	PN-ATTR now friendship(A) EXIST PN-COM	‘Basir is now friends with Karam.’			
117	Rutul_Shinaz	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	fikɨr havʔɨ-n	ERG	CONTEL	Y	ERG_CONTEL		basir fikɨr vaʔa-r a peri-kla	PN(ERG) thought(A) A.do.IPF-SIMUL EXIST PN-CONTEL	‘Basir is thinking about Peri.’			CV
117	Rutul_Shinaz	26	eat	X (eat) Y	есть	X (есть) Y	ljɨvʔɨ-n	ERG	NOM	TR	TR		basir ljɨvʔɨ-r aˁč	PN(ERG) A.eat.PF-AOR apple	‘Basir ate an apple.’			
117	Rutul_Shinaz	27	fry	X (fry) Y	жарить	X (жарить) Y	džirdž hɨʔɨ-n	ERG	NOM	TR	TR		basir vidžirdž havʔɨ-r baluʁ	PN(ERG) A.cooking A.do.PF-AOR fish(A)	‘Basir fried the fish.’			CV
117	Rutul_Shinaz	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	güzlemiš hɨʔɨ-n	ERG	NOM	TR	TR		basir güzlemiš haʔa-r a karam	PN(ERG) waiting M.do.IPF-SIMUL EXIST PN	‘Basir is waiting for Karam.’			CV
117	Rutul_Shinaz	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	hik'i-j upχu-n	DAT	NOM	X	DAT_NOM		basir-ɨs hik'i-j upχu-r tinbij-dɨ raˁqh	PN-DAT heart.OBL-SUPER A(drop).PF-AOR other-ATTR road(A)	‘Basir forgot (about) the other road.’			CV
117	Rutul_Shinaz	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	asɨl-ɨ h-iši-n	NOM	EL	Y	NOM_EL	Non-verbal predicate.	hik'i-j ʁatkɨ-n asɨl ɨj ješ-mɨ-la	heart.OBL-SUPER N.remain.PF-MSD depending COP year-PL.OBL-EL	‘Memory depends on age.’			
117	Rutul_Shinaz	31	call	X (call) Y	звать	X (звать) Y-а	un hɨʔɨ-n	ERG	APUD	Y	ERG_APUD		basir un hɨʔɨ-r karam-ɨχda	PN(ERG) call N.do.PF-AOR PN-APUD	‘Basir called Karam.’			CV
117	Rutul_Shinaz	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	tanɨš h-iši-n	NOM	COM	Y	NOM_COM	Non-verbal predicate	basir tanɨš h-iši-d karam-ɨxvan sa sen xurgin	PN known M-be.PF-ATTR PN-COM one year before	‘Basir got to know Karam a year ago.’			The use of the ATTR form on the predicate is probably triggered by the information structure ('It is one year since…').
