language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
138	Arabic_Northern_Syrian	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	wəǧəʕ	EXT&DO	SBJ	X	EXT&DO_SBJ		Aḥmad yəwaǧʕ-u rās-u	PN cause_pain.IPFV.3M-O.3M head-POSS.3M	‘Ahmad has a headache’			
138	Arabic_Northern_Syrian	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	COP	EXT&3end	BARE	XY	EXT&3end_BARE	Non-verbal predicate.	Mḥammad ʕənd-u saraṭān	PN by-O.3M cancer	‘Muhammad has cancer.’			Same as 38. An alternative is the EXT&3ala_BARA pattern, cf. “Mḥammad ʕal-ē ḥarāra” (the predicate is COP) [PN on-O.3M fever] ‘Muhammad has fever’. The original questionnaire sentence was hard to elicit as the relevant meaning is typically conveyed by a verbal derivation “tgarrəb”: “Aḥmad mgarrəb” [PN have_flu.PTCP.MS] ‘Ahmad has flu.’
138	Arabic_Northern_Syrian	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	xāf	SBJ	men	Y	SBJ_men		Aḥmad yəxāf m=ač-čalb	PN be_afraid.IPFV.3M from=DEF-dog(M)	‘Ahmad is afraid of the dog.’			
138	Arabic_Northern_Syrian	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	zat	SBJ	DO	TR	TR		Aḥmad zat əl-ḥǧāra	PN throw.PFV.3M DEF-stone(F)	‘Ahmad threw the stone.’			
138	Arabic_Northern_Syrian	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	kaffa	DO	SBJ	X	DO_SBJ		əl-maṣāri tkaffi Aḥmad	DEF-money(PL) be_enough.IPFV.3F PN	‘Ahmad has enough money.’			
138	Arabic_Northern_Syrian	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	šəbəh	SBJ	DO	TR	TR		Aḥmad yəšbah ǧədd-u	PN be_similar.IPFV.3M grandfather-POSS.3M	‘Ahmad resembles his grandfather.’			
138	Arabic_Northern_Syrian	7	believe	X (believe) Y	верить	X (верить)Y-у	ṣaddag	SBJ	DO	TR	TR		Aḥmad yəṣaddəg ǧədd-u	PN believe.IPFV.3M grandfather-POSS.3M	‘Ahmad believes his grandfather.’			
138	Arabic_Northern_Syrian	8	take	X (take) Y	взять	X (брать) Y(-а)	xaḏ	SBJ	DO	TR	TR		Aḥmad xad ktāb m=ar-raff	PN take.PFV.3 book from=DEF-shelf	‘Ahmad took a book from the shelf.’			
138	Arabic_Northern_Syrian	9	see	X (see) Y	видеть	X (видеть) Y(-а)	šāf	SBJ	DO	TR	TR		Aḥmad yəšūf bēt	PN see.IPFV.3M house(M)	‘Ahmad sees a house.’			
138	Arabic_Northern_Syrian	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	Ɂaṯṯar	SBJ	3ala	Y	SBJ_3ala		al-kubr yəɁaṯṯər ʕa=ḏ-ḏākira	DEF-age influence.IPFV.3M on=DEF-memory	‘Age influences the memory.’			
138	Arabic_Northern_Syrian	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	ṣədaf	SBJ	DO	TR	TR		Aḥmad ṣədaf Mḥammad b=əš-šārəʕ	PN meet.PFV.3M PN in=DEF-street	‘Ahmad met Muhammad on the street.’			
138	Arabic_Northern_Syrian	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	fāt	SBJ	DO	TR	TR		Aḥmad fāt əl-bēt	PN enter.PFV.3M DEF-house	‘Ahmad entered the house.’			
138	Arabic_Northern_Syrian	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	rəbəḥ	SBJ	3ala	Y	SBJ_3ala		Mḥammad rəbəḥ ʕala Salwa	PN win.PFV.3M on PN	‘Muhammad defeated Salwa.’			
138	Arabic_Northern_Syrian	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	ṭalaʕ	SBJ	men	Y	SBJ_men		Aḥmad ṭalaʕ m=əl-bēt	PN go_out.PFV.3M from=DEF-house(M)	‘Ahmad left the house.’			
138	Arabic_Northern_Syrian	15	drive	X (drive) Y	гнать	X (гнать) Y-а	gād	SBJ	DO	TR	TR		Aḥmad yəgūd əl-bgara	PN drive.IPFV.3M DEF-cow	‘Ahmad is driving the cow.’			
138	Arabic_Northern_Syrian	16	bend	X (bend) Y	гнуть	X (гнуть) Y	ṯəna	SBJ	DO	TR	TR		Aḥmad ṯəna l-ġəsn	PN bend.PFV.3M DEF-branch	‘Ahmad bent the branch’			
138	Arabic_Northern_Syrian	17	tell	X (tell) Y	говорить	X (говорить) Y-у	gāl	SBJ	l	Y	SBJ_l		Aḥmad yəgūl lə Mḥammad taʕāl nẓayf-ek	PN say.IPFV.3M to PN come.IPV.SG host.IPFV.1PL-O.2M	‘Ahmad says to Muhammad: come visit us!’			
138	Arabic_Northern_Syrian	18	hold	X (hold)Y	держать	X (держать) Y(-а)	šāl	SBJ	DO	TR	TR		Aḥmad šāyəl ktāb	PN hold.PTCP.M.SG book	‘Ahmad is holding a book.’			
138	Arabic_Northern_Syrian	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	laḥag	SBJ	DO	TR	TR		Aḥmad laḥag Mḥammad	PN catch_up.PFV.3M PN	‘Ahmad caught up with Muhammad.’			
138	Arabic_Northern_Syrian	20	milk	X (milk) Y	доить	X (доить) Y-а	ḥəlab	SBJ	DO	TR	TR		Aḥmad ḥəlab əl-bgara	PN milk.PFV.3M DEF-cow(F)	‘Ahmad milked the cow.’			
138	Arabic_Northern_Syrian	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	waṣṣal	SBJ	DO	TR	TR		Aḥmad waṣṣal əš-šāṭəɁ	PN reach.PFV.3M DEF-bank	‘Ahmad reached the bank.’			
138	Arabic_Northern_Syrian	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	gass	SBJ	DO	TR	TR		Aḥmad gass əl-ḥāyeṭ w wassex id-u	PN touch.PFV.3M DEF-wall(M) and make_dirty.PFV.3M hand-POSS.3M	‘Ahmad touched the wall and got his hand dirty.’			
138	Arabic_Northern_Syrian	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	kāwən	SBJ	DO	TR	TR		Aḥmad yəkāwən Mḥammad	PN fight.IPFV.3M PN	‘Ahmad fights with Muhammad.’			
138	Arabic_Northern_Syrian	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	rabəʕ	*	*	*		Not included in the database because X and Y are expressed as a coordinate NP.	Aḥmad w Mḥamməd rabəʕ	PN and PN friend.PL	‘Ahmad and Muhammad are friends’			
138	Arabic_Northern_Syrian	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	šardān	SBJ	b	Y	SBJ_b		Aḥmad šardān b Salwa	PN think.PTCP.M.SG in PN	‘Ahmad is thinking about Salwa.’			
138	Arabic_Northern_Syrian	26	eat	X (eat) Y	есть	X (есть) Y	čəl	SBJ	DO	TR	TR		Aḥmad čəl ət-tuffāḥa	PN eat.PFV.3M DEF-apple(F)	‘Ahmad ate the apple.’			
138	Arabic_Northern_Syrian	27	fry	X (fry) Y	жарить	X (жарить) Y	šwa	SBJ	DO	TR	TR		Aḥmad šwa s-samaka	PN fry.PFV.3M DEF-fish(F)	‘Ahmad fried the fish.’			
