language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
60	Abaza	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	χ’ə	IO	ABS	X	IO_ABS		á-č̣’ḳʷən j-qá jə́-χ’-əj-ṭ	DEF-парень 3SG.M.IO-голова 3SG.M.IO-болеть-PRS-DCL	‘У парня болит голова.’				хьы	А-чIкIвын й-хъА йЫ-хь-и-тI
60	Abaza	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	*	*	*	*		No satisfactory translation has been obtained.	*	*	*			To be more precise: it was not possible to identify among the patterns suggest any pattern that is conventional and natural. 	*	*
60	Abaza	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	[ĉ-]ŝa	ABS	MAL	Y	ABS_MAL		á-č̣’ḳʷən a-lá d-a-ĉ-ŝ-ə́j-ṭ	DEF-парень DEF-собака 3SG.H.ABS-3SG.N.IO-MAL-бояться-PRS-DCL	‘Парень боится собаки.’				[чв-]шва	А-чIкIвын а-лА д-а-чв-шв-И-тI
60	Abaza	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	aw-š’tə	ERG	ABS	TR	TR		á-č̣’ḳʷən-ĉa-kʷa a-háqʷ-kʷa j-á-wə-r-š’t-əj-ṭ	DEF-парень-PL.H-PL DEF-камень-PL 3PL.ABS-3N.IO-LOC-3PL.ERG-бросить-PRS-DCL	‘Мальчики бросают камни.’				ау-щты	А-чIкIвын-чва-ква а-хIАхъв-ква й-А-уы-р-щт-и-тI
60	Abaza	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	[z-]qa	BEN	ABS	X	BEN_ABS		wəẑə́ zaréma l-áχč’a lə-z-q-ə́j-ṭ	теперь PN 3SG.F.IO-деньги 3SG.F.IO-BEN-быть.достаточным-PRS-DCL	‘Теперь Зареме хватает денег.’				[з-]хъа	ужвЫ ЗарЕма л-Ахча лы-з-хъ-И-тI
60	Abaza	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	apš	ABS	IO	Y	ABS_IO		wará s-aχš’á w-l-apš-ṗ	ты.m 1SG.IO-сестра 2SG.M.ABS-3SG.F.IO-похожий-NPST.DCL	‘Ты похож на мою сестру.’				апш	уарА с-ахщА у-л-апш-пI
60	Abaza	7	believe	X (believe) Y	верить	X (верить)Y-у	[z-]qa-c̣a	ERG	BEN	Y	ERG_BEN		rasúl zaréma j-lə-z-qá-j-c̣-əj-ṭ	PN PN 3SG.N.ABS-3SG.F.IO-BEN-LOC-3SG.M.ERG-верить-PRS-DCL	‘Расул верит Зареме.’			It is not clear what is indexed in the absolutive slot of the verb. The same verb and the same translation as in 114 (‘trust’). 	[з-]хъа-цIа	РасУл ЗарЕма й-лы-з-хъА-й-цI-и-тI
60	Abaza	8	take	X (take) Y	взять	X (брать) Y(-а)	ʕa-χʷ	ERG	ABS	TR	TR		a-phʷə́spa a-pχ’ága ʕa-l-áχʷ-ṭ	DEF-девушка DEF-книга CISL-3SG.F.ERG-взять(AOR)-DCL	‘Девушка взяла книгу.’				гIа-хв	а-пхIвЫспа а-пхьАга гIа-л-Ахв-тI
60	Abaza	9	see	X (see) Y	видеть	X (видеть) Y(-а)	ba	ERG	ABS	TR	TR		a-phʷə́spa a-tʒə́ l-b-ə́j-ṭ	DEF-девушка DEF-дом 3SG.F.ERG-видеть-PRS-DCL	‘Девушка видит дом.’				ба	а-пхIвЫспа а-тдзЫ л-б-И-тI
60	Abaza	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*		No satisfactory translation has been obtained.	*	*	*				*	*
