language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
74	Bulgarian	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	bolya	DO	SBJ	X	DO_SBJ		Petar go boli glava	PN PRO.3SG.M.ACC ache(IPFV).PRS.3SG head	‘Petar has a headache.’			The ACC clitic in the example cross-references the X argument.	боля	Петър го боли глава
74	Bulgarian	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	boleduvam	SBJ	ot	Y	SBJ_ot		Petar boleduva ot grip	PN be_sick(IPFV).PRS.3SG from flu	‘Petar has the flu.’			Alternative is “Петър се разболя от грип” with the same valency pattern and an inchoative meaning.	боледувам	Петър боледува от грип
74	Bulgarian	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	strahuvam se	SBJ	ot	Y	SBJ_ot		Petar se strahuva ot kuche-to	PN REFL be_afraid(IPFV).PRS.3SG from dog-DEF.N.SG	‘Petar is afraid of the dog.’			REFL	страхувам се	Петър се страхува от куче-то
74	Bulgarian	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	hvărlya	SBJ	DO	TR	TR		Petar hvarli kamak	PN throw(PFV).AOR.3SG stone	‘Petar threw a stone.’				хвърля	Петър хвърли камък
74	Bulgarian	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	stigam	DAT(na)	SBJ	X	DAT(na)_SBJ		na Petar mu stigat pari-te	on PN PRO.3SG.M.DAT reach(IPFV).PRS.3PL money-DEF.PL	‘Petar has enough money.’			The dative clitic cross-references the X argument, also marked by the preposition “na”.	стигам	на Петър му стигат пари-те
74	Bulgarian	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	prilicham	SBJ	na	Y	SBJ_na		Petar prilicha na Mihail	PN resemble(IPFV).PRS.3SG on PN	‘Petar resembles Mihail.’			If the Y argument is a pronoun, the verb still requires the use of the preposition “na”, and not the dative clitic, cf. “Петър прилича на нея”. The same verb in the meaning "pass to, match" is used in the SBJ_DAT(na) patern	приличам	Петър прилича на Михаил
74	Bulgarian	7	believe	X (believe) Y	верить	X (верить)Y-у	vyarvam	SBJ	DAT(na)	Y	SBJ_DAT(na)		Petar vyarva na Maria	PN believe(IPFV).PRS.3SG on PN	‘Petar believes Maria.’			With pronominal Y arguments, the verb allows for the use of the dative clitic along with the preposition “na”, cf. “Петър й вярва” along with “Петър вярва на нея”.	вярвам	Петър вярва на Мария
74	Bulgarian	8	take	X (take) Y	взять	X (брать) Y(-а)	vzema	SBJ	DO	TR	TR		Petar vze kniga ot politsa-ta	PN take(PFV).AOR.3SG book from shelf-DEF.F.SG	‘Petar took a book from the shelf.’				взема	Петър взе книга от полица-та
74	Bulgarian	9	see	X (see) Y	видеть	X (видеть) Y(-а)	vizhdam	SBJ	DO	TR	TR		Petar vizhda kashta	PN see(IPFV).PRS.3SG house	‘Petar sees a house.’				виждам	Петър вижда къща
74	Bulgarian	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	vliyaya	SBJ	DAT(na)	Y	SBJ_DAT(na)		vazrast-ta vliyae na pamet-ta	age-DEF.F.SG influence(IPFV).PRS.3SG on memory-DEF.F.SG	‘Age influences memory.’			With pronominal Y arguments, the verb allows for the use of the dative clitic: “Възрастта й влияе”.	влияя	възраст-та влияе на памет-та
