language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
88	Khanty_Kazym	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	kăši	*	*	*		Not included in the database because X is (arguably) expressed as an NP-internal modifier. Non-verbal predicate.	waśa-j-en ŏχ-ǝλ kăši	PN-EP-POSS.2SG head-POSS.3SG sick	‘Vasja has a headache.’	PN-EP-POSS.2SG голова-POSS.3SG больной	‘У Васи болит голова’.	(букв. ‘Васина голова больная’). Достоверно неизвестно, как именно устроена посессивная конструкция, но похоже, что X тут не относится к аргументам глагола.
88	Khanty_Kazym	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	mǫšǝtti	NOM	LOC	Y	NOM_LOC	Some speakers disallow overt expression of Y.	pet'a-j-en grip mǫš-ǝn mǫšǝt-ǝλ	PN-EP-POSS.2SG flu illness-LOC be_ill-NPST[3SG]	‘Petja has the flu.’	PN-EP-POSS.2SG грипп болезнь-LOC болеть-NPST[3SG]	‘Петя болеет гриппом’.	Вариативность: для некоторых носителей поверхностное выражение второго участника здесь невозможно, другие допускают.
88	Khanty_Kazym	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	păλti	NOM	NOMewelt	Y	NOM_NOMewelt		petˊa-j-en amp-ǝλ ewǝλt păλ	PN-EP-POSS.2SG dog-POSS.3SG from be_afraid.NPST[3SG]	‘Petja is afraid of the dog.’	PN-EP-POSS.2SG собака-POSS.3SG от бояться.NPST[3SG]	‘Петя боится собаки’.	
88	Khanty_Kazym	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	wǒśkəti	NOM	ACC	TR	TR		petˊa-j-en kew wǒśkə-s	PN-EP-POSS.2SG stone throw-PST[3SG]	‘Petja threw a stone.’	PN-EP-POSS.2SG камень бросить-PST[3SG]	‘Петя бросил камень’.	
88	Khanty_Kazym	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	tărəmti + PASS	NOM	LOC	Y	NOM_LOC	This is a passive construction, more natural here (cf. 56 for an active construction).	petˊa-j-en wŏχ-ǝn tărəm-λ-a	PN-EP-POSS.2SG money-LOC suffice-NPST-PASS[3SG]	‘Petja has enough money.’	PN-EP-POSS.2SG деньги-LOC хватать-NPST-PASS[3SG]	‘Петя обеспечен деньгами’.	Cf. 56. Самый нейтральный способ - пассивная конструкция. Некоторые допускают и дативную стратегию (DAT_NOM)
88	Khanty_Kazym	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	maŋǝn tăjti	*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	petˊa-j-en śat'śaś-ǝλ maŋǝn tăj-ǝλ	PN-EP-POSS.2SG grandfather-POSS.3SG outlook have-NPST[3SG]	‘Petja resembles his grandfather.’	PN-EP-POSS.2SG дедушка-POSS.3SG облик иметь-NPST[3SG]	‘Петя похож на своего дедушку’.	CV. Конструкция "имеет облик" (букв. "Петя имеет облик своего дедушки")
88	Khanty_Kazym	7	believe	X (believe) Y	верить	X (верить)Y-у	ewǝλti	NOM	DAT	Y	NOM_DAT		petˊa-j-en waśa-j-eλ-a ewǝλ	PN-EP-POSS.2SG PN-EP-POSS.3SG-DAT believe.NPST[3SG]	‘Petja believes Vasja.’	PN-EP-POSS.2SG PN-EP-POSS.3SG-DAT верить.NPST[3SG]	‘Петя верит Васе’.	Same as 114.
88	Khanty_Kazym	8	take	X (take) Y	взять	X (брать) Y(-а)	wŭti	NOM	ACC	TR	TR		petˊa-j-en (nŏrǝm ewǝλt) kinška wŭ-s	PN-EP-POSS.2SG (shelf from) book take-PST[3SG]	‘Petja took a book from the shelf.’	PN-EP-POSS.2SG (полка от) книга взять-PST[3SG]	‘Петя взял (с полки) книгу’.	
88	Khanty_Kazym	9	see	X (see) Y	видеть	X (видеть) Y(-а)	kǎλti	DAT	NOM	X	DAT_NOM		pet’a-j-en-a χɔt kǎλ-λ	PN-EP-POSS.2SG-DAT house be.visible-NPST[3SG]	‘The house is visible to Petja.’	PN-EP-POSS.2SG-DAT дом быть.видно-NPST[3SG]	‘Пете виден дом’.	
88	Khanty_Kazym	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*		No satisfactory translation has been obtained.	*	*	*	*	*	
