language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
85	Andi_Zilo	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	ruqχ’.u	GEN	NOM	X	GEN_NOM		ali-r mijar ruqχ’.u-r	PN.OBL-INAN2(GEN) head[INAN2][NOM] ache.PST-PROG	‘Ali has a headache.’	PN.OBL-INAN2(GEN) голова[INAN2][NOM] болеть-PST-PROG	‘У Али болит голова.’	Same verb as in #2, but different pattern. "there are reasons to think that the genitive here behaves as clause-level"
85	Andi_Zilo	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	ruqχ’udo	NOM	COM	Y	NOM_COM	Non-verbal predicate.	ali ruqχ’udo honqχisːol=loj	PN[M][NOM] being_ill influenza=COM	‘Ali has the flu.’	PN[M][NOM] болеть грипп=COM	‘Али болеет гриппом.’	Same verb as in #1. Different pattern.
85	Andi_Zilo	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	sːir.i	NOM	CONT	Y	NOM_CONT		ali χʷe-tʃ’u sːir.i-r	PN[M][NOM] dog.OBL-CONT fear.PST-PROG	‘Ali fears the dog.’	PN[M][NOM] собака.OBL-CONT бояться.PST-PROG	‘Али боится собаки.’	
85	Andi_Zilo	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	ʃamm.i	ERG	NOM	TR	TR		ali-di hints’o ʃamm.i	PN-ERG stone[INAN1][NOM] throw.PST(AOR)	‘Ali threw a stone.’	PN-ERG камень[INAN1][NOM] бросать.PST(AOR)	‘Али бросил камень.’	
85	Andi_Zilo	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	<b>-iʔ.u-mallo 	DAT	NOM	X	DAT_NOM		ali-ɬu orsi b-iʔ.u-mallo	PN-DAT money[INAN1][NOM] INAN1-be_enough.PST-PROG	‘Ali has enough money.’	PN-DAT деньги[INAN1][NOM] INAN1-хватать.PST-PROG	‘Али хватает денег.’	
85	Andi_Zilo	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	a<w>ɬin	NOM	AFF	Y	NOM_AFF	Non-verbal predicate.	ali a<w>ɬin muħammadi-<w>o	PN[M][NOM] resemblant<M> PN-AFF<M>	‘Ali resembles Muhammad.’	PN[M][NOM] похож<M> PN-AFF<M>	‘Али похож на Мухаммеда.’	NV
85	Andi_Zilo	7	believe	X (believe) Y	верить	X (верить)Y-у	buʒ.u	NOM	SUPER.LAT	Y	NOM_SUPER.LAT		ali buʒ.u-r marjam-ʔo	PN[M][NOM] believe.PST-PROG PN-SUPER.LAT	‘Ali believes Mariam.’	PN[M][NOM] верить.PST-PROG PN-SUPER.LAT	‘Али верит Мариам.’	Same verb as in #114 (Not progressive here)
85	Andi_Zilo	8	take	X (take) Y	взять	X (брать) Y(-а)	<r>-iχ.i	ERG	NOM	TR	TR		ali-di χutʃa r-iχ.i	PN-ERG book[INAN2][NOM] INAN2-take.PST(AOR)	‘Ali took a book.’	PN-ERG книга[INAN2][NOM] INAN2-брать.PST(AOR)	‘Али взял книгу.’	
85	Andi_Zilo	9	see	X (see) Y	видеть	X (видеть) Y(-а)	haʔ.o	AFF	NOM	X	AFF_NOM		pat’imati-<b>o haʔ.o-r milki	PN-AFF<INAN1> see.PST-PROG house[INAN1][NOM]	‘Patimat sees a house.’	PN-AFF<INAN1> видеть.PST-PROG дом[INAN1][NOM]	‘Патимат видит дом.’	
85	Andi_Zilo	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*		Not included in the dataset because the translation deviates too far from the stimulus sentence. 	zaman b-uʔonn.i-r-qχi pamjat b-itʃ’.o-r	time INAN1-go.PST-MSD-INST memory INAN1-die.PST-PROG	‘With time passing, memory dies.’	время[INAN1]-идти.PST-MSD-INST память[INAN1]-умирать.PST-PROG	‘С течением времени память умирает.’	Нет эквивалента (только "с течением времени память ухудшается")
