language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
135	Hindi	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	honā	*	*	*		Not included in the database because Y is expressed as part of a nominal compound.	Pratīk ko sardard hɛ.	PN(M).SG.OBL ACC/DAT headache(M).SG.DIR be.PRS.3SG	‘Prateek has a headache.’					
135	Hindi	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	honā	DAT	DIR	X	DAT_DIR		Pratīk ko sardī hɛ.	PN(M).SG.OBL ACC/DAT cold(F).SG.DIR be.PRS.3SG	‘Prateek has got a cold.’					
135	Hindi	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	ḍar lagnā	DAT	ABL	XY	DAT_ABL		Pratīk ko kutte se ḍar lag-t-ā hɛ.	PN(M).SG.OBL ACC/DAT dog(M).SG.OBL ABL fear(M).SG.DIR apply-IPFV-M.SG PRS.3SG	‘Prateek is afraid of the dog.’					
135	Hindi	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	pheṁknā	ERG	ACC	TR	TR		Pratīk ne patthar pheṁk-ā.	PN(M).SG.OBL ERG stone(M).SG.DIR throw.PFV-M.SG	‘Prateek threw a stone.’					
135	Hindi	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	honā	*	*	*		TBD: change the verb lemma. Not included in the database because the intended meaning is expressed by a structurally discontinuous combination (predicate + adnominal modifier).	Ab Pratīk ke pās paryāpt pɛse hɛṁ.	now PN(M).SG.OBL ADJZ.M.SG.OBL near sufficient.M.PL.DIR money(M).PL.DIR be.PRS.PL	‘Now Prateek has enough money.’					
135	Hindi	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	dikhnā	*	*	*		TBD: не уверена, что тут можно считать именным маркированием.. носитель периодически говорит без ke, и это адъективная согласованная штука	Pratīk Mohan ke jɛs-ā dikh-t-ā hɛ.	PN(M).SG.DIR PN(M).SG.OBL ADJZ.M.SG.OBL such_as-M.SG.DIR look-IPFV-M.SG PRS.3SG	‘Prateek looks like Mohan.’					
135	Hindi	7	believe	X (believe) Y	верить	X (верить)Y-у	višvās karnā	ERG	OBLpar	Y	ERG_OBLpar		Pratīk Mohan par višvās kar-t-ā hɛ.	PN(M).SG.DIR PN(M).SG.OBL on trust(M).SG.DIR do-IPFV-M.SG PRS.3SG	‘Prateek believes Mohan.’					
135	Hindi	8	take	X (take) Y	взять	X (брать) Y(-а)	lenā	ERG	ACC	TR	TR		Pratīk ne tāk par se ek kitāb lī.	PN(M).SG.OBL ERG ledge(M).SG.OBL on ABL one book(F).SG.DIR take.PFV.F.SG	‘Prateek took a book from the shelf.’					
135	Hindi	9	see	X (see) Y	видеть	X (видеть) Y(-а)	dekhnā	ERG	ACC	TR	TR		Pratīk ek ghar ko dekh-t-ā hɛ.	PN(M).SG.DIR one house(M).SG.OBL ACC/DAT see-IPFV-M.SG PRS.3SG	‘Praveen sees a house.’					
135	Hindi	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	prabhāvit karnā	ERG	ACC	TR	TR	TBD: Можно найти без маркирования, но довольно маргинально.	Umr yāddāšt ko prabhāvit kar-t-ī hɛ.	lifespan(F).SG.DIR memory(F).SG.OBL ACC/DAT influenced do-IPFV-F PRS.3SG	‘Age influences memory.’					
135	Hindi	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	milnā	DAT	DIR	X	DAT_DIR		Pratīk ko saṁyog se Mohan mil-e.	PN(M).SG.OBL ACC/DAT connection(M).SG.OBL ABL PN(M).SG.DIR meet.PFV-M.PL	‘Prateek accidentally encountered Mohan.’			The plural is probably triggered by the honorificity associated with Y.		
135	Hindi	12	enter	X (enter) Y	входить	X (входить) в Y (дом)	ghusnā	DIR	OBLke.andar	Y	DIR_OBLke.andar		Pratīk ghar ke aṁdar ghus-ā.	PN(M).SG.DIR house(M).SG.OBL ADJZ.M.SG.OBL inside penetrate.PFV-M.SG	‘Prateek got into the house.’					
135	Hindi	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	harānā	ERG	ACC	TR	TR	TBD. Простой предикат, но не получается найти примеры без маркирования (одуш. объект в лексической семантике?). yellow.	Pratīk ne Mohan ko harāy-ā.	PN(M).SG.OBL ERG PN(M).SG.OBL ACC/DAT defeat.PFV-M.SG	‘Prateek beat Mohan.’					
135	Hindi	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	jānā	DIR	ABL	Y	DIR_ABL		Pratīk ghar se bāhar gay-ā.	PN(M).SG.DIR house(M).SG.OBL ABL outside go.PFV-M.SG	‘Prateek went out of the house.’					
135	Hindi	15	drive	X (drive) Y	гнать	X (гнать) Y-а	hāṁknā	ERG	ACC	TR	TR		Pratīk gāy ko hāṁk rah-ā hɛ.	PN(M).SG.DIR cow(F).SG.OBL ACC/DAT nudge DUR-M.SG PRS.3SG	‘Prateek is nudging the cow.’					
135	Hindi	16	bend	X (bend) Y	гнуть	X (гнуть) Y	moṛnā	ERG	ACC	TR	TR		Pratīk ne šākhā ko moṛ-ā.	PN(M).SG.OBL ERG branch(F).SG.OBL ACC/DAT bend.PFV-M.SG	‘Prateek bent the branch.’					
