language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
62	Latin	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	doleo	DAT	NOM	X	DAT_NOM	(Ter, Ph, 1053)	quod tu-o vir-o ocul-i dole-a-nt	why your-DAT.SG.M husband(M)-DAT.SG eye(M)-NOM.PL hurt-PRS.SBJV-ACT.3PL	‘Because of this, your husband's eyes will hurt.’	почему твой-DAT.SG.M муж(M)-DAT.SG глаз(M)-NOM.PL болеть-PRS.SBJV-ACT.3PL	‘Отчего у мужа твоего будут болеть глаза.’	
62	Latin	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	aegroto	NOM	ABL	Y	NOM_ABL	(Man. 5, 215)	natur-a su-is-met aegrota-t morb-is	nature(F)-NOM.SG one’s_own-ABL.PL-INTS be_ill[PRS.IND]-ACT.3SG disease(M)-ABL.PL	‘The nature suffers from its own diseases.’	природа(F)-NOM.SG свой-ABL.PL-INTS болеть[PRS.IND]-ACT.3SG болезнь(M)-ABL.PL	‘Природа своими болезнями болеет.’	Есть еще вариант NOM_GEN. Инне кажется, что NOM_ABL частотнее
62	Latin	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	timeo	NOM	ACC	TR	TR	(Carus. De Rerum Natura. III, 980)	miser magn-um inpende-ns time-t aer-e sax-um Tantal-us	poor.NOM.SG.M big-ACC.SG.N hang-PRS.PTCP.ACT.ACC.SG fear[PRS.IND]-ACT.3SG air(M)-ABL.SG stone(N)-ACC.SG Tantalus(M)-NOM.SG	‘And poor Tantalus fears the big stone hanging in the air.’	несчастный.NOM.SG.M большой-ACC.SG.N нависать-PRS.PTCP.ACT.ACC.SG бояться[PRS.IND]-ACT.3SG воздух(M)-ABL.SG камень(N)-ACC.SG Тантал(M)-NOM.SG	‘И боится несчастный Тантал камня большого, висящего в воздухе.’	Второй вариант перевода -- metuo, та же модель
62	Latin	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	jaceo	NOM	ACC	TR	TR	(Cic. Pro Caec. 60)	(vinc-es) non fu-isse armat-os e-os qui sax-a iace-re-nt	(win-FUT.IND.ACT.2SG) not be[PRF]-INF.ACT arm.PRF.PTCP.PASS-ACC.PL.M that-ACC.PL.M which.NOM.PL stone(N)-ACC.PL throw-IPFV.SBJV-ACT.3PL	‘(You will prove), that those who were throwing stones were not armed.’	(победить-FUT.IND.ACT.2SG) не быть[PRF]-INF.ACT вооружать.PRF.PTCP.PASS-ACC.PL.M тот-ACC.PL.M который.NOM.PL камень(N)-ACC.PL бросать-IPFV.SBJV-ACT.3PL	‘(Ты докажешь), что не являются вооруженными те, кто бросали камни.’	
62	Latin	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	satis + COP	DAT	NOM	X	DAT_NOM	Non-verbal predicate. (Pl. Per. 729)	dict-um sapient-i satis est	said-NOM.SG.N wise-DAT.SG enough be.PRS.IND.ACT.3SG	‘A word is enough to the wise.’	сказанный-NOM.SG.N разумный-DAT.SG достаточно быть.PRS.IND.ACT.3SG	‘Сказанного достаточно разумному.’	NV. есть еще вариант NOM_GEN (habere + satis), но я не уверен в структуре составляющих
62	Latin	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	imitor	NOM	ACC	TR	TR	(Plin. NH II, 90). Lampadias is a type of comet.	lampadi-as arde-nt-es imita-tur fac-es	comet(M)-NOM.SG burn-PRS.PTCP.ACT-ACC.PL imitate[PRS.IND]-MID.3SG torch(F)-ACC.PL	‘The comet resembles burning torches.’	комета(M)-NOM.SG гореть-PRS.PTCP.ACT-ACC.PL подражать[PRS.IND]-MID.3SG факел(F)-ACC.PL	‘Комета похожа на пылающие факелы.’	DEP (Verbum deponens)
62	Latin	7	believe	X (believe) Y	верить	X (верить)Y-у	credo	NOM	DAT	Y	NOM_DAT	(Cic. In Verrem. II, 1, 127)	quis nobis cred-e-t, cui nos?	who.NOM.SG we.DAT believe-FUT.IND-ACT.3SG who.DAT.SG we.NOM	‘Who will believe us, who will we believe?’	кто.NOM.SG мы.DAT верить-FUT.IND-ACT.3SG кто.DAT.SG мы.NOM	‘Кто поверит нам, кому мы?’	
62	Latin	8	take	X (take) Y	взять	X (брать) Y(-а)	capio	NOM	ACC	TR	TR	(Cat. Carm. 63,8)	(Attis) nive-is citat-a cep-it man-ibus leve typan-um	PN(F)[NOM.SG] white-ABL.PL fast-NOM.SG.F take[PRF.IND]-ACT.3SG hand(F)-ABL.PL lightly tambour(N)-ACC.SG	‘(Attis) hastily took a lightweight tambour with her white hands.’	PN(F)[NOM.SG] белый-ABL.PL быстрый-NOM.SG.F брать[PRF.IND]-ACT.3SG рука(F)-ABL.PL легко тимпан(N)-ACC.SG	‘(Аттис) быстрая белыми руками взяла легкий тимпан.’	
62	Latin	9	see	X (see) Y	видеть	X (видеть) Y(-а)	video	NOM	ACC	TR	TR	(Sen. Ep. 13, 2)	ille qui sanguin-em su-um vid-it	that.NOM.SG.M which.NOM.SG.M blood(F)-ACC.SG one’s_own-ACC.SG.M see[PRF.IND]-ACT.3SG	‘One who saw his own blood.’	тот.NOM.SG.M который.NOM.SG.M кровь(F)-ACC.SG свой-ACC.SG.M видеть[PRF.IND]-ACT.3SG	‘Тот, кто увидел свою кровь.’	
62	Latin	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	afficio	NOM	ACC	TR	TR	(Larg. 188)	(aconit-um) morde-t stomach-um et cor affic-it	aconite(N)-NOM.SG bite[PRS.IND]-ACT.3SG stomach(M)-ACC.SG and heart(N).ACC.SG influence[PRS.IND]-ACT.3SG	‘(Aconite) bites the stomach and effects the heart.’	аконит(N)-NOM.SG кусать[PRS.IND]-ACT.3SG желудок(M)-ACC.SG и сердце(N).ACC.SG влиять[PRS.IND]-ACT.3SG	‘(Аконит) кусает желудок и влияет на сердце.’	
62	Latin	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	incurro	NOM	inACC	Y	NOM_inACC	( Cic. Ep. ad Att. 2, 12, 2)	in me incurr-it Rom-a veni-ens Curio me-us	in I.ACC encounter[PRF]-IND.ACT.3SG Rome(F)-ABL.SG come-PRS.PTCP.ACT.NOM.SG PN(M).NOM.SG my-NOM.SG.M	‘My Curio, coming from Rome, ran into me.’	в я.ACC встречаться[PRF]-IND.ACT.3SG Рим(F)-ABL.SG идти-PRS.PTCP.ACT.NOM.SG PN(M).NOM.SG мой-NOM.SG.M	‘Меня встретил идущий из Рима мой Курион.’	
62	Latin	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	intro	NOM	ACC	TR	TR	(Ov. Fasti. III, 627)	(Ann-a) dom-um intra-v-it Tyri-os indut-a parat-us	PN(F)-NOM.SG house(F)-ACC.SG enter-PRF-IND.ACT.3SG Tyrian-ACC.PL.M put_on.PRF.PTCP.PASS-NOM.SG.F garment(M)-ACC.PL	‘(Anna) entered the house, dressed in Tyrian clothes.’	PN(F)-NOM.SG дом(F)-ACC.SG входить-PRF-IND.ACT.3SG тирийский-ACC.PL.M надевать.PRF.PTCP.PASS-NOM.SG.F наряд(M)-ACC.PL	‘(Анна) вошла в дом, одетая в тирийские одеяния.’	
62	Latin	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	evinco	NOM	ACC	TR	TR	(Verg. Aen. II, 497)	spume-us amn-is exi-it opposit-as-que evic-it gurgit-e mol-es	foaming-NOM.SG.M river(M)-NOM.SG go_out[PRF.IND]-ACT.3SG oppose.PRF.PTCP.PASS-ACC.PL.F-and overwhelm[PRF.IND]-ACT.3SG flow(M)-ABL.SG dyke(F)-ACC.PL	‘A foaming river exits its banks and with its flow overwhelms opposing dykes.’	пенящийся-NOM.SG.M река(M)-NOM.SG вытекать[PRF.IND]-ACT.3SG противополагать.PRF.PTCP.PASS-ACC.PL.F-и одолеть[PRF.IND]-ACT.3SG пучина(M)-ABL.SG плотина(F)-ACC.PL	‘Пенная река выходит и одолевает потоком стоящие на пути плотины.’	
62	Latin	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	exeo	NOM	exABL	Y	NOM_exABL	(Nepos. Vitae, life Timol. 4, 3, 1)	nihil enim umquam neque insolens neque glorios-um ex or-e eius exi-it	nothing.NOM indeed ever nor immoderate.NOM.SG nor prideful-NOM.SG.N from mouth(N)-ABL.SG this.GEN.SG.M go_out[PRF.IND]-ACT.3SG	‘And nothing else went out of his mouth: neither immoderate, nor prideful.’	ничто.NOM же никогда ни неумеренный.NOM.SG ни горделивый-NOM.SG.N из рот(N)-ABL.SG этот.GEN.SG.M выходить[PRF.IND]-ACT.3SG	‘И ничто другое не вышло из его уст: ни неумеренного, ничего горделивого.’	Есть еще вариант NOM_DAT, но эта конструкция встречается чаще
62	Latin	15	drive	X (drive) Y	гнать	X (гнать) Y-а	ago	NOM	ACC	TR	TR	(Verg. Ecl. 1, 13)	ipse capell-as protinus aeger ag-o	oneself.NOM.SG.M she_goat(F)-ACC.PL forward sick.NOM.SG.M drive[PRS.IND]-ACT.1SG	‘I myself wearily drive forth my she-goats.’	сам.NOM.SG.M козочка(F)-ACC.PL вперёд больной.NOM.SG.M гнать[PRS.IND]-ACT.1SG	‘Сам, печальный, я гоню вперед козочек.’	
62	Latin	16	bend	X (bend) Y	гнуть	X (гнуть) Y	curvo	NOM	ACC	TR	TR	(Ov. Met. V, 383)	(Amor) curva-v-it flexil-e corn-um	PN(M).NOM.SG bend-PRF-IND.ACT.3SG flexible-ACC.SG.N horn(N)-ACC.SG 	‘(Cupid) bent his flexible horn.’	Амур(M).NOM.SG гнуть-PRF-IND.ACT.3SG гибкий-ACC.SG.N рог(N)-ACC.SG 	‘(Амур) изогнул податливый рог.’	
62	Latin	17	tell	X (tell) Y	говорить	X (говорить) Y-у	dico	NOM	DAT	Y	NOM_DAT	(Sen. Ep. 110, 20)	haec nobis Attal-us dix-it, natur-a omn-ibus dix-it	this.ACC.SG.N we.DAT PN(M)-NOM.SG say[PRF.IND]-ACT.3SG nature(F)-NOM.SG each-DAT.PL say[PRF.IND]-ACT.3SG	‘Attalus told it to us, and the nature told it to everyone.’	это.ACC.SG.N мы.DAT Аттал(M)-NOM.SG говорить[PRF.IND]-ACT.3SG природа(F)-NOM.SG каждый-DAT.PL говорить[PRF.IND]-ACT.3SG	‘Это говорил нам Аттал, а природа всем говорила.’	
62	Latin	18	hold	X (hold)Y	держать	X (держать) Y(-а)	teneo	NOM	ACC	TR	TR	(Ov. Tristia. V, 10, 24)	is-que hac ara-t infelix, hac tene-t arm-a man-u	he[NOM.SG]-and this.ABL.SG.F plough[PRS.IND]-ACT.3SG unhappy.NOM.SG this.ABL.SG.F hold[PRS.IND]-ACT.3SG weapon(N)-ACC.PL hand(F)-ABL.SG	‘And he, an impious man, is ploughing with one arm, holding weapons in the other.’	он[NOM.SG]-и этот.ABL.SG.F пахать[PRS.IND]-ACT.3SG несчастный.NOM.SG этот.ABL.SG.F держать[PRS.IND]-ACT.3SG оружие(N)-ACC.PL рука(F)-ABL.SG	‘И он, несчастный, одной рукой пашет, другой держит оружие.’	
62	Latin	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	consequor	NOM	ACC	TR	TR	(Plin. Ep. 7, 16, 2)	ego ill-um in praetur-a sum consecut-us	I[NOM.SG] that-ACC.SG.M in praetorship(F)-ABL.SG be.PRS.IND.ACT.1SG catch_up.PRF.PTCP.PASS-NOM.SG.M	‘I caught up with him in the praetorship.’	я[NOM.SG] тот-ACC.SG.M в претура(F)-ABL.SG быть.PRS.IND.ACT.1SG догнать.PRF.PTCP.PASS-NOM.SG.M	‘Я его догнал в претуре.’	DEP (Verbum deponens)
