language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
54	Moksha	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	s'ɛr'ɛd'-	GEN	NOM	X	GEN_NOM	Порядок слов XVY, так что со структурой составляющих тут особенно хорошо понятно						
54	Moksha	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	s'ɛr'ɛd'-	NOM	IN/marxta	Y	NOM_IN_marxta							
54	Moksha	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	pel'-	NOM	ABL/ezda	Y	NOM_ABL_ezda							
54	Moksha	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	jorda-	TR		TR	TR	"МХ: ""Стандартные переходные ниже помечаю так. У нас DOM (неопределенные - в номинативе определенные - в генитиве или в некоторых условиях в послеложной группе с послелогом esə)."""						
54	Moksha	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	sat-	GEN	NOM	X	GEN_NOM	XVY						
54	Moksha	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	paxožaj	NOM	lanks	Y	NOM_lanks	"NV. МХ: ""Встречается ещё датив, но кажется, хуже."""						
54	Moksha	7	believe	X (believe) Y	верить	X (верить)Y-у	ver'anda-	NOM	DAT	Y	NOM_DAT	Бывает еще TR, esa, но это периферийно						
54	Moksha	8	take	X (take) Y	взять	X (брать) Y(-а)	s'ɛv-	TR		TR	TR							
54	Moksha	9	see	X (see) Y	видеть	X (видеть) Y(-а)	n'ɛj-	TR		TR	TR							
54	Moksha	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*				"Отвергнутый глагол NOM_DAT. МХ: ""Есть перевод (с глаголом 'мешать'), но сомневаюсь в точности."""						
54	Moksha	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	karšə vast-	NOM	marxta	Y	NOM_marxta							
54	Moksha	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	suva-	NOM	LAT/DAT	Y	NOM_LAT_DAT	"МХ: ""В неопределенном ещё возможен иллатив, но именно с 'домом' он не очень частотный."""						
54	Moksha	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	nal̥kə-	TR		TR	TR							
