language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
70	Goo	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	pẹ̀ẹ̀	DO	SBJ	X	DO_SBJ							"Букв. ""Петина голова его мучает"". Строго говоря 1) Там сть еще словечко ""внутренность"" после головы (""внутренность головы Пети мучает его""), я это просто не учитываю; 2) Формально экспериенцер выражен дважды -- как посессор и как О-актант. Я засчитываю только последнее."
70	Goo	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	kɤ̋	bha	SBJ	X	bha_SBJ							NV. Связочная эксзистенциальная конструкций (Малярия у Х-а)
70	Goo	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	sùọ̀	SBJ	gon	Y	SBJ_gon							
70	Goo	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	zụ̏ọ̏	SBJ	DO	TR	TR							
70	Goo	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	*	*	*	*								"Нет адекватного перевода, только ""у Х-а много денег"""
70	Goo	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	bhɔ́	SBJ	bha	Y	SBJ_bha							
70	Goo	7	believe	X (believe) Y	верить	X (верить)Y-у	la̋ŋ̏gọ́	SBJ	lie	Y	SBJ_lie							
70	Goo	8	take	X (take) Y	взять	X (брать) Y(-а)	si̋	SBJ	DO	TR	TR							
70	Goo	9	see	X (see) Y	видеть	X (видеть) Y(-а)	yẹ́	SBJ	DO	TR	TR							"Альтернативный вариант: ya̋n pá (букв. ""глаз бросать""), у него управление X DO-V [Y bhȁ]"
70	Goo	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*								Нет подходящего глагола
70	Goo	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	bhɔ́ 	SBJ	ta	Y	SBJ_ta							"Букв. ""появляться"""
70	Goo	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	dàà 	SBJ	gi	Y	SBJ_gi							"В конкретном примере использовано локативное существительно ""дом"", так что там все немного иначе, но в принципе лучше записывать вот это gi."
70	Goo	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	kɛ́ɛ́	SBJ	DO	TR	TR							"То же, что ""делать"""
70	Goo	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	*	*	*	*								"Ближайший эквивалент zín kpɛ̋ȉ (букв. ""касаться снаружи""), но он используется одноместно"
70	Goo	15	drive	X (drive) Y	гнать	X (гнать) Y-а	ló 	*	*	*								"Не засчитываю, так как единственный переводной эквивалент буквально означает ""идти с быком (на поле)"", каузацию тут не выразить"
70	Goo	16	bend	X (bend) Y	гнуть	X (гнуть) Y	kùùló	SBJ	DO	TR	TR							
70	Goo	17	tell	X (tell) Y	говорить	X (говорить) Y-у	pɤ́ 	SBJ	lan	Y	SBJ_lan							
70	Goo	18	hold	X (hold)Y	держать	X (держать) Y(-а)	kɤ̋	ta	SBJ	X	ta_SBJ							"NV. Связочная конструкция (""книга у Х-а"")"
70	Goo	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	kún	SBJ	DO	TR	TR							"Букв. ""поймать"""
70	Goo	20	milk	X (milk) Y	доить	X (доить) Y-а	gọ́	*	*	*								"Этот глагол букв. значит ""уходить"", здесь используется переходно (лабильность нормальна). Но актантом обязательно будет молоко (букв. ""воду груди быка""), а не сама корова"
70	Goo	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	wàà 	SBJ	lie	Y	SBJ_lie							
70	Goo	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	kɔ̀ɔ̀ zín	SBJ	bha	Y	SBJ_bha							"CV. Букв. ""руку коснул на стену"", т.е. это переходный глагол, где прямое дополнение -- ""рука"""
70	Goo	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	gɔ̀ŋ̀gɔ́n	*	*	*								"Пока что дали только симметричную конструкцию, еще вариант просто ""Х бьет Y-а"", но там нет симметричной семантики"
70	Goo	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	dőbha̋n	*	*	*								"NV. ""Друг"", Y выражен как посессор друга."
70	Goo	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	zụ̀ụ̀ kún 	SBJ	wunka	Y	SBJ_wunka							"CV. (букв. ""хватает сердце""). Второй актант вводится не только послелогом, но еще особой именной группой (букв. ""думает о деле Y-а"")"
70	Goo	26	eat	X (eat) Y	есть	X (есть) Y	bhɤ̏ɤ̏	SBJ	DO	TR	TR							
70	Goo	27	fry	X (fry) Y	жарить	X (жарить) Y	kpȁȁ	SBJ	DO	TR	TR							"Скорее ""готовить"""
70	Goo	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	dɔ́	SBJ	gon	Y	SBJ_gon							
70	Goo	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	gọ̋	zuu	ka	XY	zuu_ka							"Очень сложная структура. Буквально что-то вроде ""Сердце Х-а уходит с Y-ом""; записываю грамматикализованное ""сердце как способ оформления первого актанта, а сам глагол буквально ""уходить"""
70	Goo	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	*	*	*	*								"Получен какой-то довольно сложный и непонятный вариант, который к тому же ""pas très naturel"". Не засчитываю."
70	Goo	31	call	X (call) Y	звать	X (звать) Y-а	lẹ̏ẹ̏	SBJ	DO	TR	TR							
70	Goo	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	dɔ̏n	SBJ	DO	TR	TR							То же, что (33), но другая видовая форма
70	Goo	33	know	X (know) Y	знать 	X (знать) Y-а	dɔ̏n	SBJ	DO	TR	TR							То же, что (32), но другая видовая форма
70	Goo	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	zᴧ̏	SBJ	DO	TR	TR							"Букв. ""убивать"""
70	Goo	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	*	*	*	*								"Единственный перевод, который получен это ""не хочет видеть Y-а"""
70	Goo	36	make	X (make) Y	изготовить	X (изготовить) Y	kɛ́ɛ́	SBJ	DO	TR	TR							Там была некая дискуссия из-за того, что конкретный стимул был не очень удачен, но конструкция переходная.
70	Goo	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом	sőő sí	SBJ	bha	Y	SBJ_bha							"CV (Букв. ""берет зуб"")."
70	Goo	38	have	X (have) Y	иметь	X (иметь) Y	kɤ̋	gon	SBJ	X	gon_SBJ							NV (Машина есть у Х-а), предикат это фактически экзистенциальная связка
70	Goo	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	gụ̀ọ̀	SBJ	DO	TR	TR							
70	Goo	40	paint	X (paint) Y	красить	X (красить) Y	*	*	*	*								Пока что ничего не получено, потому что дома они не красят. Но возможно красят ткани.
70	Goo	41	bite	X (bite) Y	кусать	X (кусать) Y-а	kún	SBJ	DO	TR	TR							"То же, что ""хватать"""
70	Goo	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а	lẹ̏ẹ̏-lȕn	SBJ	DO	TR	TR							Буквально терять, то же, что 103
