language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
74	Bulgarian	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	боли	ACC	NP	X	ACC_NP	В примере есть клитика ACC, относится к X						
74	Bulgarian	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	боледува	NP	ot	Y	NP_ot	"Есть еще вариант ""Петър се разболя от грип"" (П. заболел гриппом)"						
74	Bulgarian	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	се страхува	NP	ot	Y	NP_ot	REFL						
74	Bulgarian	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	хвърли	TR		TR	TR							
74	Bulgarian	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	стигат	DAT(na)	NP	X	DAT(na)_NP							
74	Bulgarian	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	прилича	NP	na	Y	NP_na	"С местоимением так: ""П. прилича на нея/нея"" (а не дативная клитика)"						
74	Bulgarian	7	believe	X (believe) Y	верить	X (верить)Y-у	вярва	NP	DAT(na)	Y	NP_DAT(na)	"С местоимением возможно не только ""Петър вярва на нея"", но и ""Петър й вярва"""						
74	Bulgarian	8	take	X (take) Y	взять	X (брать) Y(-а)	взе	TR		TR	TR							
74	Bulgarian	9	see	X (see) Y	видеть	X (видеть) Y(-а)	вижда	TR		TR	TR							
74	Bulgarian	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	влияе	NP	DAT(na)	Y	NP_DAT(na)	"С местоимением возможно ""Възрастта й влияе"""						
74	Bulgarian	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	срещна	TR		TR	TR	Есть вариант се срещна, там управление NP_s						
74	Bulgarian	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	влезе	NP	v	Y	NP_v							
74	Bulgarian	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	победи	TR		TR	TR	"В качестве альтернативного варианта предлагалось ""П. спечели срещу М."" (срещу -- против); управление ""спечели от"" для шахмат не подходит"						
74	Bulgarian	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	излезе	NP	ot	Y	NP_ot							
74	Bulgarian	15	drive	X (drive) Y	гнать	X (гнать) Y-а	гони	TR		TR	TR							
74	Bulgarian	16	bend	X (bend) Y	гнуть	X (гнуть) Y	изви	TR		TR	TR	Вариант огъна, тоже TR						
74	Bulgarian	17	tell	X (tell) Y	говорить	X (говорить) Y-у	каза	NP	DAT(na)	Y	NP_DAT(na)	"С местоимением возможно ""П. му каза"""						
74	Bulgarian	18	hold	X (hold)Y	держать	X (держать) Y(-а)	държи	TR		TR	TR							
74	Bulgarian	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	настигна	TR		TR	TR							
74	Bulgarian	20	milk	X (milk) Y	доить	X (доить) Y-а	издои	TR		TR	TR							
74	Bulgarian	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	достигна	TR		TR	TR							
74	Bulgarian	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	се допря	NP	do	Y	NP_do	REFL. Есть еще се докосна с той же моделью управления и докосна (TR); этот второй вариант означает преимущественно рукой и в меньшей степени, видимо, связан с неконтролируемостью.						
74	Bulgarian	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	се бие	NP	s	Y	NP_s	REFL						
74	Bulgarian	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	дружи	NP	s	Y	NP_s	Есть еще варианты: П. е приятел на М. / П. е приятел с М. / П. и М. са приятели (все NV). Обсуждение этих вариантов есть в отдельном файле с ответами. Вариант П. е приятел на М.  альтернирует с дативной клитикой для местоимением или притяжательным местоимением.						
74	Bulgarian	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	мисли	NP	za	Y	NP_za							
74	Bulgarian	26	eat	X (eat) Y	есть	X (есть) Y	изяде	TR		TR	TR							
74	Bulgarian	27	fry	X (fry) Y	жарить	X (жарить) Y	изпече 	TR		TR	TR	Вариант: изпържи, тоже TR						
74	Bulgarian	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	чака	TR		TR	TR							
74	Bulgarian	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	забравил	NP	za	Y	NP_za	Другой вариант перевода -- TR (тот же глагол); это будет означать, что забыл, где проходит другая дорога и т.п.						
74	Bulgarian	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	зависи	NP	ot	Y	NP_ot							
74	Bulgarian	31	call	X (call) Y	звать	X (звать) Y-а	извика	TR		TR	TR							
74	Bulgarian	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	се запозна	NP	s	Y	NP_s	REFL						
74	Bulgarian	33	know	X (know) Y	знать 	X (знать) Y-а	познава	TR		TR	TR							
74	Bulgarian	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	свири	NP	na	Y	NP_na	"С местоимением только вариант ""П. свири на нея"" (с дативной клитикой будет другое значение -- ""играет ей"")"						
74	Bulgarian	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	избягва	TR		TR	TR							
74	Bulgarian	36	make	X (make) Y	изготовить	X (изготовить) Y	изготви	TR		TR	TR	"Вариант ""е изготвил"", перфект"						
74	Bulgarian	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом	издевателства	NP	nad	Y	NP_nad	"Есть варианты, они отвергнуты как менее основные: ""се присмива"" (DAT(na)), ""гаври се с него / нея"""						
74	Bulgarian	38	have	X (have) Y	иметь	X (иметь) Y	има	TR		TR	TR							
74	Bulgarian	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	търси	TR		TR	TR	Факультативно используется си (как я понимаю, это рефлексивно-дативная клитика)						
74	Bulgarian	40	paint	X (paint) Y	красить	X (красить) Y	боядиса	TR		TR	TR							
74	Bulgarian	41	bite	X (bite) Y	кусать	X (кусать) Y-а	ухапа	TR		TR	TR							
74	Bulgarian	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а	се лиши	NP	ot	Y	NP_ot	REFL						
74	Bulgarian	43	try_to_catch	X (try to catch) Y	ловить	X (ловить) Y(-а)	опитва да улови	*		*		"Есть варианты, все переходные. Этот, основной, не засчитываю, так как это ""пытаться поймать"". Есть еще лови, гони, преследва."						
74	Bulgarian	44	break	X (break) Y	ломать	X (ломать) Y	счупи	TR		TR	TR							
