language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
48	Joola_Fonyi	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	ri	GEN(ati)	SUBJ	X	GEN_SUBJ	intransitive construction with the complex NP (DC: yes, it is a genuine NP) ‘X ati Y’ in subject function, lit. ‘Y’s X aches’ (ati is a genitival linker). The verb is the same as 26 'eat'						
48	Joola_Fonyi	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	sof 	OBJ	SUBJ		OBJ_SUBJ	transitive construction, but the illness is encoded as the subject (lit. ‘illness catches person’), same verb as 43						
48	Joola_Fonyi	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	kólí 	SUBJ	OBJ	TR	TR							
48	Joola_Fonyi	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	leeb	SUBJ	OBJ	TR	TR							
48	Joola_Fonyi	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	yaj 	OBJ	SUBJ	X	OBJ_SUBJ							
48	Joola_Fonyi	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	nokoor	SUBJ	di	Y	SUBJ_di	X nokoor di Y ~ X di Y nokoor. intransitive constructions (di is a locative/comitative preposition, also used for NP coordination)						
48	Joola_Fonyi	7	believe	X (believe) Y	верить	X (верить)Y-у	yínén	SUBJ	OBJ	TR	TR	Also an alternative verb fium (same construction), which was dispreferred because it was used for another entry (112)						
48	Joola_Fonyi	8	take	X (take) Y	взять	X (брать) Y(-а)	ŋar 	SUBJ	OBJ	TR	TR							
48	Joola_Fonyi	9	see	X (see) Y	видеть	X (видеть) Y(-а)	juk	SUBJ	OBJ	TR	TR							
48	Joola_Fonyi	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*					Fooñi has no simple equivalent of ‘influence ; various periphrases can be used, depending on the precise meaning.						
48	Joola_Fonyi	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	yaañoor	SUBJ	di	Y	SUBJ_di	X di Y yaañoor ~ X yaañoor di Y. См. обсуждение промежуточных свойств этой конструкции (комитатив / сочинение) в анкете. Интересно, что даже при дистантном положении сочинение все равно по плюралису						
48	Joola_Fonyi	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	noken 	SUBJ	di	Y	SUBJ_di							
48	Joola_Fonyi	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	ŋoolen 	SUBJ	OBJ	TR	TR							
48	Joola_Fonyi	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	púr 	SUBJ	di	Y	SUBJ_di							
48	Joola_Fonyi	15	drive	X (drive) Y	гнать	X (гнать) Y-а	leek 	SUBJ	OBJ	TR	TR							
48	Joola_Fonyi	16	bend	X (bend) Y	гнуть	X (гнуть) Y	róngén 	SUBJ	OBJ	TR	TR							
48	Joola_Fonyi	17	tell	X (tell) Y	говорить	X (говорить) Y-у	oon 	SUBJ	OBJ	TR	TR	The quotative verb oon is used exclusively to introduce reported speech. The adressee (Y) is encoded like the patient in the basic transitive construction. Z represents the quotation. There is also a ditransitive verb reg used to express things like ‘He told me the truth’.						
48	Joola_Fonyi	18	hold	X (hold)Y	держать	X (держать) Y(-а)	eeken 	SUBJ	OBJ	TR	TR							
48	Joola_Fonyi	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	soomen 	SUBJ	OBJ	TR	TR							
48	Joola_Fonyi	20	milk	X (milk) Y	доить	X (доить) Y-а	lunt 	SUBJ	OBJ	TR	TR							
48	Joola_Fonyi	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	ríiŋ	SUBJ	di	Y	SUBJ_di							
