language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
5	Tsakhur	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	-	*	*	*								ik’īk’aras – ‘болеть (что)’ - одновалентный
5	Tsakhur	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	-	*	*	*								ряд одновалентных выражений ‘быть/становиться больным’
5	Tsakhur	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	qaIq’anas	NOM	SUPEL	Y	NOM_SUPEL							Argument frame in Kibrik =<кто: nom; чего: supel || s>. Также saq’aq’◦anas <кто: nom; чего: supel || s>
5	Tsakhur	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	ahas	ERG	NOM	TR	TR							Argument frame in Kibrik =<кто: erg; что: nom>. также ‘стрелять’: <кто: erg; из чего: nom; во что: supall>
5	Tsakhur	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	Gajxaras	DAT	NOM	X	DAT_NOM							Argument frame in Kibrik =<кому: dat; чего || кого: nom>. 
5	Tsakhur	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	akar ixes	*	*	*								Argument frame in Kibrik =<кто: nom; на кого: contess>. CV
5	Tsakhur	7	believe	X (believe) Y	верить	X (верить)Y-у	-	*	*	*								injammiš-xes <кто: nom; во что: s || supall>
5	Tsakhur	8	take	X (take) Y	взять	X (брать) Y(-а)	aljāt’as	ERG	NOM	TR	TR							Argument frame in Kibrik =<кто: erg; что: nom>. также ‘поднимать’
5	Tsakhur	9	see	X (see) Y	видеть	X (видеть) Y(-а)	Gaǯes	AFF	NOM	X	AFF_NOM							Argument frame in Kibrik =<кто: aff; что: nom || S>. 
5	Tsakhur	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	taIhsir ha?as	*	*	*								Argument frame in Kibrik =<кто: erg; на кого: supall>. CV
5	Tsakhur	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	qizaX̅as	ADALL	NOM	X	ADALL_NOM							Argument frame in Kibrik =<кто: adall; кого || что: nom>. ‘встречать’
5	Tsakhur	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	ič’es	NOM	ALL	Y	NOM_ALL							Argument frame in Kibrik =<кто: nom; куда: all>. 
5	Tsakhur	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	Ram-xes	NOM	SUPALL	Y	NOM_SUPALL							Argument frame in Kibrik =<кто: nom; у кого: supall>. также ‘побеждать (в поединке). Еще есть heX̅e-xes <кто || что: nom> также ‘превосходить’, ‘быть больше других’; в словаре дана рамка с одним актантом, в грамматике примеров нет
5	Tsakhur	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	qiRič’es	NOM	INEL	Y	NOM_INEL							Argument frame in Kibrik =<кто: nom; откуда: inel>. также ‘постоянно выходить’ – с несколько отличными формами в некоторых аспектах
5	Tsakhur	15	drive	X (drive) Y	гнать	X (гнать) Y-а	ha?ik̅as	ERG	NOM	TR	TR							Argument frame in Kibrik =<кто: erg; кого || что: nom>. также ‘вести машину’
5	Tsakhur	16	bend	X (bend) Y	гнуть	X (гнуть) Y	egmiš-(h)a?as	ERG	NOM	TR	TR							Argument frame in Kibrik =<кто: erg; что: nom>. также ‘наклонять’
5	Tsakhur	17	tell	X (tell) Y	говорить	X (говорить) Y-у	ehes || iwhes	*	*	*								Argument frame in Kibrik =<кто: erg; кому: aff; что: nom || S>. 
5	Tsakhur	18	hold	X (hold)Y	держать	X (держать) Y(-а)	hiwāǯes	ERG	NOM	TR	TR							Argument frame in Kibrik =<кто: erg; что: nom>. также ‘сохранять, спасать’. Также aq̅as <кто: erg; что: nom; за что: contel> также ‘ловить’ (43); также ‘загораживать’ (<кто: erg; что: nom>). haq̅as <кто: erg; что: nom> (неодуш.), также ‘таскать на спине’; также ‘растаскивать’
5	Tsakhur	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	hiqa qixes	*	*	*								Argument frame in Kibrik =<кто: nom; кого || что: supel>. CV, также ‘обгонять, опережать’; = ‘вперёд становиться’
5	Tsakhur	20	milk	X (milk) Y	доить	X (доить) Y-а	gjāzas	ERG	NOM	TR	TR							Argument frame in Kibrik =<кто: erg; что: nom>. 
