language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
59	Mari_Western	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	karšt-	GEN	NOM	X	GEN_NOM		pet'a-n vuj-žə̑ karšt-a			петя-GEN голова-POSS.3SG болеть-NPST.3SG		Actual form = NOM. То, что болит, вызывает согласование, например: 'pet'a-n jal-vlä-žə̈ karšt-at' петя-GEN нога-PL-POSS.3SG болеть-NPST.3PL. Со структурой составляющих не совсем понятно, но по аналогии с другими языками пишу пока так
59	Mari_Western	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	cerlän-	NOM	dono	Y	NOM_dono		pet'a grip dono cerlän-ä / xvoraj-a / jaslan-a			петя грипп с болеть-NPST.3SG		Actual form = dono. 
59	Mari_Western	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	lüd-	NOM	gec	Y	NOM_gec		pet'a pi gə̈c lüd-eš			петя собака EL бояться-NPST.3SG		Actual form = gə̈c. 
59	Mari_Western	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	šu-	NOM	ACC	TR	TR		pet'a küer-ə̈m šu-en			петя камень-ACC бросать-PFV.3SG		
59	Mari_Western	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	sit-	DAT	NOM	X	DAT_NOM		pet'a-lan/pet'a-n oksa sit-ä  			петя-DAT/петя-GEN деньги хватать-NPST.3SG		"Actual form = NOM. Деньги -- нормальное подлежащее (ср. pet'alan rubə̑l'vläžə̈ sität"" петя-DAT рубль-PL-POSS.3SG хватать-NPST.3PL). Этот вариант выбирается потму что а) в нем точно Петя актант глагола, б) этот вариант обычно выдается первым"
59	Mari_Western	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	ə̑l-	NOM	gan	Y	NOM_gan		pet'a maša gan' ə̑l-eš			петя маша как быть-NPST.3SG		Actual form = gan'. Глагол быть + 'как'
59	Mari_Western	7	believe	X (believe) Y	верить	X (верить)Y-у	ə̈n'än-	NOM	DAT	Y	NOM_DAT		pet'a maša-lan ə̈n'än-ä			петя маша-DAT верить-NPST.3SG		Actual form = DAT. 
59	Mari_Western	8	take	X (take) Y	взять	X (брать) Y(-а)	näl-	NOM	ACC	TR	TR		pet'a knigä-m näl-ə̈n			петя книга-ACC брать-PFV.3SG		
59	Mari_Western	9	see	X (see) Y	видеть	X (видеть) Y(-а)	už-	NOM	ACC	TR	TR		pet'a pört-ə̈m už-eš			петя дом-ACC видеть-NPST.3SG		
59	Mari_Western	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	vaštalt-	NOM	ACC	TR	TR		i-vlä ə̑š-ə̑m vaštalt-at ; i-vlä ə̑š və̈-kə̈ vlijaj-a			год-PL память-ACC менять-NPST.3SG 'Память меняет возраст' год-PL память верх-ILL2 влиять-NPST.3SG ''		"Буквально это ""менять"", это более естественный вариант выразить необходимую идею. Второй вариант -- заимствование из русского ""влиять"". Именно глагола ""влиять"" нет даже в 10-томном марийском словаре."
59	Mari_Western	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	väšli-	NOM	ACC	TR	TR		pet'a maša-m väšli-n ; pet'a maša dono väšli-n-ə̈t			петя маша-ACC встречать-NPST.3SG ; петя маша c встречать-PFV-3PL		Второй вариант явно не двухактантная структура, так как согласование глагола по плюралису (в позиции подлежащего нормальная комитативная группа)
