language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
52	Buriat	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	үбдэ-	GEN	NOM	Х	GENNOM							
52	Buriat	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	дара-гд-	NOM	DAT	Y	NOMDAT	Одолеть-PASS. Это не первая, а третья предложенная конструкция, но единственная, где есть название болезни как актант						
52	Buriat	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	ай-	NOM	ABL	Y	NOMABL							
52	Buriat	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	шүдэ-	TR		TR	TR							
52	Buriat	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	хүртэ-	DAT	NOM	Х	DATNOM							
52	Buriat	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	адли	NOM	DAT	Y	NOMDAT	NV. Вариант: NOM DAT						
52	Buriat	7	believe	X (believe) Y	верить	X (верить)Y-у	этигэ-	NOM	DAT	Y	NOMDAT							
52	Buriat	8	take	X (take) Y	взять	X (брать) Y(-а)	аба-	TR		TR	TR							
52	Buriat	9	see	X (see) Y	видеть	X (видеть) Y(-а)	хара-	TR		TR	TR	То же, что 95 (смотреть)						
52	Buriat	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	нүлөөл-	NOM	DAT	Y	NOMDAT	"Это не первый вариант перевода, но такой, в котором есть нужные актанты (первый -- ""с возрастом мышление человека портится"")"						
52	Buriat	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	уулза-	NOM	COM	Y	NOMCOM							
52	Buriat	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	оро-	NOM	DAT	Y	NOMDAT							
52	Buriat	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	диилэ-	TR		TR	TR							
52	Buriat	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	гара-	NOM	сооhоо	Y	NOMsoohoo	соо-hоо = в-ABL. Тот же глагол (но другая модель управления), что 68						
52	Buriat	15	drive	X (drive) Y	гнать	X (гнать) Y-а	туу-	TR		TR	TR							
52	Buriat	16	bend	X (bend) Y	гнуть	X (гнуть) Y	нугал-	TR		TR	TR							
52	Buriat	17	tell	X (tell) Y	говорить	X (говорить) Y-у	хэлэ-	TR		TR	TR	NOM DAT тоже возможен						
52	Buriat	18	hold	X (hold)Y	держать	X (держать) Y(-а)	бари-	TR		TR	TR	То же, что 22, 43						
52	Buriat	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	хүсэ-	TR		TR	TR							
52	Buriat	20	milk	X (milk) Y	доить	X (доить) Y-а	hаа-	TR		TR	TR							
52	Buriat	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	хүрэ-	NOM	DAT	Y	NOMDAT	"У этого глагола есть и переходное употребление. Самый первый перевод вообще с глаголом гара- ""выйти"", там тоже модель управления NOM DAT"						
52	Buriat	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	бари-	TR		TR	TR	То же, что 18, 43						
52	Buriat	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	арсалда-	NOM	COM	Y	NOMCOM	RECP						
52	Buriat	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	нүхэсэ-	NOM	COM	Y	NOMCOM							
