language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
41	Ukrainian	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	болить	uGEN	NOM	X	uGEN_NOM		У Петра болить голова							
41	Ukrainian	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	хворіє	NOM	naACC	Y	NOM_naACC		Петро хворіє на грип							
41	Ukrainian	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	боїться	NOM	GEN	Y	NOM_GEN		Петро боїться собаки							
41	Ukrainian	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	кинув	NOM	ACC	TR	TR		Петро кинув камінь							
41	Ukrainian	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	вистачає	DAT	GEN	XY	DAT_GEN		Петру вистачає грошей							
41	Ukrainian	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	схожий	NOM	naACC	Y	NOM_naACC		Петро схожий на Марію					NV		
41	Ukrainian	7	believe	X (believe) Y	верить	X (верить)Y-у	довіряє	NOM	DAT	Y	NOM_DAT		Петро довіряє Марії							
41	Ukrainian	8	take	X (take) Y	взять	X (брать) Y(-а)	взяв	NOM	ACC	TR	TR		Петро взяв книгу							
41	Ukrainian	9	see	X (see) Y	видеть	X (видеть) Y(-а)	бачить	NOM	ACC	TR	TR		Петро бачить будинок							
41	Ukrainian	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	впливає	NOM	naACC	Y	NOM_naACC		Вік впливає на пам’ять							
41	Ukrainian	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	зустрівся	NOM	zINS	Y	NOM_zINS		Петро зустрівся з Марією							
41	Ukrainian	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	зайшов	NOM	doGEN	Y	NOM_doGEN		Петро зайшов до хати							
41	Ukrainian	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	виграв	NOM	uGEN	Y	NOM_uGEN		Петро виграв у Марії							
41	Ukrainian	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	вийшов	NOM	zGEN	Y	NOM_zGEN		Петро вийшов з дому							
41	Ukrainian	15	drive	X (drive) Y	гнать	X (гнать) Y-а	жене	NOM	ACC	TR	TR		Петро жене корову							
41	Ukrainian	16	bend	X (bend) Y	гнуть	X (гнуть) Y	зігнув	NOM	ACC	TR	TR		Петро зігнув гілку							
41	Ukrainian	17	tell	X (tell) Y	говорить	X (говорить) Y-у	сказав	NOM	DAT	Y	NOM_DAT		Петро сказав Марії							
41	Ukrainian	18	hold	X (hold)Y	держать	X (держать) Y(-а)	тримає	NOM	ACC	TR	TR		Петро тримає книгу							
41	Ukrainian	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	наздогнав	NOM	ACC	TR	TR		Петро наздогнав Марію							
41	Ukrainian	20	milk	X (milk) Y	доить	X (доить) Y-а	подоїв	NOM	ACC	TR	TR		Петро подоїв корову							
41	Ukrainian	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	дістався	NOM	GEN	Y	NOM_GEN		Петро дістався берега							
