language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
79	Dargwa_Icari	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	ицц-а-ца=AGR	GEN	ABS	X	GEN_ABS							Agreement: yes. Цепочка из экспериенцера/посессора и части тела как минимум разрывается, засчитываю как две разных ИГ		
79	Dargwa_Icari	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	AGR=игь-уб-ца=AGR	ABS	GEN	Y	ABS_GEN							"Agreement: yes. Букв. ""стать"""		
79	Dargwa_Icari	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	урухх-ик1в-ил-ца=AGR	ABS	ANTE.ELAT	Y	ABS_ANTE.ELAT							Agreement: yes. Показатель sa-r		
79	Dargwa_Icari	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	ихь-уб	ERG	ABS	TR	TR							Agreement: no. 		
79	Dargwa_Icari	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	чи-гьатт-ихъ-а-ца=AGR	SUPLAT	ABS	X	SUPLAT_ABS							"Agreement: yes. PREF (ON+UP). В файле с глоссами DAT и SUPER отглоссированы по-разному, но при этом это один и тот же показатель и, по словам РМ, ""некоторые их считают одним падежом, либо считают, что датив произошел от суперлатива"". Для меня это, очевидно, одно и то же"		
79	Dargwa_Icari	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	меш-ци-ца=AGR	ABS	SUPLAT	Y	ABS_SUPLAT							Agreement: yes. NV		
79	Dargwa_Icari	7	believe	X (believe) Y	верить	X (верить)Y-у	чи=AGR=ихх-а-ца=AGR	ABS	SUPLAT	Y	ABS_SUPLAT							"Agreement: yes. То же, что ""верить"" (114). PREF (ON)"		
79	Dargwa_Icari	8	take	X (take) Y	взять	X (брать) Y(-а)	гьатт-асс-иб	ERG	ABS	TR	TR							Agreement: no. PREF (UP)		
79	Dargwa_Icari	9	see	X (see) Y	видеть	X (видеть) Y(-а)	чи=AGR=иг-а-ца=AGR	ERG	ABS	TR	TR							Agreement: yes. PREF (ON)		
79	Dargwa_Icari	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	асар б-иркь-у	ERG	SUPLAT	Y	ERG_SUPLAT							"Agreement: yes. CV (""делать влияние"")"		
79	Dargwa_Icari	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	ссукк-са=AGR=ич-иб	SUPLAT	ABS	X	SUPLAT_ABS							Agreement: yes. LV		
79	Dargwa_Icari	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	ккви-гьа=AGR=хъ-ун	ABS	ILL	Y	ABS_ILL							Agreement: yes. PREF (ВНУТРЬ+UP)		
79	Dargwa_Icari	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	чи=AGR=AGR=игь-уб	ABS	ELAT	Y	ABS_ELAT							Agreement: yes. PREF (ON), NV		
79	Dargwa_Icari	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	ттура=AGR=хъ-ун	ABS	ELAT	Y	ABS_ELAT							Agreement: yes. PREF (ВНЕ)		
79	Dargwa_Icari	15	drive	X (drive) Y	гнать	X (гнать) Y-а	ттура-г1ягъ-иб	ERG	ABS	TR	TR							Agreement: no. PREF (ВНЕ)		
79	Dargwa_Icari	16	bend	X (bend) Y	гнуть	X (гнуть) Y	AGR=ялч1-ахъ-ун	ERG	ABS	TR	TR							Agreement: yes. CAUS		
79	Dargwa_Icari	17	tell	X (tell) Y	говорить	X (говорить) Y-у	AGR=урс-иб	ERG	ILL	Y	ERG_ILL							Agreement: yes. 		
79	Dargwa_Icari	18	hold	X (hold)Y	держать	X (держать) Y(-а)	кви=AGR=уц-иб-ца=AGR	ERG	ABS	TR	TR							Agreement: yes. PREF (В.РУКИ)		
