language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
39	Romanian	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	a durea	ACC	NOM	X	ACC_NOM							
39	Romanian	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	a avea	NOM	ACC	TR	TR							Это тот же глагол, что 'иметь'. По старой привычке для переходных глаголов - и только для них - я отмечаю не кодирование каждого из двух актантов, а просто ставлю символ TR в столбце для X, мне так проще по техническим причинам
39	Romanian	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	a fi frică	DAT	de	XY	DAT_de							NV
39	Romanian	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	a arunca	NOM	ACC	TR	TR							
39	Romanian	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	a fi destul	*	*	*								"Не получилось, значение выражено приглагольным модификатором, глагол просто ""иметь"""
39	Romanian	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	a semănă	NOM	cu	Y	NOM_cu							
39	Romanian	7	believe	X (believe) Y	верить	X (верить)Y-у	a avea încredere	*	*	*								CV (complex verbal predicate) 'иметь веру'. Модель NOM+în. Не засчитываю, т.к. выражение полностью совпадает с переводом для 114, а там соответствие стимулу вроде бы точнее
39	Romanian	8	take	X (take) Y	взять	X (брать) Y(-а)	a lua	NOM	ACC	TR	TR							
39	Romanian	9	see	X (see) Y	видеть	X (видеть) Y(-а)	a vedea	NOM	ACC	TR	TR							
39	Romanian	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	a influența	NOM	ACC	TR	TR							
39	Romanian	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	a se întâlni	NOM	cu	Y	NOM_cu							RV
39	Romanian	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	a intra	NOM	in	Y	NOM_in							
39	Romanian	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	a învinge	NOM	ACC	TR	TR							
39	Romanian	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	a ieși	NOM	din	Y	NOM_din							
39	Romanian	15	drive	X (drive) Y	гнать	X (гнать) Y-а	a paște	NOM	ACC	TR	TR							
39	Romanian	16	bend	X (bend) Y	гнуть	X (гнуть) Y	a îndoi	NOM	ACC	TR	TR							
39	Romanian	17	tell	X (tell) Y	говорить	X (говорить) Y-у	a spune	NOM	DAT	Y	NOM_DAT							
39	Romanian	18	hold	X (hold)Y	держать	X (держать) Y(-а)	a ține	NOM	ACC	TR	TR							
39	Romanian	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	a prinde … din urmă	NOM	ACC	TR	TR							"CV. Буквально ""брать кого-то за след""."
39	Romanian	20	milk	X (milk) Y	доить	X (доить) Y-а	a mulge	NOM	ACC	TR	TR							
39	Romanian	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	a ajunge	NOM	la	Y	NOM_la							
39	Romanian	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	a atinge	NOM	ACC	TR	TR							
39	Romanian	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	a se bate	NOM	cu	Y	NOM_cu							RV
39	Romanian	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	a fi prieten	NOM	cu	Y	NOM_cu							NV
39	Romanian	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	a se gândi	NOM	la	Y	NOM_la							RV
39	Romanian	26	eat	X (eat) Y	есть	X (есть) Y	a mânca	NOM	ACC	TR	TR							
39	Romanian	27	fry	X (fry) Y	жарить	X (жарить) Y	a prăji	NOM	ACC	TR	TR							
39	Romanian	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	a aștepta 	NOM	ACC	TR	TR							
39	Romanian	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	a uita	NOM	ACC	TR	TR							
39	Romanian	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	a fi înfluențat	NOM	de	Y	NOM_de							"CV (пассив) Вообще для ""зависеть"" есть нормальный глагол a depinde de, но информант заверял, что в данном конкретном случае он не подойдет. Вообще же он достаточно распространен."
39	Romanian	31	call	X (call) Y	звать	X (звать) Y-а	a chema	NOM	ACC	TR	TR							
39	Romanian	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	a se întâlni	NOM	cu	Y	NOM_cu							RV
39	Romanian	33	know	X (know) Y	знать 	X (знать) Y-а	a știe	NOM	ACC	TR	TR							
39	Romanian	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	a cânta	NOM	la	Y	NOM_la							
39	Romanian	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	a evita	NOM	ACC	TR	TR							
39	Romanian	36	make	X (make) Y	изготовить	X (изготовить) Y	a fabrica	NOM	ACC	TR	TR							
39	Romanian	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом	a-și bate joc	NOM	de	Y	NOM_de							CV
39	Romanian	38	have	X (have) Y	иметь	X (иметь) Y	a avea	NOM	ACC	TR	TR							
39	Romanian	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	a căuta	NOM	ACC	TR	TR							
39	Romanian	40	paint	X (paint) Y	красить	X (красить) Y	a vopsi 	NOM	ACC	TR	TR							
39	Romanian	41	bite	X (bite) Y	кусать	X (кусать) Y-а	a mușca 	NOM	ACC	TR	TR							
39	Romanian	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а	a pierde	NOM	ACC	TR	TR							Это буквально терять
39	Romanian	43	try_to_catch	X (try to catch) Y	ловить	X (ловить) Y(-а)	a încerca să prindă 	*	*	*								"Не засчитываем, так как отдельного предиката нет, сказано букв. ""пытаться поймать"""
39	Romanian	44	break	X (break) Y	ломать	X (ломать) Y	a rupe	NOM	ACC	TR	TR							
39	Romanian	45	flatter	X (flatter) Y	льстить	X (льстить) Y-у	a linguși	NOM	ACC	TR	TR							
39	Romanian	46	love1	X (love) Y	любить-1	X (любить) Y-а (сына)	a iubi	NOM	ACC	TR	TR							
39	Romanian	47	wave	X (wave) Y	махать	X (махать) Y-ом	a flutura	NOM	din	Y	NOM_din							
39	Romanian	48	dream	X (dream) of Y	мечтать	X (мечтать) об Y-е	a visa	NOM	la	Y	NOM_la							
39	Romanian	49	wash	X (wash) Y	мыть	X (мыть) Y	a spăla	NOM	ACC	TR	TR							
39	Romanian	50	put_on	X (put_on) Y	надевать	X (надевать) Y	a lua … pe sine	NOM	ACC	TR	TR							букв. брать (себе) что-то на себя
39	Romanian	51	be_called	X (be_called) Y	называться	X (называться) Y	a se numi	NOM	NOM	Y	NOM_NOM							RV. Как показали комментарии и ответы ДС, это не переходная конструкция
39	Romanian	52	punish	X (punish) Y	наказывать	X (наказывать) Y-а	a pedepsi	NOM	ACC	TR	TR							
