language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
53	Hungarian	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	fáj	DAT	NOM	X	DATNOM							
53	Hungarian	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	van	DAT	NOM	X	DATNOM	"Букв.: ""быть"", посессивная конструкция"						
53	Hungarian	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	fél	NOM	ABL	Y	NOMABL							
53	Hungarian	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	eldob	TR		TR	TR							
53	Hungarian	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	van elég	DAT	NOM	X	DATNOM	"NV. ""is enough"""						
53	Hungarian	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	hasonlít	NOM	SUB	Y	NOMSUB							
53	Hungarian	7	believe	X (believe) Y	верить	X (верить)Y-у	hisz	NOM	DAT	Y	NOMDAT							
53	Hungarian	8	take	X (take) Y	взять	X (брать) Y(-а)	levesz	TR		TR	TR	То же, что 96 						
53	Hungarian	9	see	X (see) Y	видеть	X (видеть) Y(-а)	lát	TR		TR	TR							
53	Hungarian	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	befolyásol	TR		TR	TR							
53	Hungarian	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	összefut	NOM	INS	Y	NOMINS							
53	Hungarian	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	be-lép-	NOM	ILL	Y	NOMILL	in-step. Есть несколько глаголов с одной и той же моделью управления в зависимости от точки зрения (come in, go in и вот этот -- нейтральный)						
53	Hungarian	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	legyőz	TR		TR	TR							
53	Hungarian	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	kimegy	NOM	ELA	Y	NOMELA							
53	Hungarian	15	drive	X (drive) Y	гнать	X (гнать) Y-а	vezet	TR		TR	TR							
53	Hungarian	16	bend	X (bend) Y	гнуть	X (гнуть) Y	meghajlít 	TR		TR	TR	PFX						
53	Hungarian	17	tell	X (tell) Y	говорить	X (говорить) Y-у	mond	NOM	DAT	Y	NOMDAT							
53	Hungarian	18	hold	X (hold)Y	держать	X (держать) Y(-а)	tart 	TR		TR	TR							
53	Hungarian	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	utolér	TR		TR	TR							
53	Hungarian	20	milk	X (milk) Y	доить	X (доить) Y-а	megfej	TR		TR	TR	PFX						
53	Hungarian	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	elér	TR		TR	TR							
53	Hungarian	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	hozzáér	NOM	ALL	Y	NOMALL	"""graze"""						
53	Hungarian	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	verekszik 	NOM	INS	Y	NOMINS	"""scuffle"""						
53	Hungarian	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	barátkozik	NOM	INS	Y	NOMINS	"Не совсем точный аналог, информант перевел как be friendly with. Comm: ""who is probably not very popular"""						
53	Hungarian	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	gondol	NOM	SUB	Y	NOMSUB							
53	Hungarian	26	eat	X (eat) Y	есть	X (есть) Y	eszik 	TR		TR	TR							
53	Hungarian	27	fry	X (fry) Y	жарить	X (жарить) Y	megsüt 	TR		TR	TR	PFX						
53	Hungarian	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	vár	NOM	SUB	Y	NOMSUB	"Выбран вариант с непереходным маркированием. Тот же глагол может испльзоваться как TR, в этом случае ""процесс ожидания более активен и направлен конкретно на объект, опустить его нельзя"""						
53	Hungarian	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	megfeledkez	NOM	DEL	Y	NOMDEL	PFX. Есть еще TR elfelejt. Будет использован, если П. забыл точную дорогу. Выбран семантически более походящий вариант.						
53	Hungarian	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	függ	NOM	ABL	Y	NOMABL							
53	Hungarian	31	call	X (call) Y	звать	X (звать) Y-а	hív 	TR		TR	TR							
53	Hungarian	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	megismer	TR		TR	TR	PFX+знать						
53	Hungarian	33	know	X (know) Y	знать 	X (знать) Y-а	ismer 	TR		TR	TR							
53	Hungarian	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	*	*		*		Нет точного эквивалента, для каждого инструмента свой глагол, в основу которого входит название инструмента.						
53	Hungarian	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	elkerül	TR		TR	TR							
53	Hungarian	36	make	X (make) Y	изготовить	X (изготовить) Y	készít	TR		TR	TR	Выбран глагол с более конкретным значением. Есть еще csinál 						
53	Hungarian	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом	kicsúfol	TR		TR	TR	Выбран семантически более походящий вариант. Есть еще kinevet, тоже TR						
53	Hungarian	38	have	X (have) Y	иметь	X (иметь) Y	van 	DAT	NOM	X	DATNOM	"Василиса написала так: ""Неточный эквивалент, владение передается засчет показателя POSS на Y"". Но я не вижу никакой неточности, в литературе пишут, что это и есть основная конструкция в венгерском"						
53	Hungarian	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	keres 	TR		TR	TR							
53	Hungarian	40	paint	X (paint) Y	красить	X (красить) Y	lefest 	TR		TR	TR							
53	Hungarian	41	bite	X (bite) Y	кусать	X (кусать) Y-а	megharap 	TR		TR	TR	PFX						
53	Hungarian	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а	elveszt	TR		TR	TR	Почему-то через слэш записан вариант elveszít, который совпадает с 103. Оба варианта в принципе находятся в гугле. Более того, в словарях это разные глаголы						
53	Hungarian	43	try_to_catch	X (try to catch) Y	ловить	X (ловить) Y(-а)	elkap	*		*		Это в общем-то поймать. То, что он _ловит_ выражается глаголом попытки						
53	Hungarian	44	break	X (break) Y	ломать	X (ломать) Y	eltör	TR		TR	TR							
53	Hungarian	45	flatter	X (flatter) Y	льстить	X (льстить) Y-у	hízeleg	NOM	DAT	Y	NOMDAT							
53	Hungarian	46	love1	X (love) Y	любить-1	X (любить) Y-а (сына)	szeret	TR		TR	TR	То же, что 129						
53	Hungarian	47	wave	X (wave) Y	махать	X (махать) Y-ом	integet	NOM	INS	Y	NOMINS	"Выбран более естественный вариант, его же можно употребить со словом ""рука"". Еще есть lenget (TR), он ""Также используется для обозначения движения в воздухе, скорее чем-то длинным"""						
53	Hungarian	48	dream	X (dream) of Y	мечтать	X (мечтать) об Y-е	álmodik	NOM	DEL	Y	NOMDEL	То же, что 97						
53	Hungarian	49	wash	X (wash) Y	мыть	X (мыть) Y	elmos	TR		TR	TR							
53	Hungarian	50	put_on	X (put_on) Y	надевать	X (надевать) Y	felvesz 	TR		TR	TR	PFX. Выбран более частотный вариант. Есть еще felhúz, он тоже TR						
53	Hungarian	51	be_called	X (be_called) Y	называться	X (называться) Y	hívják	ACC	DAT	XY	ACCDAT	"Неточный эквивалент, глагол означает ""call"" и стоит в неопределенно-личной форме."						
