language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
77	Kazakh	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	ауыр	GEN	NOM	X	GEN_NOM							"Тот же глагол, что 2. Засчитываю конструкцию как двухместную по аналогии с башкирским и ВОПРЕКИ указанию Насти Жук о том, что тут невозможен разрыв. Она же при этом пишет, что возможна прономинализация ""головы"""		
77	Kazakh	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	ауыр	NOM	INS	Y	NOM_INS							Тот же глагол, что 1.		
77	Kazakh	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	қорқ	NOM	ABL	Y	NOM_ABL									
77	Kazakh	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	лақтыр	NOM	ACC	TR	TR									
77	Kazakh	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	жет	DAT	NOM	X	DAT_NOM							"Тот же глагол, что 21 (достичь). С отрицанием тот же глагол в 56. Есть еще вариант жеткілікті (""наречие"", NV), та же модель управления"		
77	Kazakh	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	ұқса	NOM	DAT	Y	NOM_DAT									
77	Kazakh	7	believe	X (believe) Y	верить	X (верить)Y-у	сен	NOM	DAT	Y	NOM_DAT							Тот же глагол, что 114 (доверять)		
77	Kazakh	8	take	X (take) Y	взять	X (брать) Y(-а)	ал	NOM	ACC	TR	TR									
77	Kazakh	9	see	X (see) Y	видеть	X (видеть) Y(-а)	көр	NOM	ACC	TR	TR									
77	Kazakh	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	әсер ет	NOM	DAT	Y	NOM_DAT							"NV (""влияние делает"")"		
77	Kazakh	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	кездес	NOM	INS	Y	NOM_INS									
77	Kazakh	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	кір	NOM	DAT	Y	NOM_DAT									
77	Kazakh	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	ұт-ып ал	NOM	ABL	Y	NOM_ABL							CV		
77	Kazakh	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	шық	NOM	ABL	Y	NOM_ABL									
77	Kazakh	15	drive	X (drive) Y	гнать	X (гнать) Y-а	айда	NOM	ACC	TR	TR									
77	Kazakh	16	bend	X (bend) Y	гнуть	X (гнуть) Y	майыстыр	NOM	ACC	TR	TR									
77	Kazakh	17	tell	X (tell) Y	говорить	X (говорить) Y-у	айт	NOM	DAT	Y	NOM_DAT							То же, что 69 (петь), но другой актант учитывается		
77	Kazakh	18	hold	X (hold)Y	держать	X (держать) Y(-а)	ұста	NOM	ACC	TR	TR									
77	Kazakh	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	қу-ып жет	NOM	ACC	TR	TR							CV		
77	Kazakh	20	milk	X (milk) Y	доить	X (доить) Y-а	сау	NOM	ACC	TR	TR									
77	Kazakh	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	жет	NOM	DAT	Y	NOM_DAT							Тот же глагол, что 5 (быть достаточно). С отрицанием тот же глагол в 56.		
77	Kazakh	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	тигіз	NOM	DAT	Y	NOM_DAT							"У глагола есть прямое дополнение (""рука"")"		
77	Kazakh	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	төбелес	NOM	INS	Y	NOM_INS									
77	Kazakh	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	достас	NOM	INS	Y	NOM_INS							"Есть еще неглагольный предикат (""друг""), та же модель"		
77	Kazakh	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	ойла	NOM	turaly	Y	NOM_turaly							туралы		
77	Kazakh	26	eat	X (eat) Y	есть	X (есть) Y	же	NOM	ACC	TR	TR									
77	Kazakh	27	fry	X (fry) Y	жарить	X (жарить) Y	қуыр	NOM	ACC	TR	TR									
77	Kazakh	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	тос	NOM	ACC	TR	TR									
77	Kazakh	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	ұмыт	NOM	ACC	TR	TR									
77	Kazakh	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	байланыс	NOM	DAT	Y	NOM_DAT									
77	Kazakh	31	call	X (call) Y	звать	X (звать) Y-а	шақыр	NOM	ACC	TR	TR									
77	Kazakh	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	таныс	NOM	INS	Y	NOM_INS									
77	Kazakh	33	know	X (know) Y	знать 	X (знать) Y-а	біл	NOM	ACC	TR	TR									
77	Kazakh	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	ойна	NOM	LOC	Y	NOM_LOC									
77	Kazakh	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	қаш	NOM	ABL	Y	NOM_ABL									
77	Kazakh	36	make	X (make) Y	изготовить	X (изготовить) Y	жаса	NOM	ACC	TR	TR							Есть еще вариант дайында, та же модель управления.		
77	Kazakh	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом	кемсіт	NOM	ACC	TR	TR									
77	Kazakh	38	have	X (have) Y	иметь	X (иметь) Y	бар	LOC	NOM	X	LOC_NOM							NV		
77	Kazakh	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	ізде	NOM	ACC	TR	TR									
77	Kazakh	40	paint	X (paint) Y	красить	X (красить) Y	боя	NOM	ACC	TR	TR									
77	Kazakh	41	bite	X (bite) Y	кусать	X (кусать) Y-а	қап	NOM	ACC	TR	TR									
