language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
72	Udmurt	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	висьыны 	GEN	NOM	X	GEN_NOM							"Тот же глагол, но другая рамка, чем в (2). Разрыв возможен. Света пишет, что это ""внешний посессор""."		
72	Udmurt	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	висьыны 	NOM	INS	Y	NOM_INS							Тот же глагол, но другая рамка, чем в (1)		
72	Udmurt	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	кышканы	NOM	ABL	Y	NOM_ABL									
72	Udmurt	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	куштыны	NOM	ACC	TR	TR									
72	Udmurt	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	тырмыны 	GEN	NOM	X	GEN_NOM							"Тот же глагол, что 54. GEN-NOM разывать можно, то есть это ""внешний посессор"" (Света). Есть вариант DAT-NOM у нескольких студентов"		
72	Udmurt	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	тупаны	NOM	DAT	Y	NOM_DAT							"Тот же глагол, что 73. Есть еще варианты: 1) с той же моделью управления: глагол укшаны, 2) и с предикатом тус (""облик, вид"") с моделью NOM_NOM, точнее что-то вроде ""Петя [дедушка облик]"", где второе -- нормальное атрибутивное сочетание"		
72	Udmurt	7	believe	X (believe) Y	верить	X (верить)Y-у	оскыны	NOM	DAT	Y	NOM_DAT							То же, что 114		
72	Udmurt	8	take	X (take) Y	взять	X (брать) Y(-а)	басьтыны	NOM	ACC	TR	TR							Еще есть вариант кутыны, тоже TR		
72	Udmurt	9	see	X (see) Y	видеть	X (видеть) Y(-а)	адӟыны 	NOM	ACC	TR	TR									
72	Udmurt	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	влиять карыны	NOM	NOMvyle	Y	NOM_NOMvyle							CV. Заимствование из русского + легкий глагол. Такую модель выбрали два студента, еще один -- NOM_DAT.		
72	Udmurt	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	пумиськыны	NOM	INS	Y	NOM_INS							REFL (от встречать)		
72	Udmurt	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	пырыны	NOM	ILL	Y	NOM_ILL									
72	Udmurt	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	вормыны	NOM	ACC	TR	TR									
72	Udmurt	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	потыны	NOM	ELA	Y	NOM_ELA							Выглядит так же, как незасчитанный хотеть (121)		
72	Udmurt	15	drive	X (drive) Y	гнать	X (гнать) Y-а	улляны	NOM	ACC	TR	TR									
72	Udmurt	16	bend	X (bend) Y	гнуть	X (гнуть) Y	куасаны	NOM	ACC	TR	TR									
72	Udmurt	17	tell	X (tell) Y	говорить	X (говорить) Y-у	вераны	NOM	DAT	Y	NOM_DAT									
72	Udmurt	18	hold	X (hold)Y	держать	X (держать) Y(-а)	возьыны	NOM	ACC	TR	TR									
72	Udmurt	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	сутыны	NOM	ACC	TR	TR									
72	Udmurt	20	milk	X (milk) Y	доить	X (доить) Y-а	кыскыны	NOM	ACC	TR	TR									
72	Udmurt	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	вуыны	NOM	TERM	Y	NOM_TERM							Есть еще вариант NOM_ILL с тем же глаголом		
72	Udmurt	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	йöтскыны	NOM	NOMbordy	Y	NOM_NOMbordy							"REFL (от глагола ""потрогать"", который точно можно использовать в конструкции типа ""Х потрогал Z-ом (ACC) Y (ILL)). Есть еще глагол исаны, TR, он переведен как ""потрогал"""		
72	Udmurt	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	жугиськыны	NOM	INS	Y	NOM_INS							REFL от бить		
72	Udmurt	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	эшъяськыны	NOM	INS	Y	NOM_INS							"REFL от ""друг"""		
72	Udmurt	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	малпаны	NOM	NOMsjarys	Y	NOM_NOMsjarys							"То же, что ""мечтать"" (48)"		
72	Udmurt	26	eat	X (eat) Y	есть	X (есть) Y	сиыны	NOM	ACC	TR	TR									
72	Udmurt	27	fry	X (fry) Y	жарить	X (жарить) Y	пыжыны	NOM	ACC	TR	TR									
72	Udmurt	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	возьманы	NOM	ACC	TR	TR							Есть еще вариант витьыны, тоже TR		
72	Udmurt	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	вунэтыны	NOM	NOMsjarys	Y	NOM_NOMsjarys							Есть еще вариант TR с тем же глаголом, выбирался реже; увы, это может быть простым копированием русской структуры, но варианта лучше все равно нет		
72	Udmurt	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	зависеть карыны	NOM	ABL	Y	NOM_ABL							CV. Заимствование из русского + легкий глагол. 		
72	Udmurt	31	call	X (call) Y	звать	X (звать) Y-а	ӧтьыны	NOM	ACC	TR	TR									
72	Udmurt	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	тодматскыны	NOM	INS	Y	NOM_INS							"REFL от ""знакомить"""		
72	Udmurt	33	know	X (know) Y	знать 	X (знать) Y-а	тодыны	NOM	ACC	TR	TR									
72	Udmurt	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	шудыны	NOM	INS	Y	NOM_INS									
72	Udmurt	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	пеганы	NOM	ABL	Y	NOM_ABL									
