language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
73	Croatian	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	boli	ACC	NOM	X	ACC_NOM							
73	Croatian	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	ima 	NOM	ACC	TR	TR							Букв. "иметь" (то же, что 38). Есть вариант Bolovati (у него модель NOM_odGEN)
73	Croatian	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	se boji	NOM	GEN	Y	NOM_GEN							REFL
73	Croatian	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	bacio	NOM	ACC	TR	TR							
73	Croatian	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	ima dosta	*	*	*								Не засчитываю: получена только структура типа "имеет достаточно денег", где "денег" (партитив) скорее всего зависит от "достаточно")
73	Croatian	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	sličan	NOM	DAT	Y	NOM_DAT							NV
73	Croatian	7	believe	X (believe) Y	верить	X (верить)Y-у	vjeruje	NOM	DAT	Y	NOM_DAT							
73	Croatian	8	take	X (take) Y	взять	X (брать) Y(-а)	uzeo	NOM	ACC	TR	TR							
73	Croatian	9	see	X (see) Y	видеть	X (видеть) Y(-а)	vidi 	NOM	ACC	TR	TR							
73	Croatian	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	utječe	NOM	naACC	Y	NOM_naACC							
73	Croatian	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	sreo	NOM	ACC	TR	TR							Еще есть вариант se sreo (NOM_sINS), но при случайной встрече естественнее переходный вариант
73	Croatian	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	ušao	NOM	uACC	Y	NOM_uACC							
73	Croatian	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	pobijedio	NOM	ACC	TR	TR							
73	Croatian	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	izašao	NOM	izGEN	Y	NOM_izGEN							
73	Croatian	15	drive	X (drive) Y	гнать	X (гнать) Y-а	tjera	NOM	ACC	TR	TR							
73	Croatian	16	bend	X (bend) Y	гнуть	X (гнуть) Y	savio	NOM	ACC	TR	TR							
73	Croatian	17	tell	X (tell) Y	говорить	X (говорить) Y-у	rekao	NOM	DAT	Y	NOM_DAT							
73	Croatian	18	hold	X (hold)Y	держать	X (держать) Y(-а)	drži	NOM	ACC	TR	TR							
73	Croatian	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	stigao	NOM	ACC	TR	TR							
73	Croatian	20	milk	X (milk) Y	доить	X (доить) Y-а	pomuzao	NOM	ACC	TR	TR							
73	Croatian	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	došao	NOM	doGEN	Y	NOM_doGEN							
73	Croatian	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	dodirnuo	NOM	ACC	TR	TR							
73	Croatian	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	se tuče	NOM	sINS	Y	NOM_sINS							REFL
73	Croatian	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	se druži	NOM	sINS	Y	NOM_sINS							REFL
73	Croatian	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	misli	NOM	naACC	Y	NOM_naACC							Можно еще NOM_oLOC, но это скорее "обдумывать"
73	Croatian	26	eat	X (eat) Y	есть	X (есть) Y	pojeo	NOM	ACC	TR	TR							
73	Croatian	27	fry	X (fry) Y	жарить	X (жарить) Y	ispekao	NOM	ACC	TR	TR							
73	Croatian	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	čeka	NOM	ACC	TR	TR							
73	Croatian	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	NEG + se sjetio	NOM	GEN	Y	NOM_GEN							Этот генитив не связан с отрицанием. Есть еще вариант na+ACC, но он кажется Миславу менее естественным
73	Croatian	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	ovisi	NOM	oLOC	Y	NOM_oLOC							
73	Croatian	31	call	X (call) Y	звать	X (звать) Y-а	pozvao	NOM	ACC	TR	TR							
73	Croatian	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	se upoznao	NOM	sINS	Y	NOM_sINS							REFL. Эта конструкция значит скорее само вступление в знакомство, а еще есть просто upoznao (TR), это скорее обозначает получение нового опыта (Мислав)
73	Croatian	33	know	X (know) Y	знать 	X (знать) Y-а	pozna	NOM	ACC	TR	TR							
73	Croatian	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	svira	NOM	ACC	TR	TR							
73	Croatian	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	izbjegava	NOM	ACC	TR	TR							
73	Croatian	36	make	X (make) Y	изготовить	X (изготовить) Y	napravio	NOM	ACC	TR	TR							
73	Croatian	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом	se ruga	NOM	DAT	Y	NOM_DAT							REFL.
73	Croatian	38	have	X (have) Y	иметь	X (иметь) Y	ima	NOM	ACC	TR	TR							То же, что 2.
73	Croatian	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	traži	NOM	ACC	TR	TR							
73	Croatian	40	paint	X (paint) Y	красить	X (красить) Y	farba	NOM	ACC	TR	TR							Мислав: "литературный язык: Pero boja ogradu"
73	Croatian	41	bite	X (bite) Y	кусать	X (кусать) Y-а	ugrizao	NOM	ACC	TR	TR							
