language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
69	Adyghe	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	узы	AdnominalPossessor	ABS	X	AdnominalPossessor_ABS							В позиции абсолютивного подлежащего нормальная посессивная ИГ. Засчитываю по аналогии с другими языками.		
69	Adyghe	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	и-Iэ	POSS	ABS	X	POSS_ABS							INV		
69	Adyghe	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	щы-щынэ	ABS	LOC	Y	ABS_LOC									
69	Adyghe	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	дзы	ERG	ABS	TR	TR									
69	Adyghe	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	ф-и-къу	BEN	ABS	X	BEN_ABS							INV		
69	Adyghe	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	е-хьщыр	ABS	DAT	Y	ABS_DAT							Задал вопрос.		
69	Adyghe	7	believe	X (believe) Y	верить	X (верить)Y-у	цыхьэ фэ-шIы	ERG	BEN	Y	ERG_BEN							"CV (""доверие делать""), то же, что 114"		
69	Adyghe	8	take	X (take) Y	взять	X (брать) Y(-а)	штэ	ERG	ABS	TR	TR									
69	Adyghe	9	see	X (see) Y	видеть	X (видеть) Y(-а)	лъэгъу	ERG	ABS	TR	TR									
69	Adyghe	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*								"Адекватного перевода получить не удалось. Фактически основной перевод использует глагол ""зависеть"" (см. 30), на что косвенно указывает и порядок слов. Получено выражение со значением собственно ""влиять"", но оно допустимо только если влияющий -- это человек. Не засчитываю."		
69	Adyghe	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	Iу-кIэ	ABS	LOC.FRONT	Y	ABS_LOC.FRONT									
69	Adyghe	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	и-хьэ	ABS	LOC.CONT	Y	ABS_LOC.CONT									
69	Adyghe	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	те-кIо	ABS	LOC.TOP	Y	ABS_LOC.TOP							"Второй вариант къыш1уихьыгъ, букв. ""отобрать что-то силой"", ERG-MAL. Это тот же глагол и та же конструкция, что 13. В адыгейском плохо с конверисвами."		
69	Adyghe	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	и-кIы	ABS	LOC.CONT	Y	ABS_LOC.CONT									
69	Adyghe	15	drive	X (drive) Y	гнать	X (гнать) Y-а	фы	ERG	ABS	TR	TR									
69	Adyghe	16	bend	X (bend) Y	гнуть	X (гнуть) Y	уфэ	ERG	ABS	TR	TR									
69	Adyghe	17	tell	X (tell) Y	говорить	X (говорить) Y-у	е-Iо	ERG	DAT	Y	ERG_DAT							Тот же глагол используется в 51		
69	Adyghe	18	hold	X (hold)Y	держать	X (держать) Y(-а)	Iыгъ	ERG	ABS	TR	TR									
69	Adyghe	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	кIэлъы-хьэ	ABS	LOC.BEHIND.LOC.AFTER	Y	ABS_LOC.BEHIND.LOC.AFTER									
69	Adyghe	20	milk	X (milk) Y	доить	X (доить) Y-а	щы	ERG	ABS	TR	TR									
69	Adyghe	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	нэ-сы	ABS	LOC.TO	Y	ABS_LOC.TO							То же, что 22		
69	Adyghe	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	нэ-сы	ABS	LOC.TO	Y	ABS_LOC.TO							То же, что 21		
69	Adyghe	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	е-зэо	ABS	DAT	Y	ABS_DAT									
69	Adyghe	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	ныбджэгъу	POSS	ABS	X	POSS_ABS							"Сначала получена только сочиненная группа. Асимметричная конструкция имеет форму типа ""директор -- друг учителя"", NV. "		
69	Adyghe	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	е-гупшысэ	ABS	DAT	Y	ABS_DAT									
69	Adyghe	26	eat	X (eat) Y	есть	X (есть) Y	шхы	ERG	ABS	TR	TR									
69	Adyghe	27	fry	X (fry) Y	жарить	X (жарить) Y	гъэ.жъэ	ERG	ABS	TR	TR							CAUS		
69	Adyghe	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	е-жэ	ABS	DAT	Y	ABS_DAT									
69	Adyghe	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	щы-гъупшэ	LOC	ABS	X	LOC_ABS							INV		
