language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
31	Polish	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	bol-i	ACC	NOM	X	ACC_NOM							
31	Polish	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	choruj-e	NOM	na_ACC	Y	NOM_na_ACC							
31	Polish	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	bo-i się	NOM	GEN	Y	NOM_GEN							REFL
31	Polish	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	rzuci-ł	TR		TR	TR							
31	Polish	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	wystarcz-a	DAT	GEN	XY	DAT_GEN							
31	Polish	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	podobn-a jest	NOM	do_GEN	Y	NOM_do_GEN							NV
31	Polish	7	believe	X (believe) Y	верить	X (верить)Y-у	wierz-y	NOM	DAT	Y	NOM_DAT							
31	Polish	8	take	X (take) Y	взять	X (брать) Y(-а)	wzią-ł	TR		TR	TR							
31	Polish	9	see	X (see) Y	видеть	X (видеть) Y(-а)	widz-i	TR		TR	TR							
31	Polish	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	wpływ-a	NOM	na_ACC	Y	NOM_na_ACC							
31	Polish	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	spotka-ł	TR		TR	TR							
31	Polish	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)	wszed-ł	NOM	do_GEN	Y	NOM_do_GEN							
31	Polish	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	wygra-ł	NOM	z_INS	Y	NOM_z_INS							
31	Polish	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	wyszed-ł	NOM	z_GEN	Y	NOM_z_GEN							
31	Polish	15	drive	X (drive) Y	гнать	X (гнать) Y-а	gon-i	TR		TR	TR							
31	Polish	16	bend	X (bend) Y	гнуть	X (гнуть) Y	zgią-ł	TR		TR	TR							
31	Polish	17	tell	X (tell) Y	говорить	X (говорить) Y-у	powiedzia-ł	NOM	DAT	Y	NOM_DAT							
31	Polish	18	hold	X (hold)Y	держать	X (держать) Y(-а)	trzyma	TR		TR	TR							
