language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal	verb_original_orthography	sentence_original_orthography
112	Mano	1	feel_pain	X (have) Yache	болеть-1	у X-а (болеть) Y	wàā	POSS&ACC	NOM	X	POSS&ACC_NOM		ŋ̄ sɔ̰́ɔ̰́ tɔ́ɔ̄ lɛ́ɛ̀ ŋ̄ wàā	1SG tooth DEM.VIS 3SG.IPFV 1SG hurt:IPFV	‘This tooth of mine hurts.’			Also possible: ŋ̄ sɔ̰́ɔ̰́ tɔ́ɔ̄ lɛ́ɛ̀ wàā		
112	Mano	2	have#illness#	X (have) Y	болеть-2	X (болеть) Y-ом	kɛ̄	mo	NOM	X	mo_NOM		nɛ́nɛ́yàà lɛ̄ Sèé mɔ̀ 	malaria 3SG.EXI PN on	‘Se has malaria.’			here and in what follows: kɛ̄ 'be' is zero in present affirmative existential constructions		
112	Mano	3	be_afraid	X (be afraid) of Y	бояться	X (бояться) Y-а	túó	NOM	lee	Y	NOM_lee		Sèé lɛ́ɛ̀ tùò gbá̰ lɛ̀ɛ̄	PN 3SG.IPFV be_afraid dog to	‘Se is afraid of dogs.’					
112	Mano	4	throw	X (throw) Y	бросить	X (бросить) Y(-а)	dùò	NOM	ACC	TR	TR		ŋ̄ gɔ́ wɛ́lɛ́ dùò	1SG.PST cola bone throw	‘I threw cola nuts.’					
112	Mano	5	have_enough	X (have enough) Y	быть достаточно	X-у (хватать) Y-а	kɛ̄	kele	NOM	X	kele_NOM		wɛ́lì lɛ̄ ŋ̄ kɛ̀lɛ̀	money 3SG.EXI 1SG hand	‘I have money.’					
112	Mano	6	resemble	X (resemble) Y	быть похожим	X (быть похожим) на Y(-а)	ɓɔ̄	NOM	ba	Y	NOM_ba		Pèé lɛ́ɛ̀ ɓɔ̄ ē dàā bà	PN 3SG.IPFV leave 3SG.REFL father in	‘Pe resembles his father.’					
112	Mano	7	believe	X (believe) Y	верить	X (верить)Y-у	láá	NOM	la	Y	NOM_la		Pèé lɛ́ɛ̀ làà ŋ̄ là	PN 3SG.IPFV spread:IPFV 1SG on	‘Pe believes me.’					
112	Mano	8	take	X (take) Y	взять	X (брать) Y(-а)	sí	NOM	ACC	TR	TR		Pèé ē sɛ́ɓɛ̀ sí	PN 3SG.PST book take	‘Pe took a book.’					
112	Mano	9	see	X (see) Y	видеть	X (видеть) Y(-а)	gɛ̰̀	NOM	ACC	TR	TR		Pèé lɛ́ɛ̀ ká̰ gɛ̰̀	PN 3SG.IPFV house see:IPFV	‘Pe voit une maison.’					
112	Mano	10	influence	X (influence) Y	влиять	X (влиять) на Y(-а)	*	*	*	*		No satisfactory translation has been obtained.	*	*	*					
112	Mano	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом	ɓɔ̄	NOM	mo	Y	NOM_mo		ŋ̄ ɓɔ̄ Pèé mɔ̀ lɔ́í	1SG.PST leave PN on market	‘I encountered Pe at the market.’					
112	Mano	12	enter	X (enter) Y	входить	X (входить) в Y (дом)	wàà	NOM	loc	Y	NOM_loc		kō wàà kɛ́ì	1PL.PST enter house.LOC	‘We entered a house.’					
112	Mano	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а	kɔ̀ bɛ̀ī	*	*	*		Not included in the database because X is expressed as an NP-internal modifier.	ō kɔ̀ ē bɛ̀ī gbàlà mìà mɔ̀	3PL hand 3SG.PST be.able Kpelle person.PL:CSTR on	‘They won over the Kpelle.’					
112	Mano	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а	ɓɔ̄	NOM	loc	Y	NOM_loc		kō ɓɔ̄ kɛ́ì	1PL.PST leave house.LOC	‘We went out of the house.’					
112	Mano	15	drive	X (drive) Y	гнать	X (гнать) Y-а	nū	NOM	ka	Y	NOM_ka		lɛ̄ nū-pɛ̀lɛ̀ dìì ká	3SG.EXI come-INF cow with	‘He is driving a cow.’					
112	Mano	16	bend	X (bend) Y	гнуть	X (гнуть) Y	gbīnī	NOM	ACC	TR	TR		ē yílí kɔ̀ɔ̀ gbīnī	3SG.PST tree branch bend	‘He bent a branch.’					
112	Mano	17	tell	X (tell) Y	говорить	X (говорить) Y-у	gèē	NOM	lee	Y	NOM_lee	Obligatory 3SG direct object.	Pèé ā gèē ŋ̄ lɛ̀ɛ̄	PN 3SG.PST>3SG say 1SG to	‘Pe told me....’					
112	Mano	18	hold	X (hold)Y	держать	X (держать) Y(-а)	kɔ̀ be	*	*	*		Not included in the database because X is expressed as an NP-internal modifier.	Pèé kɔ̀ lɛ̄ sɛ́ɓɛ̀ mɔ̀	PN arm 3SG.EXI book on	‘Pe is holding a book.’					
112	Mano	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	kṵ́	NOM	ACC	TR	TR		Pèé ē Sèé kṵ́	PN 3SG.PST PN catch	‘Pe caught up with Se.’					
112	Mano	20	milk	X (milk) Y	доить	X (доить) Y-а	ɲɔ́yíí ɓō	NOM	ACC	TR	TR		Pèé ē dìì ɲɔ́yíí ɓō	PN 3SG.PST cow milk take_out	‘Pe milked a cow.’					
112	Mano	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега)	ɓɔ̄	NOM	la	Y	NOM_la		Pèé ē ɓɔ̄ yíí kpóŋ́ là	PN 3SG.PST leave water edge on	‘Pe arrived at a river bank.’					
112	Mano	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	pá	NOM	mo	Y	NOM_mo		Pèé ē pá kágóó mɔ̀	PN 3SG.PST touch wall on	‘Pe touched the wall.’					
112	Mano	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	gèlè gɔ̰̄	*	*	*		Not included in the database because X and Y are expressed as a coordinate NP.	kò gbàlà mìà kóò gèlè gɔ̰̄	1PL.IP Kpelle person.PL:CSTR war fight:IPFV	‘We and the Kpelle people fight.’					
112	Mano	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	dà	NOM	pie	Y	NOM_pie	Probably should be changed to the present tense stative sentence.	Kɔ̀ɔ́ ē dà ī lúlɔ̀ nì píé	Ko 3SG.PST fall 2SG sister PL behind	‘Ko became friends with your sisters.’					
112	Mano	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	yɛ́lɛ́ táá	NOM	mo	Y	NOM_mo	Reflexive: this construction requires a DO argument that is coreferential with the subject.	Pèé lɛ̄ ē yɛ́lɛ́ táápɛ̀lɛ̀ ī mɔ̀	PN 3SG.EXI 3SG.REFL spirit walk 2SG on	‘Pe is thinking about you.’					
112	Mano	26	eat	X (eat) Y	есть	X (есть) Y	ɓèlè	NOM	ACC	TR	TR		Pèé āà ɓū ɓèlè	PN 3SG.PRF rice eat	‘Pe has eaten rice.’					
112	Mano	27	fry	X (fry) Y	жарить	X (жарить) Y	yìè	NOM	ACC	TR	TR		Pèé ē kpà̰á̰ yìè	PN 3SG.PST fish fry	‘Pe fried the fish.’					
112	Mano	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	mɛ́ gbṵ̄	NOM	ACC	TR	TR		lɛ̄ ī mɛ́ gbṵ̄-pɛ̀lɛ̀	3SG.EXI 2SG PREV gather-INF	‘Pe is waiting for you.’					
112	Mano	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	lèmā	NOM	mo	Y	NOM_mo		ē lèmā ŋ̄ mɔ̀	3SG.PST forget 1SG on	‘He forgot about me.’					
112	Mano	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	*	*	*	*		No satisfactory translation has been obtained.	*	*	*					
112	Mano	31	call	X (call) Y	звать	X (звать) Y-а	súò kɛ̄	NOM	ACC	TR	TR		lɛ́ɛ̀ ŋ̄ súò kɛ̀	3SG.IPFV 1SG call do:IPFV	‘He calls me.’					
112	Mano	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	dɔ̄	NOM	ACC	TR	TR		ē ŋ̄ dɔ̄	3SG.PST 1SG know	‘He got to know me.’					
112	Mano	33	know	X (know) Y	знать	X (знать) Y-а	dɔ̄	NOM	ACC	TR	TR		lɛ́ɛ̀ ŋ̄ dɔ̄	3SG.IPFV 1SG know:IPFV	‘He knows me.’					
112	Mano	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	mɛ̀	NOM	ACC	TR	TR		lɛ́ɛ̀ ɓàlā mɛ̀	3SG.IPFV tamtam hit:IPFV	‘She plays tamtam.’					
112	Mano	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	mɛ́ kpɔ́	NOM	ACC	TR	TR		lɛ́ɛ̀ ŋ̄ mɛ́ kpɔ̄	3SG.IPFV 1SG PREV put:IPFV	‘She avoids me.’					
112	Mano	36	make	X (make) Y	изготовить	X (изготовить) Y	bɛ̀ī	NOM	ACC	TR	TR		ē dḭ̄ḭ̄ bɛ̀ī	3SG.PST powder make	‘He made powder.’					
112	Mano	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом	bá̰	NOM	mo	Y	NOM_mo		lɛ́ɛ̀ bā̰ ŋ̄ mɔ̀	3SG.IPFV touch:IPFV 1SG on	‘He makes fun of me.’					
112	Mano	38	have	X (have) Y	иметь	X (иметь) Y	kɛ̄	kele	NOM	X	kele_NOM		wɛ́lì ē kɛ̄ ŋ̄ kɛ̀lɛ̀	money 3SG.PST be 1SG hand	‘I had money.’					
112	Mano	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	nāā	NOM	ACC	TR	TR		lō ɓà sà̰ā̰ nāà! 	go:IPFV 2SG.POSS work love.GER	‘Go look for work!.’					
112	Mano	40	paint	X (paint) Y	красить	X (красить) Y	bɛ̰̀ɛ̰̄	NOM	ACC	TR	TR		lɛ̄ sɔ̄ wɛ̄ bɛ̰̀ɛ̰̄-pɛ̀lɛ̀	3SG.IPFV dress DEM color-INF	‘He is coloring the dress.’					
112	Mano	41	bite	X (bite) Y	кусать	X (кусать) Y-а	sɔ̰́ɔ̰́ dɔ̄	NOM	ACC	TR	TR		ē ŋ̄ sɔ̰́ɔ̰́ dɔ̄	3SG.PST 1SG tooth install	‘It bit me.’					
112	Mano	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а	kɔ̰́	NOM	yi	Y	NOM_yi		lɛ́ɛ̀ pɛ̄ dò gínī ɲɛ́nɛ́ séŋ́ ká	3SG.IPFV thing INDEF lose day every with	‘He loses something every day.’					
112	Mano	43	try_to_catch	X (try to catch) Y	ловить	X (ловить) Y(-а)	kṵ́	NOM	ACC	TR	TR		Pèé ē ló ā kṵ́	PN 3SG.PST go 3SG.PST>3SG catch	‘Pe went and caught up with him.’					
112	Mano	44	break	X (break) Y	ломать	X (ломать) Y	wí	NOM	ACC	TR	TR		ō vɛ́ɛ́lɛ́ tɔ́ɔ̄ wí	3PL.PST cup DEM.PROX.VIS break	‘They broke the cup.’					
112	Mano	45	flatter	X (flatter) Y	льстить	X (льстить) Y-у	tɛ̀nɛ̄	NOM	ACC	TR	TR		kà wálà tɔ́ yīè tɛ̀nɛ̄	2PL.SBJV god name good raise	‘Let's praise the good name of the God.’					
112	Mano	46	love1	X (love) Y	любить-1	X (любить) Y-а (сына)	nāā	NOM	ka	Y	NOM_ka		ŋ́ŋ̀ nàà ī ká	1SG.IPFV love 2SG with	‘I love you.’					
112	Mano	47	wave	X (wave) Y	махать	X (махать) Y-ом	vṵ́ ɓō	NOM	ACC	TR	TR		āà mmouchoir vṵ́ ɓō	3SG.PRF handkerchief[FR] movement implement	‘He waved a handkerchief.’					
112	Mano	48	dream	X (dream) of Y	мечтать	X (мечтать) об Y-е	mɛ̀ŋ̀ zɛ̄	NOM	ka	Y	NOM_ka		ē mɛ̀ŋ̀ zɛ̄ ŋ̄ ká	3SG.PST dream kill 1SG with	‘he dreamed of me.’					
112	Mano	49	wash	X (wash) Y	мыть	X (мыть) Y	pɛ́lɛ́	NOM	ACC	TR	TR		lāā pɛ́lɛ́-pɛ̀lɛ̀	3SG.PST>3SG wash-INF	‘she is washing him.’					
112	Mano	50	put_on	X (put_on) Y	надевать	X (надевать) Y	wàà	NOM	ACC	TR	TR		 āà kīī wàà	3SG.PRF shoes enter	‘she has put the shoes on.’					
112	Mano	51	be_called	X (be_called) Y	называться	X (называться) Y	gèē	*	*	*		Complicated pattern, it should be discussed further.	óò gèē à lɛ̀ɛ̄ Cèé	3PL.IPFV>3SG say:IPFV 3SG to PN	‘He is called Ce.’			dummy 3sg object		
112	Mano	52	punish	X (punish) Y	наказывать	X (наказывать) Y-а	*	*	*	*		No satisfactory translation has been obtained.	*	*	*					
112	Mano	53	attack	X (attack) Y	напасть	X (нападать) на Y-а	yà	NOM	mo	Y	NOM_mo		lɛ̄ yà-pɛ̀lɛ̀ ŋ̄ mɔ̀	3SG.EXI sit-INF 3SG on	‘he attacks me.’					
112	Mano	54	fill#intr#	X (fill) with Y	наполняться	X (наполняться) Y-ом	yí pā	*	*	*		Not included in the database because X is expressed as an NP-internal modifier. Complicated pattern, it should be discussed further.	tɛ́à yí lɛ̄ pā-pɛ̀lɛ̀ yíí ká	bowl interior 3SG.EXI fill-INF water with	‘The bowl is being filled with water.’					
112	Mano	55	find	X (find) Y	находить	X (находить) Y(-а)	nāā	NOM	ACC	TR	TR		māà kɛ̄ zì nāā	1SG.PRF>3SG do way:CSTR love	‘I found a solution.’					
112	Mano	56	be_short	X (be short) Y	недоставать	X-у (недоставать) Y-a	*	*	*	*		No satisfactory translation has been obtained.	*	*	*					
112	Mano	57	hate	X (hate) Y	ненавидеть	X (ненавидеть) Y-а	kɛ̄	ge	NOM	X	ge_NOM		ē kɛ̄ ŋ̄ gé	3SG.PST be 1SG stomach	‘I hated him.’					
112	Mano	58	like	X (like) Y	нравиться	X-у (нравиться) Y	zò kṵ́	ACC	NOM	X	ACC_NOM		lɛ́ɛ̀ ŋ̄ zò kṵ̄	3SG.IPFV 1SG heart catch:IPFV	‘I like her.’					
112	Mano	59	need	X (need) Y	нуждаться	X (нуждаться) в Y-е	màkó be	*	*	*		Not included in the database because X is expressed as an NP-internal modifier.	ŋ̄ màkó ē kɛ̄ ī mɔ̀	1SG need 3SG.PST be 2SG on	‘I needed you..’					
112	Mano	60	surround	X (surround) Y	окружать	X (окружать) Y (стена город)	nìà	NOM	mo	Y	NOM_mo		óò nìà ō mɔ̀	3PL.IPFV turn:IPFV 3PL on	‘They surround them.’					
112	Mano	61	remain	X (have) Y left	оставаться	у X-а (оставаться) Y	tó	NOM	kele	Y	NOM_kele		wɛ́lì āà tó ŋ̄ kɛ̀lɛ̀	money 3SG.PRF stay 1SG hand	‘I have some money left..’					
112	Mano	62	answer	X (answer) Y	отвечать	X (отвечать) Y-у	wè là nìà	NOM	ACC	TR	TR		āà ŋ̄ wè là nìà	3SG.PRF 1SG speech surface turn	‘She has responded to me..’					
112	Mano	63	open	X (open) Y	открывать	X (открывать) Y	lé ɓō	NOM	ACC	TR	TR		āà ká lé ɓō	3SG.PRF house mouth remove	‘She opened the house..’					
112	Mano	64	be_different	X (be different) from Y	отличаться	X (отличаться) от Y-а	see comment	NOM	mo	Y	NOM_mo	The alternative should be discussed further.	ē kɛ̄ gbɛ̄ɛ̄ ŋ̄ mɔ̀	3SG.PST be different 1SG on	‘She was different from me..’			à lépāà wáá Y ká X kɛ̀lɛ̀: completeness isn't with Y in X's hand		
112	Mano	65	fall_behind	X (fall behind) Y	отстать	X (отставать) от Y-а	tó	NOM	pie	Y	NOM_pie		āà tó ŋ̄ píé	3SG.PRF stay 1SG behind	‘She fell behind me..’					
112	Mano	66	plough	X (plough) Y	пахать	X (пахать) Y	ɓō	NOM	ACC	TR	TR	Always combines with lɛ̀, field.	lɛ́ɛ̀ lɛ̀ ɓō	3SG.IPFV field remove	‘He cultivates a field. .’			I don't think ploughing as an action is done by the Mano		
112	Mano	67	smell	X (smell) like / of Y	пахнуть	X (пахнуть) Y-ом	gḭ̄ḭ̄ be	*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	tíéyíí gḭ̄ḭ̄ lɛ̄ ŋ̄ kɔ̀ mɔ̀	gasoline smell 3SG.EXI 1SG arm on	‘My arms smell of gazoline.’					
112	Mano	68	cross	X (cross) Y	пересечь	X (пересекать) Y (улицу)	ká̰	NOM	ACC	TR	TR		ŋ̄ yíí ká̰	1SG.PST water cut	‘I crossed the river..’					
112	Mano	69	sing	X (sing) Y	петь	X (петь) Y	ɓō	NOM	ACC	TR	TR	Always combines with tá̰, song.	lɛ́ɛ̀ tá̰ ɓō	3SG.IPFV song remove	‘She sings.’					
112	Mano	70	write	X (write) Y	писать	X (писать) Y	bɛ̰̀ɛ̰̄	NOM	ACC	TR	TR		lɛ́ɛ̀ sɛ́ɓɛ̀ bɛ̰̀ɛ̰̄	3SG.IPRF book write	‘He writes a letter.’					
112	Mano	71	drink	X (drink) Y	пить	X (пить) Y	mī	NOM	ACC	TR	TR		lɛ́ɛ̀ yíí mī	3SG.IPFV water drink	‘She drinks water.’					
112	Mano	72	melt	X (melt) Y	плавить	X (плавить) Y	sèŋē	NOM	ACC	TR	TR		ō fɔ̰́á̰ sèŋē  	3PL.PST aluminium melt	‘They melted aluminium.’					
112	Mano	73	match	X (match) Y	подходить	X (подходить) к Y-у (пояс к платью)	ló	*	*	*		Not included in the database because X and Y are expressed as a coordinate NP.	ɓà sɔ̄ wà ɓà kɛ́lɛ́ óò lō sɛ̀ ō kíè bà	2SG.POSS cloth 3PL.IP 2SG.POSS scarf 3PL.IPFV go:IPFV well 3PL RECP in	‘Your dress and your headscarf go well together..’					
112	Mano	74	leave	X (leave) Y	покидать	X (покидать) Y(-а)	wɛ̀lɛ̀	NOM	loc	Y	NOM_loc		ē wɛ̀lɛ̀ Záásɔ́nɔ́	3SG.PST get.up Nzerekore	‘He left Nzerekore.’					
112	Mano	75	cover	X (cover) Y	покрывать	X (покрывать) Y	gbīnī	NOM	la	Y	NOM_la	No way to say just "cover Y", but rather "cover Y with Z", where Z is the direct object. 	sàā lɛ́ɛ̀ gbìnì sɛ́lɛ́ séŋ́ là	natte 3SG.IPFV bend:IPFV soil all on	‘The mat covers all the floor.’			for example, āà lé kèlè yà à lé, he put its cover on it		
112	Mano	76	remember	X (remember) Y	помнить	X (помнить) Y-а	ŋwɔ̀míní sí	NOM	ACC	TR	TR	Complicated pattern, it should be discussed further.	ē ŋ̄ ŋwɔ̀míní sí	3SG.PST 1SG memory take	‘He remembered me.’			several other ways to exress the same meaning, which for formal reasons wouldn't be included. this is the only one that would fit the questionnaire's formal requirements.		
112	Mano	77	help	X (help) Y	помочь	X (помогать) Y-у	gbṵ̄	NOM	mo	Y	NOM_mo		āà gbṵ̄ ŋ̄ mɔ̀	3SG.PST unite 1SG on	‘She helped me.’					
112	Mano	78	understand	X (understand) Y	понимать	X (понимать) Y	mā	NOM	ACC	TR	TR		lɛ́ɛ̀ máá wè mā	3SG.IPFV Mano speech hear:IPFV	‘She understands Mano.’					
112	Mano	79	hit#target#	X (hit) Y	попасть	X (попадать) в Y (молния в дом)	dà	NOM	mo	Y	NOM_mo		gbá̰nà ē dà ká mɔ̀	lightning 3SG.PST fall house on	‘The lightning hit the house.’					
112	Mano	80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом	(kɔ̀) ká̰	NOM	ko	Y	NOM_ko		ē ē (kɔ̀) ká̰ làà ká	3SG.PST 3SG.REFL arm cut knife with	‘‘He cut himself with a knife’.’			REFL. reflexive: the DO position is filled with a reflexive pronoun, or a noun with a reflexive possessor.		
112	Mano	81	get_stuck	X (get stuck) to Y	прилипать	X (прилипать) к Y-у	kɔ̀nɔ̀	NOM	mo	Y	NOM_mo		āà kɔ̀nɔ̀ ŋ̄ mɔ̀	3SG.PST stick 1SG on	‘it got stuck to me.’					
112	Mano	82	lose#game#	X (lose) to Y	проиграть	X (проиграть) Y-у	kɔ̀ bɛ̀ī	*	*	*		Not included in the database because X is expressed as an NP-internal modifier.	ī kɔ̀ ē bɛ̀ī ŋ̄ mɔ̀	2SG arm 3SG.PST be.able 1SG on	‘I lost to you.’					
112	Mano	83	be_glad	X (be glad) about Y	радоваться	X (радоваться) Y-у	gé lī	*	*	*		Not included in the database because X is expressed as an NP-internal modifier.	ŋ̄ gé lɛ́ɛ̀ lī ī píé	1SG stomach 3SG.IPFV become.beautiful:IPFV 2SG to	‘I am glad about you.’			also possible postpositions ŋwɛ́ŋ̀, mɔ̀		
